,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Taylor Swift,"I was ridin' shotgun with my hair undone
In the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says, ""Baby, is somethin' wrong?""
I say, ""Nothing, I was just thinkin'
How we don't have a song""
And he says:

Our song is the slammin' screen doors
Sneakin' out late, tappin' on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date ""Man, I didn't kiss her, and I should have""
And when I got home
For I said, ""Hey, man!""
Askin' God if he
Could play it again

I was walking up the front porch steps
After everything that day
Had gone all wrong had been trampled on
And lost and thrown away
Got to the hallway, well on my way
To my lovin' bed
I almost didn't notice all the roses
And the note that said:

Our song is the slammin' screen doors
Sneakin' out late, tappin' on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date ""Man, I didn't kiss her, and I should have""
And when I got home
For I said, ""Hey, man!""
Askin' God if he
Could play it again

I've heard every hour and listened to the radio
Waited for something to come along
That was as good as our song

'Cause our song is the slammin' screen doors
Sneakin' out late, tappin' on his window
When we're on the phone and he talks real slow
'Cause it's late and his mama don't know
Our song is the way he laughs
The first date ""Man, I didn't kiss him, and I should have""
And when I got home
For I said, ""Hey, man!""
Askin' God if he
Could play it again
Play it again

I was ridin' shotgun with my hair undone
In the front seat of his car
I grabbed a pen and an old napkin
And I wrote down our song",,,,,,,,
1,2,Kenny Chesney,"Couldn't wait to turn 16 and drive all the boy's around
Foot on the gas and hands on the wheel was all I could think about
A little rust in the bed of that truck and a four speed on the floor
Five-hundred dollars it was mine, all mine and I never wanted nothin' more

I took Katie down by the river with a six dollar bottle of wine
Just a fool tryin' to play it cool hopin' she'd let me cross the line
I was praying that she couldn't tell I hadn't been that far before
The first time's a one time feelin' and I never wanted nothin' more,
No I never wanted nothin' more...

Well I'm what I am and I'm what I'm not
I'm sure happy with what I've got
I live to love and laugh a lot
And that's all I need

My buddies all tried to change my mind
But I told them that I'd thought it through
Katie laughed and my mama cried when they heard me say ""I do""
A little ring is a little thing, but it's all I could afford
Now she's mine, all mine till the day I die, and I never wanted nothin' more

Well I'm what I am and I'm what I'm not
I'm sure happy with what I've got
I live to love and laugh a lot
And that's all I need

One Sunday I listened to the preacher and I knew he was preaching to me
I couldn't help it I walked up front and I got down on my knees
Right then and there, I swear I changed when I found the Lord
Glory Hallelujah, good God almighty I never wanted nothin' more

Well I'm what I am and I'm what I'm not
I'm sure happy with what I've got
I live to love and laugh a lot
And that's all I need

Never wanted nothin' more...
And I never wanted nothin' more",Never Wanted Nothing More,Just Who I Am: Poets & Pirates,2007,11,,Track '1',Album,True
2,3,Rodney Atkins,"Driving through town just my boy and me
With a happy meal in his booster seat
Knowing that he couldn't have the toy
Till his nuggets were gone
Green traffic light turned straight to red
I hit my breaks and mumbled under my breath
His fries went a flying and his orange drink covered his lap
Well then my four year old said a four letter word
That started with ""s"" and I was concerned
So I said son now now where did you learn to talk like that

He said I've been watching you dad, ain't that cool
I'm your buckaroo, I wanna be like you
And eat all my food and grow as tall as you are
We got cowboy boots and camo pants
Yeah we're just alike, hey ain't we dad
I wanna do everything you do
So I've been watching you

We got back home and I went to the barn
I bowed my head and I prayed real hard
Said lord please help me help my stupid self
Then this side of bedtime later that night
Turning on my son's scooby doo nightlight
He crawled out of bed and he got down on his knees
He closed his little eyes, folded his little hands
And spoke to god like he was talking to a friend
And I said son now where'd you learn to pray like that

He said I've been watching you dad, ain't that cool
I'm your buckaroo, I wanna be like you
And eat all my food and grow as tall as you are
We like fixing things and holding mama's hand
Yeah we're just alike, hey ain't we dad
I wanna do everything you do
So I've been watching you

With tears in my eyes I wrapped him in a hug
Said my little bear is growing up
He said but when I'm big I'll still know what to do

'Cause I've been watching you dad, ain't that cool
I'm your buckaroo, I wanna be like you
And eat all my food and grow as tall as you are
By then I'll be as strong as superman
We'll be just alike, hey won't we dad
When I can do everything you do
'Cause I've been watching you",Watching You,Rodney Atkins,2010,12,,Track '3',Compilation,True
3,4,Kenny Chesney,"I turned on the evenin' news
Saw an old man being interviewed
Turnin' a hundred and two today
They asked him what's the secret to life
He looked up from his ol' pipe
Laughed and said, 'All I can say is'

Don't blink
Just like that
You're six years old and you take a nap
And you wake up and you're twenty-five
And your high school sweetheart becomes your wife 
Don't blink
You just might miss your babies growin' like mine did
Turnin' into moms and dads
Next thing you know
Your better half of fifty years is there in bed
And you're prayin' God takes you instead
Trust me friend
A hundred years goes faster than you think
(So) (But) don't blink 

I was glued to my TV
When it looked like he looked at me
And said, 'Let's start puttin' first things first'
'Cause when your hourglass runs outta sand
You can't flip it over, start again
Took every breath God gives you, for what it's worth 

Don't blink
Just like that
You're six years old and you take a nap
And you wake up and you're twenty-five
And your high school sweetheart becomes your wife
Don't blink
You just might miss your babies growin' like mine did
Turnin' into moms and dads
Next thing you know
Your better half of fifty years is there in bed
And you're prayin' God takes you instead
Trust me friend
A hundred years goes faster than you think
(So) (But) don't blink 

So I been tryin' to slow it down
I been tryin' to take it in
In this here today, gone tomorrow world we're livin' in 

Don't blink
Just like that
You're six years old and you take a nap
And you wake up and you're twenty-five
And your high school sweetheart becomes your wife
Don't blink
You just might miss your babies growin' like mine did
Turnin' into moms and dads
Next thing you know
Your better half of fifty years is there in bed
And you're prayin' God takes you instead
Trust me friend
A hundred years goes faster than you think
(So) (But) don't blink

Naw, don't blink
Don't blink
Life goes faster than you think
Don't blink
Life goes faster than you think
Don't blink
Don't blink
Life goes faster than you think",Don't Blink,Just Who I Am: Poets & Pirates,2007,11,,Track '2',Album,True
4,5,Brad Paisley,"She's a yellow pair of running shoes, an' a holey pair of jeans
She looks great in cheap sunglasses, she looks great in anything
She's I want a piece of chocolate, take me to a movie
She's I can't find a thing to wear, now and then she's moody

She's a Saturn with a sunroof, with her brown hair a-blowing
She's a soft place to land, and a good feeling knowing
She's a warm conversation, that I wouldn't miss for nothing
She's a fighter when she's mad, and she's a, lover when she's loving

And she's, everything I ever wanted
And everything I need
I talk about her I go on and on and on
'Cause she's, everything to me

She's a Saturday out on the town, and a church girl on Sunday
She's a cross around her neck, and a cuss word 'cause it's Monday
She's a bubble bath and candles, baby come and kiss me
She's a one glass of wine, and she's feeling kinda tipsy

She's the giver I wish I could be, and the stealer of the covers
She's a picture in my wallet, of my unborn children's mother
She's the hand that I'm holding, when I'm on my knees and praying
She's the answer to my prayer, and she's the song that I'm playing

And she's, everything I ever wanted
And everything I need
I talk about her I go on and on and on
'Cause she's, everything to me

She's the voice I love to hear, and someday when I'm ninety
She's that wooden rocking chair, I want rocking right beside me
Every day that passes, I only love her more
Yeah she's the one, that I'd lay down my own life for

And she's, everything I ever wanted
And everything I need
She's everything to me
Yeah she's, everything to me

Everything I ever wanted
And everything I need",,,,,,,,
5,6,Carrie Underwood,"Yeah, yeah
What you got if you ain't got love?
The kind that you just want to give away
It's okay to open up
Go ahead and let the light shine through
I know it's hard on a rainy day
You wanna shut the world out and just be left alone
But don't run out on your faith

'Cause sometimes that mountain you've been climbing
Is just a grain of sand
And what you've been out there searching for forever
Is in your hands
And when you figure out love is all that matters after all
It sure makes everything else
Seem so small

It's so easy to get lost inside
A problem that seems so big at the time
It's like a river that's so wide 
It swallows you whole
While you're sitting 'round thinking about what you can't change
And worrying about all the wrong things
Time's flying by, moving so fast
You better make it count, 'cause you can't get it back 

Sometimes that mountain you've been climbing
Is just a grain of sand
And what you've been out there searching for forever
Is in your hands
Oh, and when you figure out love is all that matters after all
It sure makes everything else
Seem so small, yeah yeah yeah yeah yeah 

Sometimes that mountain you've been climbing
Is just a grain of sand
And what you've been out there searching for forever
Is in your hands
And then you figure out love is all that matters after all
It sure makes everything else
Oh, it sure makes everything else 
Seem so small, yeah yeah",So Small,Carnival Ride,2007,13,3:45,Track '3',Album,True
6,7,Rascal Flatts,"There's a place in your heart nobody's been
Take me there
Things nobody knows, not even your friends
Take me there
Tell me about your mama, your daddy, your hometown, show me around
I want see it all, don't leave anything out

I want to know everything about you then
And I want to go down every road you've been
Where your hopes and dreams and wishes live
Where you keep the rest of your life hid
I want to know the girl behind that pretty stare
Take me there

Your first real kiss, your first true love
You were scared
Show me where
You learned about life, spent your summer nights without a care
I want to roll down Main Street, the back roads
Like you did when you were a kid
What made you who you are
Tell me what your story is

I want to know everything about you then
And I want to go down every road you've been
Where your hopes and dreams and wishes live
Where you keep the rest of your life hid
I want to know the girl behind that pretty stare
Take me there

Yeah
I want to know everything about you
Yeah, everything about you baby
I want to go down every road you've been
Where your hopes and dreams and wishes live
Where you keep the rest of your life hid
I want to know the girl behind that pretty stare
Take me, take me, take me there
Oh

I want to roll down Main Street
I want to know your hopes and your dreams
Take me, take me there
Yeah",Take Me There,Still Feels Good,2007,13,4:26,Track '1',Album,True
7,8,Sugarland,"I've been sittin' here stairin' at the clock on the wall
And I've been layin' here prayin'
Prayin' she won't call
It's just another call from home and you'll get it and be gone and I'll be cryin'

And I'll be beggin' you baby
Beg you not to leave
But I'll be left here waitin'
My heart on my sleeve
Oh for the next time we'll be here seems like a million years and I think I'm dyin'

What do I have to do to make you see
She can't love you like me

Why don't you stay
I'm down on my knees
I'm so tired of bein' lonely
Don't I give you what you need
When she calls you to go
There is one thing you should know
We don't have to live this way
Baby, why don't you stay

You keep tellin' me baby
There will come a time
When you will leave her arms
And forever be in mine
But I don't think that's the truth
And I don't like bein' used and I'm tired of waitin'

It's too much pain to have to bare
To love a man you have to share

Why don't you stay
I'm down on my knees
I'm so tired of bein' lonely
Don't I give you what you need
When she calls you to go
There is one thing you should know
We don't have to live this way
Baby, why don't you stay

I can't take it any longer but my will is gettin' stronger
And I think I know just what I have to do
I can't waste another minute
After all that I've put in it
I've given you my best
Why does she get the best of you

So next time you find you wanna leave her bed for mine

Why don't you stay
I'm up off my knees
I'm so tired of bein' lonely
You can't give me what I need
When she begs you not to go
There is one thing you should know
I don't have to live this way

Baby why don't you stay",Stay,Enjoy The Ride,2006,11,4:44,Track '10',Album,True
8,9,Carrie Underwood,"Standing at the back door she tried to make it fast
One tear hit the hard wood, it fell like broken glass
She said sometimes love slips away 
And you just can't get it back let's face it

For one split second she almost turned around
But that would be like pouring raindrops back into a cloud
So she took another step and said 
I see the way out and I'm gonna take it

I don't wanna spend my life jaded, waiting
To wake up one day and find
That I let all these years go by wasted

Another glass of whiskey, but it still don't kill the pain
He stumbles to the sink and pours it down the drain
He said it's time to be a man and stop living for yesterday
Gotta face it

'Cause I don't wanna spend my life jaded, waiting
To wake up one day and find
That I let all these years go by wasted
Oh, I don't wanna keep on wishing, missing
The still of the morning, the color of the night
I ain't spending no more time wasted

She kept driving along till the moon and the sun
Were floating side by side
He looked in the mirror and his eyes were clear
For the first time in a while
Yeah, yeah

Oh, I don't wanna spend my life jaded, waiting
To wake up one day and find
That I let all these years go by wasted
Oh, I don't wanna keep on wishing, missing
The still of the morning, the color of the night
I ain't spending no more time wasted",,,,,,,,
9,10,George Strait,"Sun shines, Clouds rain
Train Whistles blow and Guitars Play
Preachers Preach, Framers Plow
Wishes go up and the World goes round

And I love you, It just come Natural
It just comes Natural
Seasons Change Rivers Wind
Tumble Weeds roll and the Stars shine
Wind Howls, dawn breaks
Cowboys riding' time slips away

And I love you, It just come Natural
It's what I was born to do
Don't have to think it through
Baby, it's so easy loving you
It just come Natural

It's what I was born to do
Don't have to think it Through
Baby it's so easy loving you

Fire burns Waves Crash
Seeds grow and good things last
Ships sail Dreams fly
Night falls and Full moons rise

And I love you, It just come Natural
And I love you, It just come Natural
It just come Natural
It just come Natural",It Just Comes Natural,It Just Comes Natural,2006,15,2:59,Track '5',Album,True
