,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Brad Paisley,"If I could write a letter to me
And send it back in time to myself at seventeen
First I'd prove it's me by saying 
Look under your bed
There's a Skoal can and a Playboy 
No one else would know you hid

And then I'd say I know it's tough
When you break up after seven months
And yeah I know you really liked her 
And it just don't seem fair
But all I can say is pain like that 
Is fast and it's rare

And oh, you got so much going for you, going right
But I know at seventeen it's hard to see past Friday night
She wasn't right for you and still you feel like there's a knife
Sticking out of your back and you're wondering if you'll survive
But you'll make it through this and you'll see
You're still around to write this letter to me

At the stop sign at Tomlinson and 8th
Always stop completely, don't just tap your brakes
And when you get a date with Bridget 
Make sure the tank is full
On second thought, forget it
That one turns out kinda cool

Each and every time you have a fight
Just assume you're wrong and Dad is right
And you should really thank Ms. Brinkman
She spends so much extra time
It's like she sees the diamond underneath 
And she's polishing you till you shine

And oh, you got so much going for you, going right
But I know at seventeen it's hard to see past Friday night
Tonight's the bonfire rally but you're staying home instead
Because if you fail algebra, Mom and Dad'll kill you dead
But trust me, you'll squeak by and get a C
And you're still around to write this letter to me

You've got so much up ahead
You'll make new friends
And you should see your kids and wife
And I'd end by saying
Have no fear
These are nowhere near the best years of your life

I guess I'll see you in the mirror 
When you're a grown man
P.S. go hug Aunt Rita 
Every chance you can

And oh, you got so much going for you, going right
But I know at seventeen it's hard to see past Friday night
I wish you'd study Spanish, I wish you'd take a typing class
I wish you wouldn't worry and let it be
Hey, I'd say have a little faith and you'll see

If I could write a letter to me
To me",Letter To Me,5th Gear,2007,18,4:42,Track '4',Album,True
1,2,Taylor Swift,"You're on the phone with your girlfriend, she's upset
She's going off about something that you said
'Cause she doesn't get your humor
Like I do

I'm in my room, it's a typical Tuesday night
I'm listenin' to the kind of music she doesn't like
And she'll never know your story
Like I do

But she wears short skirts, I wear t-shirts
She's cheer captain and I'm on the bleachers
Dreamin' 'bout the day when you wake up and find
That what you're looking for has been here the whole time

If you could see that I'm the one who understands you
Been here all along, so why can't you see
You belong with me?
You belong with me

Walkin' the streets with you and your worn out jeans
I can't help thinkin' this is how it ought to be
Laughin' on a park bench, thinkin' to myself
Hey, isn't this easy?

And you've got a smile that could light up this whole town
I haven't seen it in a while since she brought you down
You say you're fine, I know you better than that
Hey, what ya doin' with a girl like that?

She wears high heels, I wear sneakers
She's cheer captain and I'm on the bleachers
Dreamin' 'bout the day when you wake up and find
That what you're lookin' for has been here the whole time

If you could see that I'm the one who understands you
Been here all along, so why can't you
See
You belong with me?

Standin' by you, waitin' at your back door
All this time, how could you not know
Baby, you belong with me
You belong with me

Oh I remember you, drivin' to my house in the middle of the night
I'm the one who makes you laugh, when you know you're 'bout to cry
I know your favorite songs, and you tell me 'bout your dreams
Think I know where you belong, think I know it's with me

Can't you see that I'm the one who understands you?
Been here all along, so why can't you
See
You belong with me?

Standin' by you, waitin' at your back door
All this time, how could you not know
Baby
You belong with me, you belong with me

You belong with me, have you ever thought, just maybe
You belong with me, you belong with me",You Belong With Me,You Belong With Me,2009,2,3:53,Track '1',Single,True
2,3,Trace Adkins,"She was staring out the window of that SUV
Complaining, saying ""I can't wait to turn 18""
She said, ""I'll make my own money and I'll make my own rules
Mama put the car in park out there in front of the school""
And she kissed her head and said, ""I was just like you""

You're gonna miss this, you're gonna want this back
You're gonna wish these days hadn't gone by so fast
These are some good times, so take a good look around
You may not know it now, but you're gonna miss this

Before she knows it, she's a brand new bride
In her one bedroom apartment and her daddy stops by
He tells her it's a nice place, she says it'll do for now
Starts talking about babies and buying a house
And daddy shakes his head and says ""baby, just slow down""

'Cause you're gonna miss this, you're gonna want this back
You're gonna wish these days hadn't gone by so fast
These are some good times, so take a good look around
You may not know it now, but you're gonna miss this

Five years later, there's a plumber working on the water heater
Dog's barking, phone's ringing, one kid's crying, one kid's screaming
And she keeps apologizing, he says ""they don't bother me 
I've got two babies of my own, one's 36, one's 23""
Huh, it's hard to believe

But you're gonna miss this, you're gonna want this back
You're gonna wish these days hadn't gone by so fast
These are some good times, so take a good look around
You may not know it now, but you're gonna miss this
You're gonna miss this, yeah, you're gonna miss this",You're Gonna Miss This,"American Man, Greatest Hits Volume II",2007,13,3:43,Track '3',Compilation,True
3,4,Taylor Swift,"Say you're sorry, that face of an angel, comes out, just when you need it to
As I paced back and forth, all this time, 'cause I honestly believed in, you
Holdin' on, the days drag on
Stupid girl, I should have known, I should have known

That I'm not a princess, this ain't a fairytale
I'm not the one you'll sweep off her feet, lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse, to come around

Baby I was naive, got lost in your eyes, and never really had a chance
My mistake, I didn't know to be in love, you had to fight to have the upper hand
I had so many dreams about you and me
Happy endings, now I know

That I'm not a princess, this ain't a fairytale
I'm not the one you'll sweep off her feet, lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse, to come around

And there you are on your knees
Begging for forgiveness, begging for me
Just like I always wanted, but I'm so sorry

'Cause I'm not your princess, this ain't our fairytale
I'm gonna find someone someday, who might actually treat me well
This is a big world, that was a small town
There in my rear view mirror disappearing now
And it's too late for you and your white horse
Now it's too late for you and your white horse
To catch me now

Oh-oh oh-oh-oh
Try and catch me now oh-oh
It's too late, to catch me now",White Horse (Radio Edit),White Horse,2008,2,3:22,Track '2',Single,True
4,5,Zac Brown Band,"You know I like my chicken fried
An' cold beer on a Friday night
A pair of jeans that fit just right
And the radio up

Well, I was raised up beneath the shade of a Georgia pine
And that's home you know
Sweet tea, pecan pie and homemade wine
Where the peaches grow
And my house, it's not much to talk about
But it's filled with love that's grown in Southern ground

And a little bit o' chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
I like to see a sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love

Well, it's funny how it's the little things in life
That mean the most
Not where you live, what you drive or the price tag on your clothes
There's no dollar sign on a peace of mind; this I've come to know
So if you agree, have a drink with me
Raise your glasses for a toast

To a little bit o' chicken fried
An' cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well, I've seen a sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love

I thank God for my life
And for the stars and stripes
May freedom forever fly
Let it ring
Salute the ones who died
The ones that give their lives
So we don't have to sacrifice
All the things we love

Like our chicken fried
An' cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
I like to see the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love

Get ya little chicken fried
An' cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
I like to see a sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love",Chicken Fried,The Foundation,2015,12,,Track 'A6',Album,True
5,6,James Otto,"You don't have to go now honey
Call and tell 'em you won't be in today
Baby there ain't nothin' at the office
So important it can't wait
I'm thankful for the weekend
But two days in heaven just ain't gonna do
This is gonna take forever darlin'
Girl I just got started lovin' you

What's the point in fightin' what we're feelin'
We both know we'll never win
Ain't this what we're missin'
Let's just stop all this resistin' and give in
Let me wrap my arms around you
You know you don't want to leave this room
Come back and let me hold you darlin'
Girl I just got started lovin' you

What can I say I've never felt this way
Girl you're like a dream come true
After all the love we've made
It sure would be a shame
If we let this moment end so soon

So won't you lay back down beside me
Girl just like I know you're wantin' to
Trust me when I tell you darlin'
Girl I just got started lovin' you

I'm thankful for the weekend
But two days in heaven just ain't gonna do
This is gonna take forever darlin'
Girl I just got started lovin' you
Come back and let me hold you darlin'
Girl I just got started lovin' you",,,,,,,,
6,7,Brad Paisley,"When you see a deer, you see Bambi
And I see antlers up on the wall
When you see a lake, you think picnics
And I see a largemouth up under that log

You're probably thinking that you're gonna change me
In some ways, well, maybe you might
Scrub me down, dress me up
Ah, but no matter what
Remember I'm still a guy

When you see a priceless French painting
I see a drunk naked girl
You think that riding a wild bull sounds crazy
And I'd like to give it a whirl
Well love makes a man do some things he ain't proud of
And in a weak moment I might
Walk your sissy dog, hold your purse at the mall
But remember I'm still a guy

And I'll pour out my heart
Hold your hand in the car
Write a love song that makes you cry
Then turn right around
Knock some jerk to the ground
'Cause he copped a feel as you walked by

I can hear you now talking to your friends
Saying, ""Yeah girls he's come a long way""
From dragging his knuckles and carrying a club
And building a fire in a cave
But when you say a backrub means only a backrub
Then you swat my hand when I try
Well now what can I say? At the end of the day
Honey, I'm still a guy

And I'll pour out my heart
Hold your hand in the car
Write a love song that makes you cry
Then turn right around
Knock some jerk to the ground
'Cause he copped a feel as you walked by

These days there's dudes getting facials
Manicured, waxed, and botoxed
With deep spray on tans and creamy, lotioney hands
You can't grip a tackle box

Yeah with all of these men lining up to get neutered
It's hip now to be feminized
But I don't highlight my hair
I've still got a pair
Yeah honey, I'm still a guy

Oh, my eyebrows ain't plucked
There's a gun in my truck
Oh, thank God I'm still a guy",I'm Still A Guy,5th Gear,2007,18,4:12,Track '5',Album,True
7,8,Rodney Atkins,"The declaration of independence
Think I can tell you that first sentence
But then I'm lost
I can't begin to count the theories
I had pounded in my head that I forgot
I don't remember all that Spanish
Or the Gettysburg Address
But there is one speech from high school
I'll never forgot

Come on in boy, sit on down
And tell me 'bout yourself
So you like my daughter, do you now
Yeah we think she's something else
She's her daddy's girl and her mama's world
She deserves respect, that's what she'll get, ain't it son
Now y'all run along and have some fun
I'll see you when you get back
Bet I'll be up all night
Still cleaning this gun

Well now that I'm a father
I'm scared to death one day my daughter's gonna find
That teenage boy I used to be
Who seems to have just one thing on his mind
She's growing up so fast it won't be long
'Fore I'll have to put the fear of god
Into some kid at the door

Come on in boy, sit on down
And tell me 'bout yourself
So you like my daughter, do you now
Yeah we think she's something else
She's her daddy's girl and her mama's world
She deserves respect, that's what she'll get, ain't it son
Now y'all run along and have some fun
I'll see you when you get back
Bet I'll be up all night
Still cleaning this gun

It's all for show, ain't nobody gonna get hurt
It's just a daddy thing, hey believe me man, it works

Come on in boy, sit on down
And tell me 'bout yourself
So you like my daughter, do you now
Yeah we think she's something else
She's her daddy's girl and her mama's world
She deserves respect, that's what she'll get, ain't it son
Now y'all run along and have some fun
I'll see you when you get back
Bet I'll be up all night
Still cleaning this gun",Cleaning This Gun (Come On In Boy),If You're Going Through Hell,2006,10,3:46,Track '4',Album,True
8,9,Taylor Swift,"There's somethin' 'bout the way the street looks when it's just rained
There's a glow off the pavement, you walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah

We're drivin' down the road, I wonder if you know
I'm tryin' so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absent-mindedly makin' me want you

And I don't know how it gets better than this
You take my hand and drag me headfirst, fearless
And I don't know why but with you I dance
In a storm in my best dress, fearless

So baby drive slow 'til we run out of road
In this one horse town, I wanna stay right here
In this passenger seat, you put your eyes on me
In this moment, now capture it, remember it

'Cause I don't know how it gets better than this
You take my hand and drag me headfirst, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fearless

Well, you stood there with me in the doorway
My hands shake, I'm not usually this way
But you pull me in and I'm a little more brave
It's the first kiss, it's flawless, really somethin'
It's fearless

'Cause I don't know how it gets better than this
You take my hand and drag me headfirst, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fearless

'Cause I don't know how it gets better than this
You take my hand and drag me headfirst, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fearless",,,,,,,,
9,10,Taylor Swift,"We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony in summer air

See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello.""
Little did I know

That you were Romeo, you were throwin' pebbles
And my daddy said, ""Stay away from Juliet!""
And I was cryin' on the staircase
Beggin' you, ""Please don't go!"" 
And I said...

""Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say yes.""

So I sneak out to the garden to see you
We keep quiet, 'cause we're dead if they knew
So close your eyes
Escape this town for a little while
Oh, oh

'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet!""
But you were everything to me
I was beggin' you, ""Please don't go!"" 
And I said...

""Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say yes.

Romeo, save me, they try to tell me how to feel
This love is difficult, but it's a real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say yes.""

Oh, oh

But I got tired of waiting
Wonderin' if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town 
And I said...

""Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think.""
He knelt to the ground and pulled out a ring and said...

""Marry me, Juliet, you'll never have to be alone
I love you, and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say...yes!""

Oh, oh, oh
Oh, oh, oh, oh

'Cause we were both young when I first saw you!",Love Story ,Love Story,2008,3,3:53,Track '1',Single,True
10,11,Jason Aldean,"You boys ever met a real country girl?
I'm talkin' true blue, out in the woods, down home, country

She's a hot little number in her pick-up truck
Daddy's sweet money done jacked it up
She's a party-all-nighter from South Carolina
A bad mammajama from down in Alabama
She's a ragin Cajun, lunatic from Brunswick, juicy Georgia peach
With a thick southern drawl, sexy swingin' walk, brother she's all

Country, (shoot) from her cowboy boots to her down home roots
She's country, from the songs she plays to the prayers she prays,
That's the way she was born and raised, she ain't afraid to stay, country
Brother she's country

A hell raisin sugar when the sun goes down
Mama taught her how to rip up the town
Honey drippin honey from the holler in Kentucky
Getcha flippin kinda trippie like a Mississippi hippie
She's a Kansas princess, crazy mother trucker, undercover lover
Thick southern drawl, sexy swingin' walk
Brother she's all

Country (shoot) from her cowboy boots to her down home roots
She's country, from the songs she plays to the prayers she prays,
That's the way she was born and raised, ain't afraid to stay, country
Nothin' but country

(Thick southern drawl... sexy swing and walk)

Aw show 'em how a country girl does it one time now

Brother she's country, from her cowboy boots to her down home roots
Nothin' but country
Yeah yeayeaaa
She's country, (shoot) from her cowboy boots to her down home roots
She's country, from the songs she plays to the prayers she prays,
That's the way she was born and raised she ain't afraid to stay, country
Yeah she's nothin' but country

She's all about the country
From the backwoods, she's a homegrown, down to the bone, she's country",She Loved Me,Jason Aldean,2005,11,3:25,Track '11',Album,True
