,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Lee Ann Womack,"I hope you never lose your sense of wonder
You get your fill to eat but always keep that hunger
May you never take one single breath for granted
God forbid love ever leave you empty handed
I hope you still feel small when you stand beside the ocean
Whenever one door closes I hope one more opens
Promise me that you'll give faith a fighting chance
And when you get the choice to sit it out or dance

I hope you dance....I hope you dance..........

I hope you never fear those mountains in the distance
Never settle for the path of least resistance
Livin' might mean takin' chances, but they're worth takin'
Lovin' might be a mistake, but it's worth makin'
Don't let some Hell bent heart leave you bitter
When you come close to sellin' out reconsider
Give the heavens above more than just a passing glance
And when you get the choice to sit it out or dance

I hope you dance....I hope you dance
I hope you dance....I hope you dance
(Time is a wheel in constant motion always rolling us along
Tell me who wants to look back on their years
and wonder where those years have gone)

I hope you still feel small when you stand beside the ocean,
Whenever one door closes I hope one more opens,
Promise me that you'll give faith a fighting chance,
And when you get the choice to sit it out or dance.

Dance....I hope you dance.
I hope you dance....I hope you dance.
I hope you dance....I hope you dance..
(Time is a wheel in constant motion always rolling us along,
Tell me who wants to look back on their years
and wonder where those years have gone.)",I Hope You Dance,I Hope You Dance,2000,12,4:54,Track '2',Album,True
1,2,Faith Hill,"If I could grant you one wish
I wish you could see the way you kiss
Ooh, I love watching you, baby
When you're driving me, ooh, crazy

Ooh, I love the way you, love the way you love me
There's no where else I'd rather be
Ooh, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Love me, Whoa, Whoa, Whoa, the way you love me

It's not right, it's not fair
What you're missing over there
Someday I'll find a way to show you
Just how lucky I am to know you

Ooh, I love the way you, love the way you love me
There's no where else I'd rather be
Ooh, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Love me, Whoa, Whoa, Whoa, the way you love me

You're the million reasons why there's
Love reflecting in my eyes

Ooh, I love the way you, love the way you love me
There's no where else I'd rather be
Ooh, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Love me, Whoa, Whoa, Whoa, the way you love me",The Way You Love Me (Radio Remix),The Way You Love Me,2000,4,3:31,Track '2',Maxi-Single,True
2,3,Tim McGraw,"I think I'll take a moment to celebrate my age
The ending of an era, and the turning of a page
Now it's time to focus in on where I go from here
Lord, have mercy on my next thirty years

In my next thirty years
I'm gonna have some fun
Trying to forget about all the crazy things I've done
Maybe now I've conquered all my adolescent fears
And I'll do it better in my next thirty years

In my next thirty years
I'm gonna settle all the scores
Cry a little less, laugh a little more
Find a world of happiness without the hate and fear
Figure out just what I'm doing here, in my next thirty years

Oh my next thirty years
I'm gonna watch my weight
Eat a few more salads and not stay up so late
Drink a little lemonade and not so many beers, huh
Maybe I'll remember my next thirty years

My next thirty years
Will be the best years of my life
Raise a little family and hang out with my wife
Spend precious moments with the ones that I hold dear
Make up for lost time here
In my next thirty years

In my next thirty years
Oh yha
Oh
Here we go boys",My Next Thirty Years,A Place In The Sun,1999,14,3:36,Track '12',Album,True
3,4,Jo Dee Messina,"Everybody wants an easy ride,
On the merry-go-round that we call life.
Take a drive on cruise control,
Then you wait to find it's a winding road.
I had my dreams in view,
When the money ran out and the engine blew.
Hung my tears out to dry,
Then my dreams fell out of that clear blue sky.

And I, I was walkin' the clouds.
Feelin' so safe and sound.
Somethin' else knocks me down.

Well, oh, that's the way it is!
You gotta roll with the punches.
That's the way it goes!
You gotta bend when the wind blows.
You live you learn,
You crash and burn.
It's hit or miss. (That's the way)
And that's the way it is.

One fine day you wake up,
Completely, hoplessly fallin' in love.
He's just what you're lookin' for,
The only problem is, that the man's not sure.
Another guy'll give you everything,
The only problem is you don't feel a thing.
Well I know from experience
Nothin's ever gonna make perfect sense.
Oh, one day you get what you want.
But it's not what you think.
Then you get what you need.

Well, oh, that's the way it is!
You gotta roll with the punches.
That's the way it goes!
You gotta bend when the wind blows.
You live you learn,
You crash and burn.
It's hit or miss. (That's the way)
And that's the way it is.

Yeah they say your soul is growin' but,
Sometimes I feel like throwin' somethin'.

And that's the way it is.
You gotta roll with the punches.
And that's the way it goes.
You gotta bend when the wind blows.
That's the way it is.
You gotta roll with the punches.
That's the way it goes.
You gotta bend when the wind blows.
You live you learn,
You crash and burn,
It's hit or miss, Oh
And that's the way it is.


Oh that's the way it is. Yeah.
That's the way it is.
That's the way it is.
You gotta roll with the punches.
Oh. You gotta bend when the wind blows.
Oh. That's the way it goes.
That's the way it is.
That's the way it goes. Oh, yeah.
You gotta roll with the punches.",,,,,,,,
4,5,Toby Keith,"I was always the crazy one
Who broke into the stadium
And I wrote your number
On the fifty yard line
You were always the perfect one
And a valedictorian
So under your number I wrote
Call for a good time
I only wanted to get your attention
But you over looked me somehow
Besides you had too many boyfriends to mention
And I played my guitar too loud

How do you like me now?
How do you like me now?
Now that I'm on my way
Do you still think I'm crazy standing here today?
I couldn't make you love me
But I always dreamed about living in your radio
How do you like me now?!

When I took off to Tennessee
I heard that you made fun of me
You never imagined I'd make it this far
Then you married into the money girl
Ain't it a cruel and funny world
He took your dreams and he tore them apart
He never comes home and you're always alone
And your kids hear you cry down the hall
Alarm clock starts ringin' who could that be singin'
It's me baby with your wake up call

How do you like me now?
How do you like me now?
Now that I'm on my way
Do you still think I'm crazy standing here today?
I couldn't make you love me
But I always dreamed about living in your radio
How do you like me now?!
 
How do you like me now?
Now that I'm on my way
Do you still think I'm crazy standing here today?
I couldn't make you love me
But I always dreamed about living in your radio
How do you like me now?!

Tell me baby!
I will preach on! Haha",How Do You Like Me Now?!,How Do You Like Me Now?!,1999,12,3:27,Track '1',Album,True
5,6,Chad Brock,"She moved into my old apartment
That's how we got this whole thing started
She called and said that I had mail waiting there for me
I told her that I'd come and get it
How could I know in just a minute
That I'd be standing face to face with my own destiny

Oh, and we sat there talking just like we were old friends
Oh, then I asked her, can I see you again

She said yes, and I said wow
She said when, and I said how about right now
Love can't wait
Then I asked if she believed in fate
And she said yes

The days flew by just like a fast train
And nothing else has been on my brain
Except the thought of how she makes me the man I want to be
She's the one I want for a million reasons
Loving her is just like breathing
It's easy and it's obvious she was made for me

Oh, then it happened one night, looking in her eyes
Oh, when I popped the question, much to my surprise

She said yes, and I said wow
She said when, and I said how about right now
Love can't wait
Then I asked if she believed in fate
And she said yes

So we called the preacher, family and friends
And nothing's been the same since she said yes
I said wow
She said when, and I said how about right now
Love can't wait
Then I asked if she believed in fate
And she said yes
She said yes",Yes!,Yes!,2000,10,3:24,Track '1',Album,True
6,7,Dixie Chicks,"I said I want to touch the earth
I want to break it in my hands
I want to grow something wild and unruly
I want to sleep on the hard ground
In the comfort of your arms
On a pillow of bluebonnets
In a blanket made of stars
Oh, it sounds good to me

I said, cowboy take me away
Fly this girl as high as you can into the wild blue
Set me free, oh I pray
Closer to heaven above and closer to you 
Closer to you

I want to walk and not run
I want to skip and not fall
I want to look at the horizon
And not see a building standing tall
I want to be the only one
For miles and miles
Except for maybe you
And your simple smile
Oh, it sounds good to me
Yes, it sounds so good to me

Cowboy take me away
Fly this girl as high as you can into the wild blue
Set me free, oh I pray
Closer to heaven above and closer to you
Closer to you

I said I want to touch the earth
I want to break it in my hands
I want to grow something wild and unruly
Oh, it sounds so good to me

Cowboy take me away
Fly this girl as high as you can into the wild blue
Set me free, oh I pray
Closer to heaven above and closer to you
Closer to you
Closer to you
Cowboy take me away
Closer to you",Cowboy Take Me Away (Radio Edit),Cowboy Take Me Away,1999,2,3:55,Track '1',Single,True
7,8,Lonestar,"The sign in the window said for sale or trade
On the last remaining dinosaur Detroit made
Seven hundred dollars was a heck of a deal
For a four hundred horsepower jukebox on wheels

And that road rolls out like a welcome mat
I don't know where it goes but it beats where we're at
We always said someday, somehow
We were gonna get away, gonna blow this town

What about now, how 'bout tonight
Baby for once let's don't think twice
Let's take that spin that never ends
That we've been talking about
What about now, why should we wait
We can chase these dreams down the interstate
And be long gone 'fore the world moves on and makes another round
What about now

We've been puttin' this off baby long enough
Just give me the word, and we'll be kickin' up dust
We both know it's just a matter of time
Till our hearts start racin' for that county line

What about now, how 'bout tonight
Baby for once let's don't think twice
Let's take that spin that never ends
That we've been talking about
What about now, why should we wait
We can chase these dreams down the interstate
And be long gone 'fore the world moves on and makes another round
What about now

We could hang around this town forever making plans
But there won't ever be a better time to take this chance

What about now, how 'bout tonight
Baby for once let's don't think twice
Let's take that spin that never ends
That we've been talking about
What about now, why should we wait
We can chase these dreams down the interstate
And be long gone 'fore the world moves on and makes another round
What about now

Yeah! Oh!
What about noooooow",What About Now,What About Now / Smile,2000,2,3:30,Track 'A',Single,True
8,9,Jessica Andrews,"If I live to be a hundred
And never see the seven wonders
That'll be all right
If I don't make it to the big leagues
If I never win a grammy
I'm gonna be just fine
'Cause I know exactly who I am

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know just where I stand
It's all a part of me
And that's who I am

So when I make a big mistake
When I fall flat on my face
I know I'll be all right
Should my tender heart be broken
I will cry those teardrops knowin'
I will be just fine
'Cause nothin' changes who I am

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know just where I stand
It's all a part of me
And that's who I am

I'm a saint and I'm a sinner
I'm a loser I'm a winner
I am steady and unstable
I am young but I am able

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know where I stand
It's all a part of me
And that's who I am

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know where I stand
It's all a part of me
And that's who I am

That's who I am",Who I Am,Who I Am,2001,12,4:15,Track '6',Album,True
9,10,George Strait,"We loaded up my old station wagon
With a tent, a Coleman, and sleeping bags
Some fishing poles, a cooler of cokes
Three days before we had to be back

When you're seven you're in seventh heaven
When you're going camping in the wild outdoors
As we turned up on that old dirt road
He looked at me and swore

Dad, this could be the best day of my life
I've been dreaming day and night about the fun we've had
Just me and you doing what I've always wanted to
I'm the luckiest boy alive
This is the best day of my life

His fifteenth birthday rolled around
Classic cars were his thing
When I pulled in the drive with that old 'vette
I thought that boy would go in sane

When you're in your teens
Your dreams revolve around four spinning wheels
You worked nights on end
Till it was new again
And as he sat behind the wheel

He said Dad
This could be the best day of my life
I've been dreaming day and night
About the fun we've had
Just me and you
Doing what I've always wanted to
I'm the luckiest boy alive
This is the best day of my life

Standing in a little room
Back of the church with our tuxes on
Looking at him I say I can't believe son that you're grown

He said Dad
This could be the best day of my life
I've been dreaming day and night
Of being like you
Now it's me and her
Watching you and mom I've learned
I'm the luckiest man alive
This is the best day of my life

I'm the luckiest man alive
This is the best day of my life",The Best Day,Latest Greatest Straitest Hits,2000,15,3:20,Track '1',Single,True
