,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Lonestar,"He called her on the road
From a lonely cold hotel room
Just to hear her say I love you one more time
And when he heard the sound
Of the kids laughing in the background
He had to wipe away a tear from his eye
A little voice came on the phone
She said Daddy when you coming home?
He said the first thing that came to his mind

I'm already there
Take a look around
I'm the sunshine in your hair
I'm the shadow on the ground
I'm the whisper in the wind
I'm your imaginary friend
And I know I'm in your prayers
Oh I'm already there

She got back on the phone
Said, I really miss you darlin'
Don't worry about the kids
They'll be all right
Wish I was in your arms
Lyin' right there beside you
But I know that I'll be in your dreams tonight
And I'll gently kiss your lips
Touch you with my fingertips
So turn out the light and close your eyes

I'm already there
Don't make a sound
I'm the beat in your heart
I'm the moonlight shining down
I'm the whisper in the wind
And I'll be there to the end
Can you feel the love that I share?
Oh I'm already there

We may be a
Thousand miles apart
But I'll be with you
Wherever you are

I'm already there
Take a look around
I'm the sunshine in your hair
I'm the shadow on the ground
I'm the whisper in the wind
And I'll be there to the end
Can you feel the love that we share?
Oh I'm already there
Oh I'm already there",I'm Already There,I'm Already There,2001,12,4:14,Track '7',Album,True
1,2,Aaron Tippin,"Well, if you ask me where I come from
Here's what I tell everyone
I was born by God's dear grace
In an extraordinary place
Where the stars and stripes and the eagle fly

It's a big ol' land with countless dreams
Happiness ain't out of reach
Hard work pays off the way it should
Yeah, I've seen enough to know that we've got it good
Where the stars and stripes and the eagle fly

There's a lady that stands in a harbor for what we believe
And there's a bell that still echoes the price that it cost to be free

I pledge allegiance to this flag
And if that bothers you, well, that's too bad
But if you got pride and you're proud you do
Hey, we could use some more like me and you
Where the stars and stripes and the eagle fly

Yes, there's a lady that stands in a harbor for what we believe
And there's a bell that still echoes the price that it cost to be free

No, it ain't the only place on earth
But it's the only place that I prefer
To love my wife and raise my kids
Hey, the same way that my daddy did
Where the stars and stripes and the eagle fly
Where the stars and stripes and the eagle fly
Where the stars and stripes and the eagle fly",Where The Stars And Stripes And Eagle Fly,Where The Stars And Stripes And The Eagle Fly,2001,2,3:52,Track '1',Single,True
2,3,Blake Shelton,"She left without leaving a number 
Said she needed to clear her mind
He figured she'd gone back to Austin 
'Cause she talked about it all the time
It was almost a year 
Before she called him up,
Three rings and an answering machine
Is what she got

If your calling 'bout the car, I sold it,
If this is Tuesday night, I'm bowling
If you got something to sell
Your wasting your time
I'm not buying
If it's anybody else
Wait for the tone
You know what to do
And P.S. if this is Austin 
I still love you.

The telephone fell to the counter
She heard but she couldn't believe
What kinda man would hang on that long
What kinda love that must be
She waited three days
And then she tried again
She didn't know what she'd say
But she heard three rings and then

If it's Friday night,
I'm at the ball game
And first thing Saturday, if it don't rain
I'm headed out to the lake 
And I'll be gone all weekend long
But I'll call you back
When I get home 
On Sunday afternoon,
And P.S. if this is Austin
I still love you

This time she left her number
But not another word
Then she waited by the phone
On Sunday evening
And this is what he hear

If you're calling 'bout my heart
It's still yours
I shoulda listened to it a little more
Then it wouldn't have
Taken me so long
To know where I belong
And by the way boy
This is no machine you're talking to
Can't you tell this is Austin
And I still love you
...I still love you",,,,,,,,
3,4,Brooks & Dunn,,Ain't Nothing 'Bout You  ,Ain't Nothing 'Bout You / Husbands And Wives,2001,2,,Track 'A',Single,True
4,5,Toby Keith,"I've got a funny feeling
The moment that your lips touched mine
Something shot right through me
My heart skipped a beat in time

There's a different feel about you tonight
It's got me thinkin' lots of crazy things
I even think I saw a flash of light
It felt like electricity

You shouldn't kiss me like this
Unless you mean it like that
'Cause I'll just close my eyes
And I won't know where I'm at
We'll get lost on this dance floor
Spinnin' around
And around
And around
And around

They're all watchin' us now
They think we're falling in love
They'd never believe we're just friends
When you kiss me like this
I think you mean it like that
If you do baby kiss me again

Everybody swears we make the perfect pair
But dancing is as far as it goes
Girl you've never moved me quite
The way you moved me tonight
I just wanted you to know
I just wanted you to know

You shouldn't kiss me like this
Unless you mean it like that
'Cause I'll just close my eyes
And I won't know where I'm at
We'll get lost on this dance floor
Spinnin' around
And around
And around
And around

They're all watchin' us now
They think we're falling in love
They'd never believe we're just friends
When you kiss me like this
I think you mean it like that
If you do baby kiss me again
Kiss me again",You Shouldn't Kiss Me Like This,How Do You Like Me Now?!,1999,12,3:42,Track '9',Album,True
5,6,Jessica Andrews,"If I live to be a hundred
And never see the seven wonders
That'll be all right
If I don't make it to the big leagues
If I never win a grammy
I'm gonna be just fine
'Cause I know exactly who I am

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know just where I stand
It's all a part of me
And that's who I am

So when I make a big mistake
When I fall flat on my face
I know I'll be all right
Should my tender heart be broken
I will cry those teardrops knowin'
I will be just fine
'Cause nothin' changes who I am

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know just where I stand
It's all a part of me
And that's who I am

I'm a saint and I'm a sinner
I'm a loser I'm a winner
I am steady and unstable
I am young but I am able

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know where I stand
It's all a part of me
And that's who I am

I am Rosemary's granddaughter
The spitting image of my father
And when the day is done
My momma's still my biggest fan
Sometimes I'm clueless and I'm clumsy
But I've got friends that love me
And they know where I stand
It's all a part of me
And that's who I am

That's who I am",Who I Am,Who I Am,2001,12,4:15,Track '6',Album,True
6,7,Toby Keith,"Yeah Yeah
That's right
We talk about your work
How your boss is a jerk
We talk about your church
And your head when it hurts
We talk about the troubles you been having with your brother
About your daddy and your mother
And your crazy ex-lover

We talk about your friends
And the places that you've been
We talk about your skin and the dimples on your chin
The polish on your toes and the run in your hose
And God knows we're gonna talk about your clothes

You know talking about you makes me smile
But every once in a while

I wanna talk about me
Wanna talk about I
Wanna talk about number one
Oh my me my
What I think
What I like
What I know
What I want
What I see
I like talking about you you you you usually
But occasionally 
I wanna talk about me
I wanna talk about me

We talk about your dreams
And we talk about your schemes
Your high school team and your moisturizing cream
We talk about your nana up in Munci, Indiana
We talk about your grandmaw down in Alabama

We talk about your guys
Of every shape and size
The ones that you despise and the ones you idolize
We talk about your heart bout your brain and your smarts
And your medical charts
And when you start

You know talking about you makes me grin
But every now and then

I wanna talk about me
Wanna talk about I
Wanna talk about number one
Oh my me my
What I think
What I like
What I know
What I want
What I see
I like talking about you you you you usually
But occasionally 
I wanna talk about me
I wanna talk about me

I wanna talk about me
I wanna talk about me
Me me me me me 
I wanna talk about me
Me me me me me
You you you you you you you you you you you you you
I wanna talk about me

I wanna talk about me
Wanna talk about I
Wanna talk about number one
Oh my me my
What I think
What I like
What I know
What I want
What I see
I like talking about you you you you usually
But occasionally 
I wanna talk about me
I wanna talk about me
I wanna talk about me
I wanna talk about me
I wanna talk about me
I wanna talk about me",I Wanna Talk About Me,I'm Just Talkin' About Tonight / I Wanna Talk About Me,2001,2,3:04,Track 'B',Single,True
7,8,Alan Jackson,"Where were you when the world stopped turnin' on that September day?
Were you in the yard with your wife and children
Or workin' on some stage in L.A.?
Did you stand there in shock at the sight of that black smoke
Risin' against that blue sky?
Did you shout out in anger, in fear for your neighbor
Or did you just sit down and cry?

Did you weep for the children who lost their dear loved ones
And pray for the ones who don't know?
Did you rejoice for the people who walked from the rubble
And sob for the ones left below?
Did you burst out in pride for the red, white and blue
And the heroes who died just doin' what they do?
Did you look up to heaven for some kind of answer
And look at yourself and what really matters?

I'm just a singer of simple songs
I'm not a real political man
I watch CNN, but I'm not sure I can tell you
The difference in Iraq and Iran
But I know Jesus and I talk to God
And I remember this from when I was young
Faith, hope and love are some good things He gave us
And the greatest is love

Where were you when the world stopped turnin' on that September day?
Teaching a class full of innocent children
Or driving down some cold interstate?
Did you feel guilty 'cause you're a survivor
In a crowded room did you feel alone?
Did you call up your mother and tell her you loved her?
Did you dust off that Bible at home?

Did you open your eyes, hope it never happened
Close your eyes and not go to sleep?
Did you notice the sunset the first time in ages
Or speak to some stranger on the street?
Did you lay down at night and think of tomorrow
Go out and buy you a gun?
Did you turn off that violent old movie you're watchin'
And turn on ""I Love Lucy"" reruns?

Did you go to a church and hold hands with some strangers
Stand in line and give your own blood?
Did you just stay home and cling tight to your family
Thank God you had somebody to love?

I'm just a singer of simple songs
I'm not a real political man
I watch CNN but I'm not sure I can tell you
The difference in Iraq and Iran
But I know Jesus and I talk to God
And I remember this from when I was young
Faith, hope and love are some good things He gave us
And the greatest is love

I'm just a singer of simple songs
I'm not a real political man
I watch CNN but I'm not sure I can tell 
you the difference in Iraq and Iran
But I know Jesus and I talk to God
And I remember this from when I was young
Faith, hope and love are some good things He gave us
And the greatest is love
And the greatest is love
And the greatest is love

Where were you when the world stopped turnin' on that September day?",Where Were You (When The World Stopped Turning),Where Were You (When The World Stopped Turning) / Drive (For Daddy Gene),2002,2,5:05,Track 'A',Single,True
8,9,Diamond Rio,"Last night I had a crazy dream
A wish was granted just for me,
It could be for anything
I didn't ask for money
Or a mansion in Malibu
I simply wished, for one more day with you.

One more day
One more time
One more sunset, maybe I'd be satisfied
But then again
I know what it would do
Leave me wishing still, for one more day with you.

--- Instrumental ---
One more day.

First thing I'd do, is pray for time to crawl
I'd unplug the telephone
And keep the TV off
I'd hold you every second
Say a million I love you's
That's what I'd do, with one more day with you.

One more day
One more time
One more sunset, maybe I'd be satisfied
But then again
I know what it would do
Leave me wishing still, for one more day with you.

One more day
One more time
One more sunset, maybe I'd be satisfied
But then again
I know what it would do
Leave me wishing still, for one more day with you.

Leave me wishing still for one more day
Leave me wishing still for one more day
With you.

One more day...",,,,,,,,
9,10,Cyndi Thomson,"(Cyndi Thomson/Chris Waters/Tommy Lee James)

It took me by surprise
When I saw you standin' there
Close enough to touch
Breathin' the same air
You asked me how I'd been
I guess that's when I smiled and said just fine
Oh, but baby I was lyin'

What I really meant to say
Is I'm dyin' here inside
And I miss you more each day
There's not a night I haven't cried
And baby, here's the truth
I'm still in love with you
(And, that's what I really meant to say)

And as you walked away
The echo of my words
Cut just like a knife
Cut so deep it hurt
I held back the tears
Held on to my pride and watched you go
I wonder if you'll ever know

What I really meant to say
Is I'm dyin' here inside
And I miss you more each day
There's not a night I haven't cried
And baby, here's the truth
I'm still in love with you
(And, that's what I really meant to say)

What I really meant to say
Is I'm really not that strong
No matter how I try
I'm still holdin' on
And here's the honest truth
I'm still in love with you
And, that's what I really meant to say

That's what I really meant to say
That's what I really meant to say",What I Really Meant To Say,What I Really Meant To Say,2001,2,3:16,Track '1',Single,True
