,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Bobby Goldsboro,"See the funny little clown
See him laughing as you walk by
Everybody thinks he's happy
'Cause you never see a tear in his eye

No one knows he's crying
No one knows he's dying on the inside
'Cause he's laughing on the outside, mm
No one knows, no one knows

See the funny little clown
He's hiding behind a smile
They all think he's laughing
But I know he's really crying all the while

How his heart is aching
How his heart is breaking on the inside
But he keeps laughing on the outside, mm
No one knows, no one knows

This funny little clown
You never used to see him around
Without his girl beside him
To love and guide him

Until one day his girl just walked away
And to this very day he says
""He never loved her anyway""
Mm, and no one knows except for me
Because you see I'm that funny little clown",See The Funny Little Clown,See The Funny Little Clown,1964,2,2:35,Track 'A',Single,True
1,2,Jim Reeves,"I won't forget you.

I know that I won't forget you
For I've loved you too much for too long
Though you don't want me now
I'll still love you
Till the breath in my body has gone

That's how it is with me
And you'll always be
The only love I ever knew
I'll forget many things in my life time
But my darling I won't forget you

That's how it is with me
And you'll always be
The only love I ever knew
I'll forget many things in my life time
But my darling I won't forget you.",I Won't Forget You,I Won't Forget You,1964,2,,Track 'A',Single,True
2,3,Roger Miller,"Well, here I sat high, getting ideas
I ain't nothing but a fool to live like this
Out all night, and running wild
Woman sitting home with a month old child
So:

So Dang me, Dang me
They ought to take a rope and hang me
High, from the highest tree
Woman would you weep for me
BeupBeupBeupBeupBeupBeupBuem
One More
BeupBeupBeupBeupBeupBeupBuem

Just sitting round drinking with the rest of the guys
Six rounds bought, and I bought five
Spent the groceries and half the rent
Like 14 dollers and 27 cents

They say roses are red, and violets are purple
Sugars sweet and so is maple suprple
But I'm the seventh out of the seven sons
My pappy was a pistol, I'm a son of a gun",Dang Me,Dang Me,1964,12,1:47,Track 'B1',Album,True
3,4,Johnny Cash,"Don't call my name out your window, I'm leavin'
I won't even turn my head
Don't send your kin folk to give me no talkin'
I'll be gone like I said

You'd say the same ole things that you've been sayin' all along
Lay there in your bed and keep you mouth shut till I'm gone
Don't give me that old familiar, ""cry 'n' cuss 'n' moan""
Understand Your Man (I'm tired of your bad mouthin')
Understand Your Man

You can give my other suit to the Salvation Army
And everything else I leave behind
I ain't takin' nothin' that'll slow down my travelin'
While I'm untangling my mind

I ain't gonna repeat what I said anymore
While I'm breathin' air that ain't been breathed before
I'll be as gone as a wild goose in winter
Then you'll Understand Your Man (meditate on it)
Understand Your Man (You hear me talkin', now?)
Understand Your Man
Understand Your Man",Understand Your Man,Understand Your Man / Dark As A Dungeon,1964,2,,Track 'A',Single,True
4,5,Jim Reeves,"I guess I'm crazy for loving you
You tell me many ways that I won't do.
My heart keeps sayin' that I'm a fool
I guess I'm crazy for loving you.

I don't dare let you go it's unfair this I know
I don't care if it's so, it has to be
My heart keeps sayin' that I'm a fool
I guess I'm crazy for loving you.

I don't dare let you go it's unfair this I know
I don't care if it's so, it has to be
My heart keeps sayin' that I'm a fool
I guess I'm crazy for loving you...",I Guess I'm Crazy,I Guess I'm Crazy / Not Until The Next Time,1965,2,2:20,Track 'A',Single,True
5,6,Marty Robbins,"I left you this morning couldn't take anymore
You laughed and you dared me to walk out the door
You said that I'd come back you knew what I'd do
And you know you were right 'cause I'm back here tonight begging to you

I won't disappoint you I'm begging to stay
That's what you wanted to hear anyway
It must make you happy to make me so blue
What a pityful sight I must be tonight begging to you

You don't want my loving but you let me stay around
I guess just to walk on so you won't touch the ground
To you it don't matter what you cause me to do
As long as you keep me begging to you",Begging To You,Begging To You / Over High Mountain,1963,2,,Track 'A',Single,True
6,7,Johnny Cash,,"It Ain't Me, Babe","It Ain't Me, Babe",1964,2,3:02,Track 'A',Single,True
7,8,Buck Owens,"Well, I don't care if the sun don't shine
I don't care if the bells don't chime
Just as long as you love me
And I don't care if the tops don't spin
I don't care if the gins won't gin
Just as long as you love me

So darling let it rain, let it snow
Let the cold north wind blow
Just as long as you love me
North or south east or west
You know I will stand the test
Just as long as you love me

Well, I don't care if the birds don't sing
I don't care if the bells don't ring
Just as long as you love me
I don't care if the world don't turn
I don't care if the fire don't burn
Just as long as you love me

So darling let it rain, let it snow
Let the cold north wind blow
Just as long as you love me
North or south east or west
You know I will stand the test
Just as long as you love me

Oh darling, just as long as you love me...",I Don't Care (Just As Long As You Love Me),I Don't Care (Just As Long As You Love Me) / Don't Let Her Know,1964,2,2:09,Track 'A',Single,True
8,9,Connie Smith,"When you found somebody new I thought I never would
Forget you for I thought then I never could
But time has taken all the pains away
Until now I'm down to hurtin' once a day

Once a day all day long and once a night from dusk till dawn
The only time I wish you weren't gone
Is once a day every day all day long

I'm so glad that I'm not like a girl I knew one time
She lost the one she loved then slowly lost her mind
She sat around and cried her life away
Lucky me I'm only crying once a day

Once a day all day long and once a night from dusk till dawn
The only time I wish you weren't gone
Is once a day every day all day long
Once a day every day all day long",Once A Day,Connie Smith,1965,12,2:17,Track 'A3',Single,True
9,10,Buck Owens,"Oh, my heart skips a beat
When we walk down the street
I feel a tremblin' in my knees
And just to know you're mine
Until the end of time
Makes my heart skip a beat

Well, I did a double take the day I met you
My heart turned a flip as I stood next to you
And I knew right there I never could forget you
For you are my every dream come true

And my heart skips a beat
When we walk down the street
I feel a tremblin' in my knees
And just to know you're mine
Until the end of time
Makes my heart skip a beat

You came into my life without a warning
And you turned my cloudy skies from gray to blue
You're my sunshine that comes up every morning
Yes, you are my every dream come true

And my heart skips a beat
When we walk down the street
I feel a tremblin' in my knees
And just to know you're mine
Until the end of time
Makes my heart skip a beat...",My Heart Skips A Beat,Together Again / My Heart Skips A Beat,1964,12,2:23,Track 'A1',Album,True
