,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Waylon & Willie,,Mammas Don't Let Your Babies Grow Up To Be Cowboys,Mammas Don't Let Your Babies Grow Up To Be Cowboys,1978,2,2:30,Track 'A',Single,True
1,2,Olivia Newton-John,"Night is dragging her feet
I wait alone in the heat
I know, know that you'll have your way
'Til you have to go home
No's a word I can't say

'Cause it gets me nowhere to tell you no
And it gets me nowhere to make you go

Will a little more love make you stop depending?
Will a little more love bring a happy ending?
Will a little more love make it right?
Will a little more love make it right?

Where, where did my innocence go?
How, how was a young girl to know?
I'm trapped, trapped in the spell of your eyes
In the warmth of your arms, in the web of your lies

But it gets me nowhere to tell you no
And it gets me nowhere to make you go

Will a little more love make you stop depending?
Will a little more love bring a happy ending?
Will a little more love make it right?
Will a little more love make it right?

Gets me nowhere to tell you no
It gets me nowhere to make you go

Will a little more love make you stop depending?
Will a little more love bring a happy ending?
Will a little more love make it right?
Will a little more love make it right?

Gets me nowhere to tell you no
It gets me nowhere to make you go

Will a little more love make you stop depending?
Will a little more love bring a happy ending?
Will a little more love make it right?
Will a little more love make it right?

Gets me nowhere to tell you no
It gets me nowhere to make you go",A Little More Love,A Little More Love,1978,2,,Track 'A',Single,True
2,3,Crystal Gayle,"Three o'clock in the morning
And it looks like it's going to be another sleepless night
I've been listening to your dreams and getting very low
Wondering what I can do

Maybe I'm being foolish 
'Cause I haven't heard you mention anybody's name at all
How I wish I could be sure it's me that turns you on
Each time you close your eyes
I've heard it said that dreamers never lie

You've been talking in your sleep
Sleeping in your dreams
With some sweet lover
Holding on so tight
Loving her the way
You used to love me
Talking in your sleep with loving on your mind

Maybe I'm being foolish 
'Cause I haven't heard you mention anybody's name at all
How I wish I could be sure it's me that turns you on
Each time you close your eyes
I've heard it said that dreamers never lie

You've been talking in your sleep
Sleeping in your dreams
With some sweet lover
Holding on so tight
Loving her the way
You used to love me
Talking in your sleep with loving on your mind

You've been talking in your sleep",Talking In Your Sleep,Talking In Your Sleep,1978,2,2:51,Track 'A',Single,True
3,4,Dolly Parton,"Here I sit, all alone,
Thinkin' bout what I should of known,
You make me think that I could need you,
You weaved your magic spell and I believed you.

Looking back, on you and me,
Promises that will, never be,
I truly thought that we were lovers, (lovers)
But now I find I'm just like all the others.

Heartbreaker, wish I'd seen that love was blind,
Sweet little love maker, taking my heart and leaving me behind,
Heartbreaker, couldn't you be just a little more kind, to me?

Played with fire, felt it's burn,
I would have thought that I would of learned,
I melted every time you kissed me, (kissed me)
Everytime you'd leave I thought you'd miss me.

Heartbreaker, wish I'd seen that love was blind,
Sweet little love maker, taking my heart and leaving me behind,
Heartbreaker, couldn't you be just a little more kind, to me?

Heartbreaker, wish I'd seen that love was blind,
Sweet little love maker, taking my heart and leaving me behind,
Heartbreaker, couldn't you be just a little more kind, to me?

Heartbreaker, wish I'd seen that love was blind,
Sweet little love maker, taking my heart and leaving me behind,
Heartbreaker, couldn't you be just a little more kind, to me?",Heartbreaker,Heartbreaker,1978,10,3:32,Track 'B4',Album,True
4,5,Paul Davis,"She's got your eyes
She's got my nose
Oh, I get high just watching her grow
I always dreamed we'd live in a castle, oh but
We're in the same old shack
Sometimes we get into a hassle
But we always take each other back
Oh, you know
All our friends seem to be in a hurry
But we'll just keep on taking our time

We're living such a sweet life, oh what a neat life
Sharing my love with you
Oh, we're living such a sweet life, oh what a neat life
Making our dreams come true
We're makin' our dreams come ture

You are my love
You are my life
Oh, and I get high just holding you tight
We always dreamed we'd make a lot of money, oh but
I don't mind being poor
'Cause when you make love to me, honey
I couldn't ask for anymore
Oh, you know, all our friends seem to be in a hurry
But darlin' we'll just keep on taking our time

We're living such a sweet life, oh what a neat life
Sharing my love with you
We're living such a sweet life, oh what a neat life
Making our dreams come true
We're making our dreams come true

Oh, oh
We're living such a sweet life, oh what a neat life
Sharing my love with you
We're living such a sweet life, oh what a neat life
Making our dreams come true
We're making our dreams come true.",Sweet Life,Sweet Life,1978,2,3:28,Track 'A',Single,True
5,6,Dolly Parton,"Hello, are you free tonight 
I like your looks, I love your smile 
Could I use you for a while 
It's all wrong, but it's all right 
The amber sunset glow has died 
My needs are very much alive 
Is it ok if I stop by 
It's all wrong, but it's all right 

It's all wrong, but it's all right 
Just close your eyes and hold me tight 
Tell me sexy lovin' lines 
It's all wrong, but it's all right 

It may be wrong if we make love 
But I just need someone so much 
And who knows it might last for life 
It's all wrong, but it's all right 

It's all wrong, but it's all right 
Just close your eyes and hold me tight 
Tell me sexy lovin' lines 
It's all wrong, but it's all right 

It's all wrong, but it's all right 
Just close your eyes and fantasize 
Tell me sexy lovin' lines 
It's all wrong, but it's all right 

It's all wrong, but it's all right 
Just close your eyes and hold me tight 
Tell me sexy lovin' lines 
It's all wrong, but it's all right 

It's all wrong, but it's all right 
Just close your eyes and fantasize 
Tell me sexy lovin' lines 
It's all wrong, but it's all right","It's All Wrong, But It's All Right","Two Doors Down / It's All Wrong, But It's All Right",1977,2,3:19,Track 'B',Single,True
6,7,Ronnie Milsap,"So many times
These few dreams of mine
Seem hidden behind
A mountain too high to climb
But you were the one
Who said, 'go on, follow your star'

When the song in my heart
Was just a voice in the dark
You could hear my mellow key

There's only one moon 
That shines in the night
And only one love in my life

Only one love in my life,
Only one love in my life
I'm a ship on the open ocean darling
You're my guiding light

The radio played
My new song today
And I heard someone say
Man, he sure got it made'

If only they knew how much you 
Have made of me
Together we came 
From nowhere to fame
And I never could have made it
Alone

For me there's only one moon
That shines in the night
And only one love in my life

Only one love in my life,
Only one love in my life
I'm a ship on the open ocean
Darling, you're my guiding light! 
Yeah!

Only one love in my life,
Only one love in my life
I'm a ship on the open ocean
Darling, you're my guiding light! 
Yeah!

You're my guiding light
And you're the only love in my life",Only One Love In My Life,Only One Love In My Life,1978,10,3:28,Track 'A3',Album,True
7,8,Loretta Lynn,"Lyin' alone in this big old bed
I got you on my mind
I said when you left
I could make it by myself
But it gets harder all the time
And I can't take it no more
I see your face
Every time I close my eyes
So I'm goin' out now
And I'm lookin' for you
Some winter night

I want you out of my head
And back in my bed
Before the mornin' sun comes up
I can't stand another night
Without holdin' me tight
How I miss your lovin' touch
I'm goin' searchin'
Everywhere that a you might be
When I find you I'm a bringin' you home with me
I want you out of my head
And back in my bed
Before the mornin' comes

Well I might find somebody new
To share my misery
But no other man
Can do what you can
When it comes to lovin' me
I don't want nobody to say that I was a fool
For bein' cool
I won't be satisfied till you're back in my arms
And I'm lovin' you

I want you out of my head
And back in my bed
Before the mornin' sun comes up
I can't stand another night
Without you holdin' me tight
How I miss your lovin' touch
I'm goin' searchin'
Everywhere that a you might be
And when I find you
I'm a bringin' you home with me
I want you out of my head
And back in my bed
Before the mornin' comes

I want you out of my head
And back in my bed
Before the mornin' sun comes up
I can't stand another night
Without you holdin' me tight
How I miss your lovin' touch
I'm goin' searchin'
Everywhere that a you might be

A when I find you
I'm a bringin' you home with me
I want you out of my head
And back in my bed
Before the mornin' comes",Out Of My Head And Back In My Bed,Out Of My Head And Back In My Bed,1978,10,2:40,Track 'A1',Album,True
8,9, Ronnie Milsap,"What a difference you've made in my life.
What a difference you've made in my life
You're my sunshine day and night
Oh, what a difference you've made in my life.

What a change you have made in my heart
What a change you have made in my heart
You replaced all the broken parts
Oh, what a change you have made in my heart.

Love to me was just a word in a song that had been way overused
But now I've joined in the singin'
'Cause you've shown me love's true meanin'
That's why I want to spread the news.

What a difference you've made in my life
What a difference you've made in my life
You're my sunshine day and night
Oh, what a difference you've made in my life.

What a difference you've made in my life (listen to it)
What a difference you've made in my life
You're my sunshine day and night
Oh, what a difference you've made, yeah.

What a difference you've made in my life
Difference you've made in my life
What a difference you've made in my life
You're my sunshine day and night
Oh, what a difference you've made.

Go ahead and sing it.

What a difference you've made in my life
What a difference you've made in my life, 
Yeah-heah-eah-eah-heah
You're my sunshine day and night 
Oh yeah, sing it to me
What a difference you've made.

What a difference you've made in my life, woh-oh-oh-oh
What a difference you've made in my life
You're my sunshine day and night
Oh, what a difference you've made
What a difference you've made, in my life...",What A Difference You've Made In My Life,What A Difference You've Made In My Life / Selfish,1977,2,3:57,Track 'A',Single,True
9,10,Barbara Mandrell,"Sleeping single in a double bed
Thinking over things I wish I'd said
I should have held you but I let you go
Now I'm the one sleeping all alone, oh
Sleeping single in a double bed
Tossing, turning trying to forget
I could be lying with you, instead
I'm sleeping single in a double bed

I'd pour me a drink, but I'd only be sorry
'Cause drinking doubles alone, don't make it a party
Another sleepless night, and it's the same old story
When you're the only one, at two in the morning

Sleeping single in a double bed
Thinking over things I wish I'd said
I should have held you but I let you go
Now I'm the one sleeping all alone, oh
Sleeping single in a double bed
Tossing, turning trying to forget
I could be lying with you, instead
I'm sleeping single in a double bed",Sleeping Single In A Double Bed,Sleeping Single In A Double Bed / Just One More Of Your Goodbyes,1978,2,2:20,Track 'A',Single,True
