,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Jack Greene,"There goes my only possession there goes my everything
I hear footsteps slowly walking as they gently walk across a lonely floor
And a voice is softly saying darling this will be goodbye forever more
There goes my reason for living there goes the one of my dreams
There goes my only possession there goes my everything

As my mem'ry turns back the pages I can see the happy years we had before
Now the love that kept this old heart beating
Has been shattered by the closing of a door
There goes my reason for living...",There Goes My Everything,There Goes My Everything,1966,2,2:33,Track 'A',Single,True
1,2,David Houston,"Last night all alone in a barroom
Met a girl with a drink in her hand
She had ruby red lips, coal black hair
And eyes that would tempt any man.

Then she came and sat down at my table
As she placed her soft hands in mine
I found myself wanting to kiss her
For temptation was flowing like wine.

And I was almost persuaded to strip myself of my pride
Almost persuaded to push my conscience aside
Then we danced and she whispered, ""I need you,
Take me away from here and be my man.""

Then I looked into her eyes and saw it
The reflection of my wedding band
And I was almost persuaded to let strange lips lead me on
Almost persuaded but your sweet love made me stop and go home.",Almost Persuaded,Almost Persuaded,1966,10,2:55,Track 'A1',Album,True
2,3,Eddy Arnold,"(Hank Cochran)

I wanna go with you
To that other world
The one your love takes me to
I wanna go with you.

I wish I were glass
So you could see through
Then you'd know before you ask
That I wanna go with you.

I wanna go with you
To that other world
The one your love takes me to
I wanna go with you.

You take me away
To a world I never knew
But what else can say
I wanna go with you.

I wanna go with you
To that other world
The one your love takes me to
I wanna go with you.

The one your love takes me to
I wanna go with you...",I Want To Go With You,I Want To Go With You,1966,12,2:32,Track 'A1',Album,True
3,4,Jim Reeves,"I hear the sound of distant drums
Far away, far away
And if they call for me to come
Then I must go and you must stay 

So Mary marry me, let's not wait
Let's share all the time we can before it's too late
Love me now for now is all the time there may be
If you love me Mary, Mary marry me

I hear the sound of bugles blow
Far away, far away
And if they call, then I must go
Across the sea, so wild and grey. 

So Mary marry me, let's not wait
For the distant drums might change our wedding date 
And love me now, for now is all the time there may be
If you love me Mary, Mary marry me",Distant Drums,Distant Drums,1966,12,2:46,Track 'A1',Album,True
4,5,Buck Owens,"I got the hungries for your love, 
And I'm waitin' in your welfare line.

Well, I ain't got nothin' 
But the shirt on my back, 
And an old two button suit
I walked outta my job 
About a week ago, 
And now I'm sleepin' in a 
Telephone booth
But I'm a-gonna be 
The richest guy around, 
The day you say you're mine

I got the hungries for your love 
And I'm waitin' in your welfare line

Well, when I first saw you babe, 
You nearly made me wreck 
My ol' '49 Cadillac
I knew at a glance 
That it was you for me; 
I had to have your love by heck
I'm gonna follow you baby 
Wherever you go; 
I got nothin' to lose 
But my time

I got the hungries for your love, 
And I'm waitin' in your welfare line

--- Instrumental ---

Well, you made me 
The top dog on your hill, 
And I was overjoyed
But it didn't take long 
'Til the thrill was gone, 
I joined the ranks of
The unemployed
Now, I'm right back where 
That I started from, 
But that ain't gonna 
Change my mind

I got the hungries for your love, 
And I'm waitin' in your welfare line

Yeah, I'm waitin' in your welfare line
(Gimme a handout)
I'm waitin' in your welfare line...",Waitin' In Your Welfare Line,Waitin' In Your Welfare Line,1965,2,2:18,Track 'A',Single,True
5,6,Senator Everett McKinley Dirksen,,Gallant Men,Gallant Men Stories Of The American Adventure Told By Senator Everett McKinley Dirksen,1966,11,2:38,Track 'A2',LP,True
6,7,Eddy Arnold,"(Wayne Carson Thompson)

Your baby loves you now so don't make her blue now
You'd better start bein' true now I'm telling you why
Because if you break her heart somebody's gonna come along
And he'll steal her away from you somebody like me.

Let me tell you friend I'm not botherin'
But I think it's such a sin if you don't treat her right
Because if you break her heart...

She wants to be held tight now each and every night now
You'd better treat her right now I'm telling you why
Because if you break her heart somebody's gonna come along
And he'll steal her away from you somebody like me.

I hope you listen to now each word that I've told you now
Please friend you'd better do now and you won't have alone
Because if you break her heart somebody's gonna come along
And he'll steal her away from you somebody like me.

Will steal her away somebody like me...",Somebody Like Me,Somebody Like Me,1966,12,2:25,Track 'A1',Album,True
7,8,Buck Owens,"Think of me when you're lonely
Think of me when you're blue
Think of me when you're far away
And I'll be thinking of you

Remember all of the good times
We had in days gone by
Remember all of the sadness
The day you said goodbye
You told me you would be leavin'
But you wouldn't be gone too long
Now I hope and pray with each new day
That you'll come a-travelin' home

Think of me when you're lonely
Think of me when you're blue
Think of me when you're far away
And I'll be thinking of you

I watch the mailman comin'
I wait by the telephone
I meet the trains down at the station
And I spend my nights alone
But now the waitin' is over
And Time has set the scene
'Cause God meant me for only you
And he meant you for me

Think of me when you're lonely
Think of me when you're blue
Think of me when you're far away
And I'll be thinking of you",Second Fiddle,The Best Of Buck Owens,1964,12,2:02,Track 'B4',Single,True
8,9,Jim Reeves,"I'm calling to tell you it's over
Yes darling, you're now free to go
You're saying you're sorry you hurt me
But you hurt me much more than you know
You're asking me where this call comes from
Oh, I hope you won't end up here
If your new romance turns out a failure
Here's where you'll find me my dear

I'm just on the blue side of lonesome
Right next to the Heartbreak Hotel
In a tavern that's known as Three Teardrops
On a bar stool, not doing so well

The floor has a carpet of sorrows
Yet no one can weep in the aisle
And they say someone broke the bar mirror
With only the ghost of a smile
The hands on the clock never alter
For things never change in this place
There's no present, no past, no future
We're the ones who have lost in loves race",Blue Side Of Lonesome,Blue Side Of Lonesome,1967,10,2:39,Track 'A1',Album,True
9,10,Red Sovine,"The highways that wind and wander over mountain and valleys deserts and plains
I guess I've drove about all of 'em
Cause for the past 25 years now the cab of a truck has been my home
And it'd be kinda hard for me to settle down and not be on the go
Why I remember the first truck I drove
I was so proud I could hardly wait to get home to show my wife and my little boy
And my little boy was so excited like so when he saw his first snow
He wasn't old enough to say too many words
He just kept hollering goddyup go daddy giddyup go
So that's what I named the old truck Giddyup go
Oh things wasn't too bad of course I's gone a lot
And after about six years I got home one day and found my wife and little boy gone
I couldn't find out what happened nobody seemed to know
So from that day on it's been me and old Giddyup go
I've made a lot of friends at all the truck stops
And some of 'em would kick me about my litle sign
Of course they knew where I got the name
'Cause I told 'em about that little boy of mine
And how his first word about that old truck was Giddyup go
Today I was barrelin' down old 66
When up beside me pulled down a brand new diesel rig
Both stacks of blowin' black coal
And as she pulled around and back in front of me a big lump came in my throat
And my eyes watered like I had a bad old cold
A little sign on the back of the truck that read Giddyup go
Well I pushed old Giddyup go stayed right on him
Until the next truck stop where he'd pulled up
I waited till he went in and I offered to buy him a cup
Well we got to talkin' shop and I said
Now did you come by the name on your truck Giddyup go
Well he said I got it from my pop
Dad used to drive a truck that's what mom talked about a lot
You see I lost mom when I was just past sixteen and I lost all track of pop
Mom said he got the name from me
I shook his hand and told him that I had something I wanted him to see
I took him out to the old truck
And brushed off some of the dirt so the name would show
And his eyes got big and bright as he read Giddyup go
Oh we had a lot of things to talk about and buddy I felt like a king
And now we've just pulled back on old 66 and he's handled that big rig
Better than any gearjammer that I'd ever seen
Well now the lines on the highway have got much brighter glow
As we go roarin' down the road and me starin' at a little sign that reads Giddyup go",Giddyup Go,Giddyup Go / Kiss And The Keys,1965,2,3:10,Track 'A',Single,True
