,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,C.W. McCall,"Ah, breaker one-nine, this here's the Rubber Duck. You gotta copy on me, Pig Pen, c'mon? Ah, yeah, 10-4, Pig Pen, fer shure, fer shure. By golly, it's clean clear to Flag Town, c'mon. Yeah, that's a big 10-4 there, Pig Pen, yeah, we definitely got the front door, good buddy. Mercy sakes alive, looks like we got us a convoy... 

Was the dark of the moon on the sixth of June
In a Kenworth pullin' logs
Cab-over Pete with a reefer on
And a Jimmy haulin' hogs

We is headin' for bear on I-10
'Bout a mile outta Shaky Town
I says, ""Pig Pen, this here's the Rubber Duck.""
""And I'm about to put the hammer down.""

'Cause we got a little convoy
Rockin' through the night
Yeah, we got a little convoy
Ain't she a beautiful sight?

Come on and join our convoy
Ain't nothin' gonna get in our way
We gonna roll this truckin' convoy
'Cross the USA, convoy

Ah, breaker, Pig Pen, this here's the Duck. And, you wanna back off them hogs? Yeah, 10-4, 'bout five mile or so. Ten, roger. Them hogs is gettin' in-tense up here. 

By the time we got into Tulsa Town
We had eighty-five trucks in all
But they's a roadblock up on the cloverleaf
And them bears was wall-to-wall

Yeah, them smokies is thick as bugs on a bumper
They even had a bear in the air
I says, ""Callin' all trucks, this here's the Duck.
We about to go a-huntin' bear.""

'Cause we got a great big convoy
Rockin' through the night
Yeah, we got a great big convoy
Ain't she a beautiful sight?

Come on and join our convoy
Ain't nothin' gonna get in our way
We gonna roll this truckin' convoy
'Cross the USA, convoy

Ah, you wanna give me a 10-9 on that, Pig Pen? Negatory, Pig Pen; you're still too close. Yeah, them hogs is startin' to close up my sinuses. Mercy sakes, you better back off another ten. 

Well, we rolled up Interstate 44
Like a rocket sled on rails
We tore up all of our swindle sheets
And left 'em settin' on the scales

By the time we hit that Chi-town
Them bears was a-gettin' smart
They'd brought up some reinforcements
From the Illinois National Guard

There's armored cars and tanks and jeeps
And rigs of ev'ry size
Yeah, them chicken coops was full'a bears
And choppers filled the skies

Well, we shot the line and we went for broke
With a thousand screamin' trucks
An' eleven long-haired Friends a' Jesus
In a chartreuse micra-bus

Ah, Rubber Duck to Sodbuster, come over. Yeah, 10-4, Sodbuster? Lissen, you wanna put that micra-bus right behind that suicide jockey? Yeah, he's haulin' dynamite, and he needs all the help he can get. 

Well, we laid a strip for the Jersey shore
And prepared to cross the line
I could see the bridge was lined with bears
But I didn't have a dog-goned dime

I says, ""Pig Pen, this here's the Rubber Duck.
We just ain't a-gonna pay no toll.""
So we crashed the gate doing ninety-eight
I says ""Let them truckers roll, 10-4.""

'Cause we got a mighty convoy
Rockin' through the night
Yeah, we got a mighty convoy
Ain't she a beautiful sight?

Come on and join our convoy
Ain't nothin' gonna get in our way
We gonna roll this truckin' convoy
'Cross the USA

Convoy! Ah, 10-4, Pig Pen, what's your twenty? 
Convoy! Omaha? Well, they oughta know what to do with them hogs out there fer shure. Well, mercy 
Convoy! sakes, good buddy, we gonna back on outta here, so keep the bugs off your glass and the bears off your...  
Convoy! tail. We'll catch you on the flip-flop. This here's the Rubber Duck on the side. 
Convoy! We gone. 'Bye,'bye.",Convoy,Convoy,1975,2,3:48,Track 'A',Single,True
1,2,Glen Campbell,"I've been walkin' these streets so long
Singin' the same old song
I know every crack in these dirty sidewalks
Of Broadway

Where hustle's the name of the game
And nice guys get washed away like the snow and the rain
There's been a load of compromisin'
On the road to my horizon
But I'm gonna be where the lights are shinin' on me

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo
Like a rhinestone cowboy
Getting cards and letters from people I don't even know
And offers comin' over the phone

Well, I don't really mind the rain
And a smile can hide all the pain
But you're down when you're ridin' the train
That's takin' the long way

And I dream of the things I'll do
With a subway token and a dollar tucked inside my shoe
There'll be a load of compromisin'
On the road to my horizon 
But I'm gonna be where the lights are shinin' on me

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo
Rhinestone cowboy
Gettin' cards and letters from people I don't even know
And offers comin' over the phone

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo
Like a rhinestone cowboy
Gettin' cards and letters from people I don't even know
Like a rhinestone cowboy",Rhinestone Cowboy,Rhinestone Cowboy,1975,10,3:08,Track 'B1',Album,True
2,3,Freddy Fender,"If he brings you happiness
Then I wish you all the best
It's your happiness that matters most of all
But if he ever breaks your heart
If the teardrops ever start
I'll be there before the next teardrop falls

Si te quiere de verdad
Y te da felicidad
Te deseo lo mas bueno pa'los dos
Pero si te hace llorar
A mi me puedes hablar
Y estare contigo cuando triste estas

I'll be there anytime you need me by your side
To drive away every teardrop that you cried

And if he ever leaves you blue
Just remember, I love you
And I'll be there before the next teardrop falls
And I'll be there before the next teardrop falls",Before The Next Teardrop Falls,Before The Next Teardrop Falls,1975,11,2:32,Track 'B2',Album,True
3,4,John Denver,"It's cold here in the city
It always seems that way
And I've been thinking about you almost everyday
Thinking about the good times
Thinking about the rain
Thinking about how bad it feels alone again

I'm sorry for the way things are in China
I'm sorry things ain't what they used to be
But more than anything else
I'm sorry for myself
'Cause you're not here with me

Our friends all ask about you
I say you're doing fine
And I expect to hear from you almost anytime
But they all know I'm crying
And I can't sleep at night
They all know I'm dying down deep inside

I'm sorry for all the lies I told you
I'm sorry for the things I didn't say
But more than anything else
I'm sorry for myself
I can't believe you went away

I'm sorry if I took some things for granted
I'm sorry for the chains I put on you
But more than anything else
I'm sorry for myself
For living without you

It's cold here in the city
It always seems that way
And I've been thinking about you almost everyday",I'm Sorry,I'm Sorry / Calypso,1975,2,3:29,Track 'A',Single,True
4,5,Freddy Fender,"Wasted days and wasted nights
I have left for you behind
For you don't belong to me
Your heart belongs 
To someone else

Why should I keep loving you
When I know that you're not true
And why should I call your name
When you're the blame 
For making me blue?

Don't you remember the day
That you went away 
And left me
I was so lonely
Prayed for you only
My love

Why should I keep loving you
When I know that you're not true
And why should I call you're name
When you're the blame 
For making me blue

Don't you remember the day
That you went away 
And left me
I was so lonely
Prayed for you only
My love

Why should I keep loving you
When I know that you're not true?
And why should I call your name
When you're the blame
For making me blue",Wasted Days And Wasted Nights,Wasted Days And Wasted Nights,1975,2,2:41,Track 'A',Single,True
5,6,Willie Nelson,"In the twilight glow I see her
Blue eyes crying in the rain
When we kissed goodbye and parted
I knew we'd never meet again

Love is like a dying ember
And only memories remain
And through the ages I'll remember
Blue eyes crying in the rain

Someday when we meet up yonder
We'll stroll hand in hand again
In the land that knows no parting
Blue eyes crying in the rain",Blue Eyes Crying In The Rain,Blue Eyes Crying In The Rain / Bandera,1975,2,2:17,Track 'A',Single,True
6,7,Sammy Johns,"I gave a girl a ride in my wagon
She crawled in and took control
She was tired as her mind was draggin'
I said get some sleep and dream of rock and roll

'Cause like a picture she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
She's gonna love me in my Chevy van
And that's all right with me

Her young face was like that of an angel
Her long legs were tanned and brown
Better keep your eyes on the road, son
Better slow this vehicle down

'Cause like a picture she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
She's gonna love me in my Chevy van
And that's all right with me

I put her out in a town that was so small
You could throw a rock from end to end
A dirt road main street, she walked off in bare feet
It's a shame I won't be passin' through again

'Cause like a picture she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand 
We made love in my Chevy van
And that's all right with me

'Cause like a picture she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand 
We made love in my Chevy van
And that's all right with me

'Cause like a picture she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand 
We made love in my Chevy van",Chevy Van,Chevy Van,1975,2,2:54,Track 'A',Single,True
7,8,Don Williams,"(Wayland Holyfield)

You placed gold on my finger
You brought love like I've never known
You gave life to our children
And to me a reason to go on.

You're my bread when I'm hungry
You're my shelter from troubled winds
You're my anchor in life's ocean
But most of all you're my best friend.

When I need hope and inspiration
You're always strong when I'm tired and weak
I could search This whole world over
You'll still be everything that I need.

You're my bread when I'm hungry
You're my shelter from troubled winds
You're my anchor in life's ocean 
But most of all you're my best friend.

You're my bread when I'm hungry
You're my shelter from troubled winds
You're my anchor in life's ocean 
But most of all you're my best friend...",You're My Best Friend,You're My Best Friend,1975,10,2:43,Track 'A1',Album,True
8,9,B.J. Thomas,"It's lonely out tonight
And the feeling just got right for a brand new love song
Somebody done somebody wrong song

Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby

So please, play for me a sad melody
So sad that it makes everybody cry
A real hurtin' song about a love that's gone wrong
'Cause I don't wanna cry all alone

Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby

So please, play for me a sad melody
So sad that it makes everybody cry
A real hurtin' song about a love that's gone wrong
'Cause I don't wanna cry all alone

Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby

Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby

Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby",(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,1975,2,3:23,Track 'A',Single,True
9,10,George Baker Selection,"When the sun shines on the mountain
And the night is on the run
It's a new day
It's a new way
And I fly up to the sun

I can feel the morning sunlight
I can smell the new-mown hay
I can hear God's voice is calling
For my golden sky light way

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

Once I had my share of losing
For they locked me on a chain
Yes they tried to break my power
Oh I still can feel the pain

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away",Paloma Blanca,Paloma Blanca,1975,2,,Track 'A',Single,True
