,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Merle Haggard and The Strangers,,Carolyn,When The Feelin' Goes Away / Carolyn,1971,2,2:31,Track 'B',Single,True
1,2,Donna Fargo,"Shine on me sunshine
Walk with me world
It's a skip-a-dee-doo-dah day
I'm the happiest girl in the whole U.S.A.

Good morning, morning
Hello, sunshine
Wake up, sleepy head
Why'd we move that bojangle clock so far away from the bed
Just one more minute
That's why we moved it
One more hug will do
Do you love waking up next to me
As much as I love waking up next to you?

You make the coffee
I'll make the bed
I'll fix your lunch
And you fix mine
Now tell me the truth
Do these old shoes look funny
Honey it's almost nine
Now you be careful
Gotta go I love you
You have a beautiful day
And kiss the happiest girl in the whole U.S.A.

Skip-a-dee-doo-dah
Thank you, oh Lord, for making him for me
And thank you for letting life turn out the way
That I always thought it could be
There once was a time when I could not imagine
How it would feel to say
I'm happiest girl in the whole U.S.A.

Now shine on me, sunshine
Walk with me world
It's a skip-a-dee-doo-dah day
I'm the happiest girl in the whole U.S.A.

Shine on me, sunshine
Walk with me world
It's a skip-a-dee-doo-dah day
I'm the happiest girl in the whole U.S.A.

Shine on me sunshine
Walk with me world
It's a skip-a-dee-doo-dah day
I'm the happiest girl in the whole U.S.A.",The Happiest Girl In The Whole U.S.A.,The Happiest Girl In The Whole U.S.A.,1972,10,2:29,Track 'A1',Album,True
2,3,Jerry Lee Lewis,"(Hello good lookin' thing you yeah huh now, this is the Killer speaking
Do I like what I sure do like it baby)

Chantilly lace pretty face pony tail hangin' down
A wiggle in her walk, giggle in her talk
It gonna make that world go around

Ain't nothing in the world like a big- eyed girl
Make me act so funny spend my doggone money
I feel real loose like a long neck goose like a whoa baby that's what I like

(Hello) huh (hello) can I what (hello) do I what (hello) will I what (hello)
Can't never tell baby ha ha ha ha I might 
But honey you know what I like

Chantilly lace (chantilly lace) pretty face (chantilly lace)
Pony tail hanging down (chantilly lace)
A wiggle in her walk (chantilly lace), giggle in her talk (chantilly lace)
It gonna make that world go around (chantilly lace)

Ain't nothin' in the world like a big eyed girl
Make me act so funny spend my doggone money
I feel real loose like a long neck goose like a whoa baby that's what I like

Huh ha ha ha ha huh what you say pick you up at eight
And don't be late you gotta be joking woman
I thought you might pick me up at eight don't be late
It don't make no difference baby you know what Jerry Lee likes

Chantilly lace (chantilly lace) pretty face (chantilly lace)
Pony tail hanging down (chantilly lace)
A wiggle in her walk (chantilly lace) giggle in her talk (chantilly lace)
Oh it makes the world go around (chantilly lace)

Ain't nothing in the world like a big eyed girl
Make me act so funny spend my doggone money
I feel real loose like a long neck goose like a whoa baby that's what I like

Ooh ha ha ha ha honey you tearin' me up on this telephone
I swear I don't know what in the world I'm gonna do with you
You yap and yap and yap and yap and yap
But when you break it all down you know what I like

Chantilly lace (chantilly lace) pretty face (chantilly lace)
Pony tail hanging down (chantilly lace)
A wiggle in her walk (chantilly lace) giggle in her talk (chantilly lace)
It gonna make that world go around (chantilly lace)

Ain't nothing in the world like a big eyed girl
Make me act so funny spend my doggone money
I feel real loose like a long neck goose like a whoa baby that's what I like",Chantilly Lace,Chantilly Lace,1972,2,2:50,Track 'A',Single,True
3,4,Donna Fargo,"Funny Face, I love you
Funny Face, I need you
My whole worlds wrapped up in you

When the road I walk seems all up hill
And the colors in my rainbow turn blue
You kiss the tears away
You smile at me and say
Funny Face, Funny face I love you

Funny Face, I love you
Funny Face, I need you
These are the sweetest words I've ever heard
Funny Face, don't leave me
Funny Face, believe me
My whole worlds wrapped up in you.

And when I hurt your feelings as I sometimes do
And I say those mean things that we know are not true
You forgive my childish ways
You hold me close and say
Funny Face, Funny Face I love you

Funny Face, I love you
Funny Face, I need you
These are the sweetest words I've ever heard
Funny Face, don't leave me
Funny Face, believe me
My whole worlds wrapped up in you

Funny Face, I love you
Funny Face, I need you
These are the sweetest words I've ever heard
Funny Face, don't leave me
Funny Face, believe me
My whole worlds wrapped up in you",Funny Face,Funny Face,1972,2,2:42,Track 'A',Single,True
4,5,Faron Young,"It's four in the morning and once more the dawning
Just woke up the wanting in me
Wishing I'd never met her knowing if I'd forget her
How much better off she would be
The longer I hold on and the longer this goes on
The harder that it's gonna be
But it's four in the morning and once more the dawning
Just woke up the wanting in me
I've never deserved her God knows when I hurt her
That's the last thing that I want to do
She tries but she can't tell how she feels but I know
Too well what she's going through
If I love her so much I don't know why I can't do
The right thing and just let her be
But it's four in the morning and once more the dawning
Just woke up the wanting in me

Last night I told her this time it's all over making
Ten times I've told her goodbye
Last night we broke up this morning I woke up
And for the tenth time I'm changing my mind
I saw more love in her eyes when I left her
Than most foolish men will ever see
And it's four in the morning and once more the dawning
Just woke up the wanting in me
It's four in the morning and once more the dawning 
Just woke up the wanting in me",It's Four In The Morning,It's Four In The Morning,1972,2,2:55,Track 'A',Single,True
5,6,Ray Price,"I'm out late every night
Doing things that ain't right
And she'll cry for me
When I'm down in the dumps
And she nurses my lumps
How she cries for me

And she'll never complain
She keeps hiding the pain
But I know all the while
She's not feeling too well
'Cause I put her through hell
Still she forces a smile

She's got to be a saint
Lord know that I ain't
I finally realize
Right before my eyes
Here is a saint

There's a dress in a shop
That'll make her eyes pop
But she'll look away
She'd have gotten a lift
If I'd bought her that gift
For her birthday

But her birthday has come
And I feel like a bum
'Cause I spent my last dime
On a worthless old friend
On a drunken weekend
I've done it time after time

She's got to be a saint
Lord know that I ain't
I finally realize
Right before my eyes
Here is a saint

Should I stay? Should I go?
I really don't know
My mind's in a blur
Soon it's gonna be dawn
And if she finds me gone
Would it be best for her?

I see her cry in her sleep
So I kiss her wet cheek
I kneel by her and pray
And I'll turn off the light
Step out in the night
And I'll go on my way

She's got to be a saint
Lord know that I ain't
I finally realize
Right before my eyes
Here is a saint",She's Got To Be A Saint,"She's Got To Be A Saint / Oh, Lonesome Me",1972,2,3:55,Track 'A',Single,True
6,7,Elvis Presley,"I see a change is coming to our lives
It's not the same as it used to be
And it's not too late to realize our mistake
We're just not right for each other

Love has slipped away left us only friends
We almost seem like strangers
All that's left between us are the memories we shared
Of times we thought we cared for each other

There's nothing left to do but go our separate ways
And pick up all the pieces left behind us
And maybe someday, somewhere along the way
Another love will find us

Some day when she's older
Maybe she will understand
Why her mom and dad are not together
The tears that she will cry when
I have to say goodbye
Will tear at my heart forever

There's nothing left to do but go our separate ways
And pick up all the pieces left behind us
And maybe someday, somewhere along the way
Another love will find us

Oh, oh, oh",Separate Ways,Separate Ways,1972,10,,Track 'A1',Single,True
7,8,Jerry Wallace,"(If you leave, take my heart, take my heart)
If you leave me tonight I will cry
Though you say we will soon meet again
For the hours I've spent here with you
Are like words from a poet's pen

Words like love, and truth, and goodness
Words like Until death us do part
I will never love another
Take my heart, take my heart, take my heart
(Take my heart)

Yes, the hours I've spent here with you
Are like words from a poet's pen

Take my heart, take my heart, take my heart
(Take my heart)",If You Leave Me Tonight I'll Cry,If You Leave Me Tonight I'll Cry / What's He Doin' In My World,1972,2,2:42,Track 'A',Single,True
8,9,John Fogerty,"Goodbye, Joe, me gotta go, me oh my oh.
Me gotta go, pole the pirogue down the bayou.
My Yvonne, sweetest one, me oh my oh.
Son of a gun, gonna have big fun on the bayou.

Jambalaya and a crawfish pie and fillet gumbo
'Cause tonight I'm gonna see my ma cher amio.
Pick guitar, fill fruit jar and be gayo,
Son of a gun, gonna have big fun on the bayou.

Thibodeaux, Fontaineaux, the place is buzzin',
Kinfolk come to see Yvonne by the dozen.
Dress in style, go hog wild, and be gayo.
Son of a gun, gonna have big fun on the bayou.

Jambalaya and a crawfish pie and fillet gumbo
'Cause tonight I'm gonna see my ma cher amio.
Pick guitar, fill fruit jar and be gayo,
Son of a gun, gonna have big fun on the bayou.
Oh, guitar!

Jambalaya and a crawfish pie and fillet gumbo
'Cause tonight I'm gonna see my ma cher amio.
Pick guitar, fill fruit jar and be gayo,
Son of a gun, gonna have big fun on the bayou.

Oh, Lord!
Hang tight, ooh Lord!
Ah, take it out.
He's comin', ah!",Jambalaya (On The Bayou),Jambalaya (On The Bayou),1972,2,,Track 'A',Single,True
9,10,Charley Pride,"Baby it's gonna take a little bit longer for me to ever get you off of my mind
Baby it's gonna take a little bit longer 'cause I've been lovin' you a long long time

People try to tell me that it won't be long till I won't even miss you anymore
But I can tell them it must be something mighty wrong every day I want you even more
And baby it's gonna take...

They say this lonely feeling it'll go away but after all this time now it ain't gone
Every weaken moment and every night and day just seems to keep on keeping on
And baby it's gonna take...
Yes I've been lovin' you a long long time",It's Gonna Take A Little Bit Longer,It's Gonna Take A Little Bit Longer / You're Wanting Me To Stop Loving You,1972,2,2:35,Track 'A',Single,True
