,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Faith Hill,"I can feel the magic floating in the air
Being with you gets me that way
I watch the sunlight dance across your face
And I've never been this swept away
All my thoughts just seem to settle on the breeze
When I'm lying wrapped up in your arms
The whole world just fades away
The only thing I hear is the beating of your heart

'Cause I can feel you breathe
It's washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby, all we need is just to be
Caught up in the touch
Slow and steady rush
Baby, isn't that the way that love's supposed to be?
I can feel you breathe
Just breathe

In a way I know my heart is waking up
As all the walls come tumbling down
Closer than I've ever felt before
And I know, and you know
There's no need for words right now

'Cause I can feel you breathe
It's washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby, all we need is just to be
Caught up in the touch
Slow and steady rush
Baby, isn't that the way that love's supposed to be?
I can feel you breathe
Just breathe

Caught up in the touch
Slow and steady rush
Baby, isn't that the way that love's supposed to be?
I can feel you breathe, just breathe
I can feel the magic floating in the air
Being with you gets me that way",Breathe,Breathe,1999,13,4:09,Track '4',Album,True
1,2,Lonestar,"Every time our eyes meet
This feelin' inside me
Is almost more than I can take
Baby, when you touch me
I can feel how much you love me
And it just blows me away

I've never been this close to anyone or anything
I can hear your thoughts
I can see your dreams

I don't know how you do what you do
I'm so in love with you
It just keeps getting better
I wanna spend the rest of my life
With you by my side
For ever and ever

Every little thing that you do
Baby, I'm amazed by you

The smell of your skin
The taste of your kiss
The way you whisper in the dark
Your hair all around me
Baby you surround me
You touch every place in my heart

Oh, it feels like the first time everytime
I wanna spend the whole night in your eyes

I don't know how you do what you do
I'm so in love with you
It just keeps getting better
I wanna spend the rest of my life
With you by my side
For ever and ever

Every little thing that you do
Baby I'm amazed by you

Every little thing that you do
I'm so in love with you
It just keeps getting better
I wanna spend the rest of my life
With you by my side
Forever and ever

Every little thing that you do
Oh, every little thing that you do
Baby I'm amazed by you",Amazed (Huff Mix),Amazed,1999,3,4:02,Track '2',Single,True
2,3,Kenny G,Instrumental,,,,,,,,
3,4,Kenny Chesney,"Big orange ball, sinkin' in the water
Toes in the sand, couldn't get much hotter
Little umbrella shaped margaritas
Coconut oil, tan senoritas
Oh now I know how Jimmy Buffet feels

Hands on the wheel, cruisin' down the interstate
Gas pedal sticks, carries my car away
I was going as fast as a rambler goes
I could feel the speed from my head to my toes
Oh, now I know how Richard Petty feels

Well I've been around the block a time or two
Done almost everything a boy can do
I've done some livin', yeah I've had fun
But there is one thing that I, haven't done

Saved two months, bought a little diamond
Tonight's the night, feels like perfect timin'
Down on one knee on momma's front steps
Man I'm gonna die if she really says yes
I wanna know how forever feels

I've been around the block a time or two
Done almost everything a boy can do
I've done some livin', yeah I've had fun
But there is one thing that I haven't done

I wanna know how forever feels
Hey I wanna know how forever feels
Girl I wanna know how forever feels",How Forever Feels,How Forever Feels,1999,2,3:07,Track '1',Single,True
4,5,Martina McBride,"The sun is shining everyday
Clouds never get in the way
For you and me
I've known you just a week or two
But baby I'm so into you
Can hardly breathe

And I'm in so totally
Wrapped up emotionally
Attracted so physically
Actin' so recklessly
I need you so desperately
Sure as the sky is blue
Baby, I love you
I love you

I never knew that I could feel like this
Can hardly wait till our next kiss
You're so cool
If I'm dreamin' please don't wake me up
Cause baby I can't get enough 
Of what you do

And I'm in so electrically
Charged up kinetically 
Actin' erratically
Need you fanatically
You get to me magically
Sure as the sky is blue
Baby, I love you

I can't believe that this is real
The way I feel
Baby I'm gone head over heels

And I'm in so totally
Wrapped up emotionally
Attracted so physically
Actin' so recklessly
I need you so desperately
Sure as the sky is blue
Yeah
And I'm in so electrically
Charged up kinetically 
Actin' erratically
Need you fanatically
You get to me magically
Sure as the sky is blue
Baby, I love you

Baby I love you
Do you love me too
Baby I love you",Happy Girl,I Love You,1999,3,3:27,Track '2',Single,True
5,6,Tim McGraw,"When all our tears have reached the sea.
Part of you will live in me.
Way down deep inside my heart.
The days keep coming without fail.
A new wind is gonna find your sail.
That's where your journey starts.

You'll find better love,
Strong as it ever was,
Deep as the river runs,
Warm as the morning sun.
Please remember me.

Just like the waves down by the shore,
We're gonna keep on coming back for more.
'Cause we don't ever wanna stop.
Out in this brave new world you seek
O'er the valleys and the peaks
And I can see you on the top.

You'll find better love,
Strong as it ever was,
Deep as the river runs,
Warm as the morning sun.
Please remember me.

Remember me when you're out walking
When snow falls high outside your door
Late at night when you're not sleeping
And moonlight falls across your floor.
I can't hurt you anymore.",Please Remember Me,Please Remember Me,1999,2,4:29,Track 'A',Single,True
6,7,Tim McGraw,"It was Labor Day weekend I was seventeen
I bought a Coke and some gasoline
And I drove out to the county fair,
When I saw her for the first time
She was standing there in the ticket line
And it all started right then and there
Oh, a sailor sky made a perfect sunset
And that's the day I'll never forget

I had a barbecue stain on my white t-shirt
She was killing me in that miniskirt
Skippin' rocks on the river by the railroad tracks
She had a suntan line and red lipstick
I worked so hard for that first kiss
And a heart don't forget something like that

Well it was five years later on a southbound plane
I was headed down to New Orleans
To meet some friends of mine for the Mardi Gras
When I heard a voice from the past
Comin' from a few rows back
And when I looked, I couldn't believe just what I saw
She said I bet you don't remember me
And I said only every other memory

I had a barbecue stain on my white t-shirt
You were killing me in that miniskirt
Skippin' rocks on the river by the railroad tracks
You had a suntan line and red lipstick
I worked so hard for that first kiss
And a heart don't forget something like that

Like an old photograph
Time can make a feeling fade
But the memory of a first love
Never fades away

I had a barbecue stain on my white t-shirt
She was killing me in that miniskirt
Skippin' rocks on the river by the railroad tracks
She had a sun tan line and red lipstick
I worked so hard for that first kiss
A heart don't forget, no a heart don't forget
I said a heart don't forget something like that
Oh, not something like that",,,,,,,,
7,8,Jo Dee Messina,"He left me cryin' late one Sunday night
Outside of Boulder
He said he had to find himself
Out on the road
I guess when love goes wrong
You've gotta learn to be strong
So I worked two jobs and I moved three times
I ended up south of Memphis
Workin' down in Riverside
I may not be so lucky in love
But the one thing I'm sure of

I want a man that stands beside me
Not in front of or behind me
Give me two arms that wanna hold me
Not own me
And I'll give all the love in my heart
Stand beside me
Be true
Don't tell lies to me
I'm not lookin' for a fantasy
I want a man who stands beside me

I didn't expect to see him
One hot July mornin'
His hair was longer but his eyes
Were the same old blue
He said, I've missed you for so long
Oh baby, what can I do?

I said, I want a man that stands beside me
Not in front of or behind me
Give me two arms that wanna hold me
Not own me
And I'll give all the love in my heart

It's hard to tell him no when I want him so bad
But I've got to be true to my heart
This time

I'm not lookin' for a fantasy
I want a man who stands beside me
I want a man
Who stands beside me
Stand beside me
Stand beside me
Oh oh",Stand Beside Me,I'm Alright,1998,10,3:41,Track '2',Album,True
8,9,George Strait,"I never saw the end in sight
Fools are kinda blind
Thought everything was goin' all right
But I was runnin' out of time
You had one foot out the door
I swear I didn't see
But if you're really goin' away
Here's some final words from me

Baby, write this down
Take a little note
To remind you in case you didn't know
Tell yourself I love you and I don't want you to go
Write this down
Take my words and read 'em everyday
Keep 'em close by, don't you let 'em fade away
So you'll remember what I forgot to say
Write this down

I'll sign it at the bottom of the page
I'll swear under oath
'Cause every single word is true
And I think you need to know
So use it as a bookmark
Stick it on your 'frigerator door
Hang it in a picture frame up above the mantle
Where you'll see it for sure

Baby, write this down
Take a little note
To remind you in case you didn't know
Tell yourself I love you and I don't want you to go
Write this down
Take my words and read 'em everyday
Keep 'em close by, don't you let 'em fade away
So you'll remember what I forgot to say
Write this down

You can find the chisel
I can find the stone
Folks'll be a-readin' these words
Long after we're gone

Baby, write this down
Take a little note
To remind you in case you didn't know
Tell yourself I love you and I don't want you to go
Write this down
Take my words and read 'em everyday
Keep 'em close by, don't you let 'em fade away
So you'll remember what I forgot to say
Write this down

Oh, I love you and I don't want you to go
Baby, write this down",Write This Down,Write This Down,1998,2,3:41,Track 'A',Single,True
9,10,Mark Chesnutt,"I could stay awake just to hear you breathing
Watch you smile while you're sleeping
While you're far away and dreaming
I could spend my life in this sweet surrender
I could stay lost in this moment forever
Well, every moment spent with you is a moment I treasure

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you
And I don't wanna miss a thing

Lying close to you, feeling your heart beating
And I'm wondering what you're dreaming
Wondering if it's me you're seeing
And then I kiss your eyes, and thank God we're together
For the first time but the sooner and the better
I just wanna stay with you in this moment forever

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you
And I don't wanna miss a thing

I don't wanna miss one smile
I don't wanna miss one kiss
Well, I just wanna be with you, right here with you
Just like this
I just wanna hold you close
Feel your heart so close to mine
And just stay here in this moment
For all the rest of time

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you
And I don't wanna miss a thing

I'd still miss you, baby

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you, baby
And I don't wanna miss a thing
(Fade)",I Don't Want To Miss A Thing,I Don't Want To Miss A Thing,1999,10,4:06,Track '1',Album,True
