,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Clint Black,"Move slowly to my dresser drawers, put my blue jeans on
Find my cowboy boots, my button down, strap my timepiece on my arm
Grab my billfold, my pocket change, just a mindless old routine
Then it's out the door and down the street, but it's not really me

I still comb my hair the same, still like the same cologne
And I still drive that pickup truck that the same old bank still owns
But since you left, everybody says, I'm not the guy they've known
The lights are on, but nobody's home

Cup of coffee in the mornin', it's just food for the brain 
But I've been numb since our last goodbyes, I haven't felt a thing
But now there's pains in my head and pains in my chest, and I think I'm losing my hair
I'm a half a man with half a mind, to think you didn't care 

I still comb my hair the same, still like the same cologne
And I still drive that pickup truck that the same old bank still owns
But since you left, everybody says, I'm not the guy they've known
The lights are on, but nobody's home

Since you left, everybody says, I'm not the guy they've known
The lights are on, but nobody's home
The lights are on, but nobody's home",Nobody's Home,Nobody's Home,1989,2,3:29,Track 'A',Single,True
1,2,Alabama,"Oh, southern star, how I wish you would shine
And show me the way to get home
Well I'm blue-collar branded, and stuck in a mill
Hard work is a way of life for me
Well I'm too young to live like I'm over the hills
And too old to be wild and free.

My heart is onward bound.
I'm rolling with the feeling and I can't slow down
I need a guiding light.
Shining down to lead me through the night
Oh, southern star, how I wish you would shine
And show me the way to get home.

Oh, hey my D.J. friend, would you play me one more song
And let my mind just go and drift away
Now we all have a dream... and a place where we belong
Somewhere we can go and escape.

My heart is onward bound.
I'm rolling with the feeling and I can't slow down
...I need a guiding light.
Shining down to lead me throught the night
Oh, southern star, how I wish you would shine
And show me the way to get home.

Oh, southern star, how I wish you would shine
And show me the way to get home...",Southern Star,Southern Star,1989,2,3:08,Track 'A',Single,True
2,3,Shenandoah,"I brought flowers to your door last ni-ight.
I done you wrong and I wanna make it ri-ight.
You say I'm not welcome here,
I know it oughta be perfectly clear.
But I can't help but wonder what it might be like...

If I had two dozen roses,
And an older bottle of wine.
If I really coulda hung the moon,
Would you change your mind?

If I could cry a little harder.
And get a little less sleep at night.
If I had two dozen roses,
Would it change your mind?

Oh I musta been a fool back then.
To lose somethin' that you can't have again.
I've done all that I know to do.
And second guess my every move.
But I can't help but wonder how it might have been--

If I had two dozen roses,
And an older bottle of wine.
If I really coulda hung the moon,
Would you change your mind?

If I could cry a little harder.
And get a little less sleep at night.
If I had two dozen roses,
Would it change your mind?

If I could cry a little harder,
And get a little less sleep at night.
If I had two dozen roses would it change your mind?
Baby, would you change your mind?
Oh, baby would you change your mind..?",Two Dozen Roses,Two Dozen Roses / Hard Country,1989,2,3:42,Track 'A',Single,True
3,4,Shenandoah,"Just about a mile off-a one-oh-nine,
There's a little church sittin' back in the pines.
I promised that girl she was gonna be mine;
I wouldn't be surprised if she was standin' there cryin'.

Wo-ah, I didn't know this bored-out Ford could go so slow.
Wo-ah, You got to put your foot down on the floor,
'Yeah we've been rocking all night, now, don't you know
You gotta get me to the church on Cumberland Road.

Billy's passed out in the back, But I think he's alive.
Bobby's got his head hangin' over the side.
Here we are doin' only ninety-five.
What's the matter with you, man? I thought you said you could drive!

Wo-ah, I didn't know this bored-out Ford could go so slow.
Wo-ah, You got to put your foot down on the floor,
'Yeah we've been rocking all night, now, don't you know
You gotta get me to the church on Cumberland Road.

Sweeter than the dew on a honeysuckle vine,
Hotter than noon on the Fourth of July,
Cutest little girl that I ever have known
Waitin' at the church on Cumberland Road.

Wo-ah, I didn't know this bored-out Ford could go so slow.
Wo-ah, You got to put your foot down on the floor,
'Yeah we've been rocking all night, now, don't you know
You gotta get me to the church on Cumberland Road.",The Church On Cumberland Road,The Church On Cumberland Road,1989,2,2:58,Track 'A',Single,True
4,5,K.T. Oslin,"Husband comes in and he said wife
Turn down the radio turn off the TV listen to me
Let me tell you about my day
So she sits down and she listens and he begins to speak

When I left here this morning I was bound and determined
I was never gonna come back never, never I was running
I was running from you darling I was running from my job
I was running from the kid in me he never knows when to stop
Got as far as the edge of town then I turned my car around
And headed back to you

Husband said wife what do you think, wife said it's very interesting
Before we talk about your day let's talk about mine and she says

When I left here this morning I was bound and determined
I was never gonna come back never, never I was running
I was running from you darling I was running from my job
I was running from some wrinkles and nail cream well stop
And got as far as the edge of town then I turned my car around
And headed back to you

Come here and hold me, tighter
Tell me tomorrow will be brighter
Kiss me, kiss me a little harder
Don't kiss like we're married kiss me like we're lovers

We looked at each other and we started to grim
This morning it was over this evening we'll start in the loving again

Come here and love me, hold me tighter
Won't you tell me tomorrow will be brighter
Won't you kiss me, kiss me, kiss me a little harder
Don't kiss like we're married kiss me like we're lovers
And hold me, hold me, hold me",Hold Me,Hold Me / She Don't Talk Like Us No More,1988,2,3:57,Track 'A',Single,True
5,6,Dolly Parton,"Hello you said the day we met 
Handing me a yellow rose 
You asked me out 
And to your surprise 
And to mine I said I'd go 
I thought it so romantic 
And I found you sweet and bold 
Though we'd only met 
I still said yes 
To a single yellow rose 
And for years to come 
You were the one 
To sleep with me at night 
To laugh and talk 
And share my thoughts 
And hold me when I'd cry 
And on every occasion 
And for no good reason to 
A big bouquet or a single yellow rose 
Was sent from you 

Yellow roses 
The color of sunshine 
You loved me at one time 
Why did you have to go 
Yellow roses 
Are you sending your new love 
My bright yellow rose buds 
I still love you so 

I never see a yellow rose 
That I didn't think of you 
It's still my favorite flower 
Though the yellow's turned to blue 
The day you left my teardrops fell 
Upon your farewell not 
You said goodbye like you said hello 
With a single yellow rose 

Yellow roses 
The color of sunshine 
You loved me at one time 
Why did you have to go 
Yellow roses 
Are you sending your new love 
My bright yellow rose buds 
Oh I still love you so 

Yellow roses 
The color of sunshine 
You loved me at one time 
Why did you have to go 
Sweet yellow roses 
Are you sending your new love 
My bright yellow rose buds 
I still love you so",Yellow Roses,Yellow Roses,1989,2,3:55,Track 'A',Single,True
6,7,Dwight Yoakam,"I sang Dixie, as he died
But people just walked on by as I cried
The bottle had robbed him of all his rebel pride
So I sang Dixie as he died

He said, way down yonder in the land of cotton
Old times there ain't near as rotten
As they are on this damned old L.A. street
Then he drew a dying breath
And laid his head against my chest
Please, Lord, take his soul back home to Dixie

And I sang Dixie as he died
But people just walked on by as I cried
The bottle had robbed him of all his rebel pride
So I sang Dixie as he died

He said, listen to me son while you still can
Run back home to that Southern land
Don't you see, what life here has done to me
Then he closed those old blue eyes
And fell limp, against my side
No more pain, and now he's safe back home in Dixie

And I sang Dixie as he died
But people just walked on by as I cried
The bottle had robbed him of all his rebel pride
So I sang Dixie as he died

I sang Dixie as he died",I Sang Dixie,I Sang Dixie / Floyd County,1988,2,3:50,Track 'A',Single,True
7,8,Rodney Crowell,"Well the bus pulled away
In a roaring black cloud
Well I stood in the road
And Honey I hollered right out loud

Hey darling I love ya
Hey bus driver woe!
But you can't stop a women when she's out of control

She's crazy for leaving!
I told her so!
And the boys at the bus stop just said ""man, let her go!""
She's crazy for leaving
I told her so!
But you can't stop a women when she's out of control

So I punched out my truck on a telephone pole!
No. she never looked back she just said ""go driver go!""
Well I know I could a caught her
But I ran outta luck!
She was long on to Lufkin by the time they cut me out of my truck

She's crazy for leaving
I told her so!
And the boys at the bus stop just said ""man, let her go!""
She's crazy for leaving I told her so
But you can't stop a women when she's out of control

So I kicked and I cussed that old East Texas road
I throw'd rocks at my truck, which had busted my nose
Ya add insult to injury and what do ya get?
Ya get a bus stop of honkies that don't ever forget!

She's crazy for leaving I told her so
And the bus depot lady just said ""Hun, just let her go!""
She's crazy for leaving I told her so!
But you can't stop a women when she's out of control
No, you can't stop a women when she's out of control

Ya know, she's probably already to Little Rock",She's Crazy For Leaving,She's Crazy For Leaving / Brand New Rag,1988,2,3:14,Track 'A',Single,True
8,9,Randy Travis,"Someday, someway
You'll realize that you've been blind
Yes Darlin', you're gonna need me again
It's just a matter of time

Go on, go on
'Til you've reached the end of the line
'Cause I know, you'll pass my way again
It's just a matter of time

After I gave you, everything I had
You laughed and called me a clown
Remember, in your search, for fortune and fame
What goes up, must come down

I know, I know
That one day you'll wake up and find
That my love, is a true love 
It's just a matter of time

Spoken:
Someday, and someway
Girl, you'll realize that you've been blind
Yes, darlin', I know you're gonna need me again
It's just a matter of time


After I gave you, everything I had 
You laughed and you called me your clown
But remember, in your search, for fortune and fame
What goes up, must come down

I know, I know
That one day you'll wake up and find
That my love, was a true love 
It's just a matter, of time",It's Just A Matter Of Time (Country Remix),It's Just A Matter Of Time,1989,2,3:54,Track 'A',Single,True
9,10,Keith Whitley,"I'm no stranger to the rain
I'm a friend of thunder
Friend, is it any wonder lightning strikes me
I've fought with the devil
Got down on his level
But I never gave in, so he gave up on me

I'm no stranger to the rain
I can spot bad weather
And I'm good at finding shelter in a downpour
I've been sacrificed by brothers
Crucified by lovers
But through it all I withstood the pain
I'm no stranger to the rain

But when I get that foggy feeling
When I'm feeling down
If I don't keep my head up, I may drown
But it's hard to keep believing
I'll even come out even
While the rain beats your hope in the ground
And tonight it's really coming down

I'm no stranger to the rain
But there'll always be tomorrow
And I'll beg, steal, or borrow a little sunshine
And I'll put this cloud behind me
That's how the Man designed me
To ride the wind and dance in a hurricane
I'm no stranger to the rain

Oh, no, I'm no stranger to the rain

I'm no stranger to the rain
I'm a friend of thunder
Friend, is it any wonder lightning strikes me
But I'll put this cloud behind me
That's how the Man designed me
To ride the wind and dance in a hurricane
I'm no stranger to the rain

Oh, no, I'm no stranger to the rain",I'm No Stranger To The Rain,I'm No Stranger To The Rain,1988,2,3:33,Track 'A',Single,True
