,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Tim McGraw with Faith Hill,"Dancin' in the dark
Middle of the night
Takin' your heart
And holdin' it tight

Emotional touch
Touchin' my skin
And askin' you to do
What you've been doin' all over again

Oh, it's a beautiful thing
Don't think I can keep it all in
I just gotta let you know
What it is that won't let me go

It's your love
It just does somethin' to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
It's your love

Better than I was
More than I am
And all of this happened
By takin' your hand

And who I am now
Is who I wanted to be
And now that we're together
I'm stronger than ever
I'm happy and free

Oh, it's a beautiful thing
Don't think I can keep it all in, no
And if you asked me why I changed
All I gotta do is say your sweet name

It's your love
It just does somethin' to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
It's your love
Oh, baby

Oh, it's a beautiful thing
Don't think I can keep it all in
I just gotta let you know
What it is that won't let me go

It's your love
It just does somethin' to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
It's your love
It's your love
It's your love",It's Your Love,It's Your Love,1997,2,3:46,Track 'A',Single,True
1,2,Shania Twain,"Life was going great
Love was gonna have to wait
Was in no hurry, had no worries
Staying single was the plan
Didn't need a steady man
I had it covered, 'til I discovered

That love gets me every time
My heart changed my mind
And I gol' darn gone and done it, hoo

Gone and done it (gone and done it)
I guess I fell in love (gone and done it)
Must've been the way he walked (gone and done it)
Or his sweet, sweet talk (gone and done it)
I guess I gol' darn gone and done it, hoo

I was quite content
Just a-payin' my own rent
It was my place, I needed my space
I was free to shop around
In no rush to settle down
I had it covered, 'til I discovered

That love gets me every time
My heart changed my mind
I gol' darn gone and done it, hoo

Gone and done it (gone and done it)
Guess I fell in love (gone and done it)
Must've been the way he walked (gone and done it)
Or his sweet, sweet talk (gone and done it)
I guess I gol' darn gone and done it, ha

Well, love gets me every time
My heart changed my mind
And I gol' darn gone and done it, hoo

Gone and done it (gone and done it)
Guess I fell in love (gone and done it)
Must've been the way he walked (gone and done it)
Or his sweet, sweet talk (gone and done it)
It's in the way he calls my name (gone and done it)
And I know I'll never be the same (gone and done it)

Don't you know that love gets me every time
My heart changed my mind
And I gol' darn gone and done it
Thought I had it covered, uh huh
Life was goin' great
Well, I gol' darn gone and done it",Love Gets Me Every Time,Love Gets Me Every Time,1997,2,3:32,Track '1',Single,True
2,3,Kevin Sharp,"I pretend that I'm glad you went away
But these four walls close in more every day
And I'm dyin' inside
And nobody knows it but me

Like a clown I put on a show
The pain is real even if nobody knows
And I'm cryin inside
And nobody knows it but me

Why didn't I say - the things I needed to say
How could I let my angel get away
Now my world is just a - tumblin down
I can see it so clearly, but you're nowhere around

The nights are lonely, the days are so sad
And I just keep thinkin' about the love that we had
And I'm missin' you
And nobody knows it but me

How blue can I get - you can ask my heart
Just like a jigsaw puzzle it's been torn all apart
A million words couldn't say - just how I feel
A million years from now you know - I'll be lovin' you still

The nights are lonely, the days are so sad
And I just keep thinking about the love that we had
And I'm missin' you
And nobody knows it but me

Nobody
(The nights are lonely, the days are so sad)
No one knows
(And I just keep thinking about the love that we had)
Nobody knows
(Nobody knows it but me)

(The nights are lonely, the days are so sad)",Nobody Knows,Measure Of A Man,1996,11,3:27,Track '2',Album,True
3,4,George Strait,"I'm not yours and baby you're not mine. 
We've got something that sure is fine. 
Let's take our love one night at a time. 
There's one thing that we both agree. 
I like you and baby you like me. 
Let's take our love one night at a time. 

All night, love all night, practice makes perfect, gonna get it right 
Gonna get it right, one night at a time. 

Oh I think about you all day long. 
It feels so good, it can't be wrong. 
I got my fingers crossed that this goes on and on. 
Tomorrow well that's another day. 
Come on baby, now whatta you say. 
Let's take our love one night at a time. 

All night, love all night, practice makes perfect, gonna get it right 
Gonna get it right, one night at a time.",One Night At A Time,One Night At A Time,1997,2,3:49,Track 'A',Single,True
4,5,Shania Twain,"You're so complicated - you hang over my shoulder
When I read my mail
I don't appreciate it
When I talk to other guys
You think they're on my tail

I get so aggravated when I get off the phone
And get the third degree
I'm really feelin' frustrated
Why don't you take a pill and put a little trust in me
And you'll see

Don't freak out until you know the facts
Relax

Don't be stupid - you know I love you
Don't be ridiculous - you know I need you
Don't be absurd - you know I want you
Don't be impossible

I'm mad about you (I'm mad about you)
Can't live without you (can't live without you)
I'm crazy 'bout you (I'm crazy 'bout you)
So don't be stupid - you know I love you

Stop overreacting
You even get suspicious when I paint my nails
It's definitely distracting
The way you dramatize every little small detail

Don't freak out until you know the facts
Relax - Max

Don't be stupid - you know I love you
Don't be ridiculous - you know I need you
Don't be absurd - you know I want you
Don't be impossible

I'm mad about you (I'm mad about you)
Can't live without you (can't live without you)
I'm crazy 'bout you (I'm crazy 'bout you)
So don't be stupid - you know I love you

Don't be stupid - you're my baby

I'm mad about you (I'm mad about you)
Can't live without you (can't live without you)
I'm crazy 'bout you (I'm crazy 'bout you)
So don't be stupid - you know I love you

Don't be stupid - you know I love you
Don't be ridiculous - you know I need you
Don't be absurd - you know I want you
Don't be impossible",Don't Be Stupid (You Know I Love You),Don't Be Stupid (You Know I Love You),1997,2,3:35,Track 'A',Single,True
5,6,Deana Carter,"The summer air was heavy and sweet
You and I on a crowded street
There was music everywhere, I can see us there
In a happy little foreign town
Where the stars hung upside down
A half a world away, far, far away

I remember you were laughing
We were so in love, we were so in love

And the band played
Songs that we had never heard
But we danced anyway
We never understood the words
We just sang oh la la la la la la la la
And we danced anyway

Well they say you can't go back
But baby I don't believe that
Come along with me, come on and dance with me
Well maybe if I hold you close
Baby we could just let go
Of these things that tie us down, we'll come back around

You remember we were laughing
We were so in love, so in love

(Chrous)

You remember we were laughing
We were so in love, we were so in love

And the band played
Songs that we had never heard
But we danced anyway
We never understood the words
We just sang oh la la la la la la la la
La la la of the world
Oh
And we dance anyway (ooh we were laughing oh)
Oh
And we danced anyway
(Oh we were dancing oh)",We Danced Anyway,We Danced Anyway,1995,2,3:23,Track 'A',Single,True
6,7,Martina McBride,"She loved him like he was
The last man on Earth
Gave him everything she ever had
He'd break her spirit down
Then come lovin' up on her
Give a little then take it back

She'd tell him about her dreams
He'd just shoot 'em down
Lord he loved to make her cry
""You're crazy for believin'
You'll never leave the ground,""
He said. ""Only angels know how to fly""

And with a broken wing
She still sings
She keeps an eye on the sky
With a broken wing
She carries her dreams
Man you ought to see her fly

One Sunday morning
She didn't go to church
He wondered why she didn't leave
He went up to the bedroom
Found a note by the window
With the curtains blowin' in the breeze

And with a broken wing
She still sings
She keeps an eye on the sky
With a broken wing
She carries her dreams
Man you ought to see her fly

With a broken wing
She carries her dreams
Then you ought to see her fly",,,,,,,,
7,8,Kenny Chesney,"She's got every quality
From A all the way to Z
It's easy to see she's the perfect girl

She's got every single thing
That makes up my wildest dreams
Sometimes I still can't quite believe she's holding me 'cause

She got it all my heart my soul my wishes
All of my love my hugs my kisses
Every thing that means anything at all

All of my life I spent a hopin'
I could give someone such devotion
Every sweet memory I can recall

She got it all

You know that I admit
That someone to love like this
Only existed in my prayer

Until I saw her face
I knew I found the place
Where I could keep my every faith eternally 'cause

She got it all my heart my soul my wishes
All of my love my hugs my kisses
Every thing that means anything at all

All of my life I spent a hopin'
I could give someone such devotion
Every sweet memory I can recall

She got it all

All of my life I spent a hopin'
I could give someone such devotion
Every sweet memory I can recall

All of my heart my soul my wishes
All of my love my hugs my kisses
Every sweet memory I can recall

She got it all

She's got it all",She's Got It All,"She's Got It All / Lonely, Needin' Lovin'",1997,2,,Track 'A',Single,True
8,9,Garth Brooks,"Longneck bottle 
Let go of my hand 
Hey jukebox don't start playin' that song again 
'Cause there's a girl at home who loves me 
You know she won't understand 
Longneck bottle 
Let go of my hand 

Hey barroom mirror on the wall 
Go stare at someone else 
Don't show the world the fool I am 
Just keep it to yourself 

Longneck bottle 
Let go of my hand 
Hey jukebox don't start playin' that song again 
'Cause there's a girl at home who loves me 
You know she won't understand 
Longneck bottle 
Let go of my hand 

Dance floor seems you're underneath my feet 
Everywhere I turn 
I oughta waltz right out of them swingin' doors 
But that's a step I just can't learn 

Longneck bottle 
Let go of my hand 
Lordy, Lordy jukebox don't start playin' that song again 
'Cause there's a girl at home who loves me 
You know she won't understand 
Longneck bottle 
Let go of my hand",Longneck Bottle,Longneck Bottle,1995,2,2:15,Track 'A',Single,True
9,10,Sammy Kershaw,"You are the love of my life
And you are the reason I'm alive
And baby baby baby
When I think of how you saved me
I go crazy

I've never known love like this
And it fills me with a new tenderness
And I know I know I know
You're in my heart, You're in my soul
You're all I can't resist

And I need to tell you
The first time I held you I knew
You are the love of my life

I spent a lifetime waiting
Always hesitating until you
I was lost so deep inside my shell
Till you came and saved me from myself
Now all I really know is I need you

And you are the love of my life
All the joy and tears that I cry
And baby baby baby
You don't have to say a word
I see it in your eyes

As we stand together
I promise forever till the day that I die
You are the love of my life

I spent a lifetime waiting
Always hesitating until you
I was lost so deep inside my shell
Till you came and saved me from myself
Now all I really know is I need you

You are the love of my life
And you are the reason I'm alive",Love Of My Life,Labor Of Love,1997,11,4:20,Track '11',Album,True
