,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Ronnie Milsap,"Well, you can walk out on me tonight
If you think that it ain't feeling right
But darling, there's ain't no getting over me.

Well, you can say that you need to be free
But there ain't no place that I won't be
Sweet darling, there ain't no getting over me.

I'll be the bill you forgot to pay
I'll be the dream that keeps you awake
I'll be the song on the radio
I'll be the reason that you tell the boys no.

Don't you know you can tell everyone that we're through
You might even believe it too
But darling, there's ain't no getting over me
Sweet darling, there ain't no getting over me.

I'll be the face that you see in the crowd
I'll be the times that you cry out loud
I'll be the smile when there's no one around
I'll be the book that you just can't put down
So you can walk out on me tonight.

If you think that it ain't feeling right
But darling, there's ain't no getting over me
You'll see sweet darling, there's ain't no getting over me
No, no, no, no, No Darling, there ain't no getting over me.

Ooh mmmm
Mmmm No darling, there ain't no getting over me.

Ooh darling, there ain't no getting over me...",(There's) No Gettin' Over Me,(There's) No Gettin' Over Me,1981,2,3:15,Track 'A',Single,True
1,2,Kenny Rogers,"I don't need you
I don't need friendship
I don't need flowers in the spring
I don't need you
And you surely don't need me

I don't need love and affection
I don't peace and harmony
I don't need you
And you surely don't need me

But we both want it bad enough
Yes, we both want it, don't we?
I don't need you baby
And I know you don't need me

I don't need your loving arms around me
All I need is to be free
That's what I keep telling myself
And I tell you, you don't need me

I don't need children in my old age
No more cluttered leaves around the tree
And I don't need you baby
And I know you don't need me

But we both want it bad enough
Yes, we both want it, don't we?
I don't need you baby
And I know you don't need me

And we don't need each other, baby
We don't need each other, baby
Or do we?",I Don't Need You,I Don't Need You / Without You In My Life,1981,2,3:27,Track 'A',Single,True
2,3,Alabama,"I once thought of love as a prison
A place I didn't want to be
So long ago, I made a decision
To be footloose and fancy-free
But you came and I was so tempted
To gamble on love just one time
I never thought that I would get caught
It seemed like a perfect crime

Baby, you left me defenseless
But I've only got one plea
Lock me away inside of your love
And throw away the key
I'm guilty of love in the first degree

I thought it would be so simple
Like a thousand times before
I'd take what I wanted and just walk away
But I never made it to the door
Now, babe I'm not begging for mercy
Go ahead and throw the book at me
If lovin' you's a crime
I know that I'm as guilty as a man can be

Baby, you left me defenseless
But I've only got one plea
Lock me away inside of your love
And throw away the key
I'm guilty of love in the first degree

Love in the first degree
Oh yeah
Oh yeah

Baby, you left me defenseless
But I've only got one plea
Lock me away inside of your love
And throw away the key
I'm guilty of love in the first degree

Love in the first degree
Oh yeah
Love in the first degree
Love in the first degree
Oh yeah
Love in the first degree
Love in the first degree
Love in the first degree
Love in the first degree",Love In The First Degree,Love In The First Degree,1981,2,3:16,Track 'A',Single,True
3,4,Eddie Rabbitt,"She seems a million miles away
When she walks by you don't know what to say
You gonna make a move, you better make it now
Don't be afraid, 'cause love will show you how

You take that first step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know step by step
Step by step
You'll win her love

She looks too beautiful to touch
But your heart keeps talking to you now
Don't give up
You think you see something in her eye
But you will never know until you try

But you gotta take that first step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know that step by step
Step by step
You'll win her love

Second step ...
Third step ...
Don't you know step by step
Step by step

First step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know that step by step
Step by step
You'll win her love

Second step ...
Third step ...
Don't you know step by step
Step by step

First step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know that step by step
Step by step
You'll win her love",Step By Step,Step By Step,1981,10,3:42,Track 'B1',Album,True
4,5,Juice Newton,"When I see you in the morning with the sleep still in your eyes,
I remember all the laughter and the tears we shared last night.
And as we lie here, just two shadows in the light before the dawn,
The sweetest thing I've ever known is loving you.

And I have never been afraid of losing now.
And I have never wanted love to be a chain.
I only know that when I'm with you, you're my sunshine, you're my rain.
The sweetest thing I've ever known is loving you.
The sweetest thing I've ever known is loving you.

Now, you and I, we're not children.
We have both been loved before.
We have given and we have taken many rides on troubled shores.
But all the heartaches and temptations only make me love you more.
The sweetest thing I've ever known is loving you.

And I have never been afraid of losing now.
And I have never wanted love to be a chain.
I only know that when I'm with you, you're my sunshine, you're my rain.
The sweetest thing I've ever known is loving you.
The sweetest thing I've ever known is loving you.",The Sweetest Thing (I've Ever Known),The Sweetest Thing (I've Ever Known),1981,2,3:58,Track 'A',Single,True
5,6,Bertie Higgins,"Wrapped around each other
Trying so hard to stay warm
That first cold winter together
Lying in each other's arms
Watching those old movies
Falling in love so desperately
Honey I was your hero
And you were my leading lady

We had it all
Just like Bogey and Bacall
Starring in our own late, late show
Sailing away to Key Largo

Here's lookin' at you kid
Missing all the things we did
We can find it once again, I know
Just like they did in Key Largo

Honey can't you remember
We played all the parts
That sweet scene of surrender
When you gave me your heart
Please say you will... play it again
'Cause I love you still
Baby this can't be the end

We had it all
Just like Bogey and Bacall
Starring in our own late, late show
Sailing away to Key Largo

Here's lookin' at you kid
Missing all the things we did
We can find it once again, I know
Just like they did in Key Largo",Key Largo,Key Largo,1981,2,2:59,Track 'A',Single,True
6,7,Kenny Rogers,"I can't remember when you weren't there
When I didn't care for anyone but you
I swear we've been through everything there is
Can't imagine anything we've missed
Can't imagine anything the two of us can't do

Through the years
You've never let me down
You've turned my life around
The sweetest days I've found
I've found with you
Through the years
I've never been afraid
I've loved the life we've made
And I'm so glad I've stayed
Right here with you
Through the years

I can't remember what I used to do
Who I trusted, whom I listened to before
I swear you've taught me everything I know
Can't imagine needing someone so
But through the years it seems to me
I need you more and more

Through the years
Through all the good and bad
I know how much we had
I've always been so glad
To be with you
Through the years
It's better every day
You've kissed my tears away
As long as it's okay
I'll stay with you
Through the years

Through the years
When everything went wrong
Together we were strong
I know that I belonged
Right here with you
Through the years
I never had a doubt
We'd always work things out
I've learned what life's about
By loving you
Through the years

Through the years
You've never let me down
You've turned my life around
The sweetest days I've found
I've found with you
Through the years
It's better every day
You've kissed my tears away
As long as it's okay
I'll stay with you
Through the years",Through The Years,Through The Years,1981,2,4:24,Track 'A',Single,True
7,8,Alabama,"Whisper to me softly, breathe words upon my skin
No one's near and listening, so please don't say goodbye
Just hold me close and love me, press your lips to mine
Mmm feels so right. Feels so right.

Lying here beside you I hear the echoes of your sighs
Promise me you'll stay with me and keep me warm tonight
So hold me close and love me, give my heart a smile
Mmm feels so right. Feels so right.

Your body feels so gentle and my passion rises high
You're loving me so easy, you're wish is my command
Just hold me close and love me, tell me it won't end
Mmm feels so right. Feels so right.

Feels so right.

Ah, you feel so right baby...",Feels So Right,Feels So Right,1981,10,3:32,Track 'A1',Album,True
8,9,Anne Murray,"Rain in the sky
A tear in my eye
Static on the radio
The long night's begun
With dinner for one
You said you'd never go

Blessed are the believers
They shall inherit a heartache
Believing in you, babe
That was my greatest heartbreak
Blessed are all the left-behind
For their hearts shall one day mend
When loving those same sweet lies
Make us believers again

Cold coffee cup
Sun coming up
Sleep is a distant dream
Something you said
Rolls round in my head
Something that you didn't mean

Blessed are the believers
They shall inherit a heartache
Believing in you, babe
That was my greatest heartbreak
Blessed are all the left-behind
For their hearts shall one day mend
When loving those same sweet lies
Make us believers again
Blessed are the believers
They shall inherit a heartache
Believing in you, babe
That was my greatest heartbreak",Blessed Are The Believers,Blessed Are The Believers,1981,2,2:39,Track 'A',Single,True
9,10,Rosanne Cash,"You act like you were just born tonight
Face down in a memory but feeling all right
So who does your past belong to today
Baby, you don't say nothing when you're feeling this way

Girls in the bars thinking who is this guy
But they don't think nothing when they're telling you lies
You look so careless when they're shooting that bull
Don't you know heartaches are heroes when their pockets are full

Tell me you're trying to cure a seven year ache
See what else your old heart can take
Boys say, ""when is he gonna give us some room""
The girls say, ""God, I hope he comes back soon""

And everybody's talking but you don't hear a thing
You're still uptown on your downhill swing
Boulevard's empty, why don't you come around
Baby, what is so great about sleeping downtown

There's plenty of dives to be someone you're not
Just say you're looking for something you might have forgot
Don't bother calling to say you're leaving alone
'Cause there's a fool on every corner when you're trying to get home

Just tell 'em your trying to cure a seven year ache
See what else your old heart can take
Boys say, ""when is he gonna give us some room""
The girls say, ""God, I hope he comes back soon""

Tell me you're trying to cure a seven year ache
See what else your old heart can take
Boys say, ""when is he gonna give us some room""
The girls say, ""God, I hope he comes back soon""",Seven Year Ache,Seven Year Ache,1981,10,3:15,Track 'A2',Album,True
