,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,John Michael Montgomery,"I see the questions in your eyes
I know what's weighing on your mind
But you can be sure I know my part
'Cause I'll stand beside you through the years
You'll only cry those happy tears
And though I'll make mistakes
I'll never break your heart

I swear
By the moon and stars in the sky
I'll be there
I swear
Like the shadow that's by your side
I'll be there
For better or worse
Till death do us part
I'll love you with every beat of my heart
I swear

I'll give you everything I can
I'll build your dreams with these two hands
We'll hang some memories on the wall
And when there's silver in your hair
You won't have to ask if I still care
'Cause as time turns the page
My love won't age at all

I swear
By the moon and stars in the sky
I'll be there
I swear
Like the shadow that's by your side
I'll be there
For better or worse
Till death do us part
I'll love you with every beat of my heart
I swear

I swear
By the moon and stars in the sky
I'll be there
I swear
Like the shadow that's by your side
I'll be there
For better or worse
Till death do us part
I'll love you with every beat of my heart
I swear
I swear",I Swear,I Swear / Dream On Texas Ladies,1994,2,4:24,Track 'A',Single,True
1,2,Faith Hill,"They said, ""Change your clothes,""
She said, ""No, I won't.""
They said, ""Comb your hair,""
She said, ""Some kids don't.""
And her parents dreams went up in smoke.

They said, ""You can't leave,""
She said, ""Yes I will.""
They said, ""Don't see him,""
She said, ""His name is Bill.""
She's on a roll and it's all uphill.

She's a wild one, with an angel's face.
She's a woman, a child, and a state of grace.
When she was three years old on her daddy's knee
He said, ""You can be anything you want to be...""
She's a wild one running free.

She loves rock and roll
They said ""It's Satan's tongue.""
She thinks they're too old,
They think she's too young
And the battle lines are clearly drawn.

She's a wild one, with an angel's face.
She's a woman, a child, and a state of grace.
When she was three years old on her daddy's knee
He said, ""You can be anything you want to be...""
She's a wild one running free.

She has future plans and dreams at night.
When they tell her 'life is hard' she says,
""That's all right."" Yeah.

She's a wild one, with an angel's face.
She's a woman, a child, and a state of grace.
When she was three years old on her daddy's knee
He said, ""You can be anything you want to be...""

She's a wild one, with an angel's face.
She's a woman, a child, and a state of grace.
When she was three years old on her daddy's knee
He said, ""You can be anything you want to be...""
She's a wild one running free.",Wild One,Wild One,1994,2,2:45,Track 'A',Single,True
2,3,Joe Diffie,"Well, I got my first truck when I was three
Drove a hundred thousand miles on my knees
Hauled marbles and rocks and thought twice before 
I hauled a Barbie Doll bed for the girl next door 
She tried to pay me with a kiss and I began to understand
There's something women like about a pickup man

When I turned sixteen, I saved a few hundred bucks
My first car was a pickup truck
I was cruising the town and the first girl I seen
Was Bobbie Jo Gentry, the homecoming queen
She flagged me down and climbed up in the cab
And said, ""I never knew you were a pickup man""

You can set my truck on fire and roll it down a hill
And I still wouldn't trade it for a Coupe De Ville
I got an eight-foot bed that never has to be made
You know, if it weren't for trucks we wouldn't have tailgates
I met all my wives in traffic jams
There's just something women like about a pickup man

Most Friday nights I can be found
In the bed of my truck on an old chaise lounge
Backed into my spot at the drive-in show
You know a cargo light gives off a romantic glow
I never have to wait in line at the popcorn stand
'Cause there's something women like about a pickup man

You can set my truck on fire and roll it down a hill
And I still wouldn't trade it for a Coupe De Ville
I got an eight-foot bed that never has to be made
You know, if it weren't for trucks we wouldn't have tailgates
I met all my wives in traffic jams
There's just something women like about a pickup man

A bucket of rust or a brand new machine
Once around the block and you'll know what I mean

You can set my truck on fire and roll it down a hill
And I still wouldn't trade it for a Coupe De Ville
I got an eight-foot bed that never has to be made
You know, if it weren't for trucks we wouldn't have tailgates
I met all my wives in traffic jams
There's just something women like about a pickup man
Yeah, there's something women like about a pickup man",Pickup Man,Pickup Man,1994,2,3:36,Track 'A',Single,True
3,4,Garth Brooks,"Moonlight on canvas, midnight and wine 
Two shadows starting to softly combine 
The picture they're painting 
Is one of the heart 
And to those who have seen it 
It's a true work of art 

Oh, the red strokes 
Passions uncaged 
Thundering moments of tenderness rage 
Oh, the red strokes 
Tempered and strong 
Burning the night like the dawn 

Steam on the window, salt in a kiss 
Two hearts have never pounded like this 
Inspired by a vision 
That they can't command 
Erasing the borders 
With each brush of a hand 

Oh, the red strokes 
Passions uncaged 
Thundering moments of tenderness rage 
Oh, the red strokes 
Tempered and strong
Burning the night like the dawn 

Oh, the blues will be blue and the jealousies green 
But when love picks its shade it demands to be seen 

Oh, the red strokes 
Passions uncaged 
Thundering moments of tenderness rage 
Oh, the red strokes 
Fearlessly drawn
Burning the night like the dawn 

Oh, the red strokes 
Passions uncaged 
Thundering moments of tenderness rage 
Oh, the red strokes 
Fearlessly drawn
Burning the night like the dawn

Steam on the window, salt in a kiss 
Two hearts have never pounded like this",The Red Strokes,The Red Strokes,1994,2,3:44,Track 'A',Single,True
4,5,Tim McGraw,"Johnny's daddy, was takin' him fishin', when he was eight years old
A little girl came through the front gate, holdin' a fishin' pole
His dad looked down and smiled, said we can't leave her behind
Son I know you don't want her to go, but someday you'll change your mind

And Johnny said
Take Jimmy Johnson, take Tommy Thompson, take my best friend Bo
Take anybody that you want as, long as she don't go
Take any boy in the world
Daddy please, don't take the girl

Same old boy, same sweet girl, ten years down the road
He held her tight and kissed her lips in, front of the picture show
Stranger came and pulled a gun, grabbed her by the arm
Said if you do what I tell you to there, won't be any harm

And Johnny said
Take my money, take my wallet, take my credit cards
Here's the watch that my grandpa gave me, here's the key to my car
Mister give it a whirl
But please, don't take the girl

Same old boy, same sweet girl, five years down the road
There's gonna be a little one and she, says it's time to go
Doctor says the baby's fine, but you'll have to leave
'Cause his momma's fadin' fast and, Johnny hit his knees

And there he prayed
Take the very, breath you gave me, take the heart from my chest
I'll gladly take her place if you'll let me, make this my last request
Take me out of this world
God please, don't take the girl

Johnny's daddy was taking him fishin'
When he was eight years old",Don't Take The Girl,Don't Take The Girl,1994,2,4:09,Track 'A',Single,True
5,6,John Michael Montgomery,"I know you've heard that worn out line
About love at first sight
Well I never knew those words were true
Till you walked in tonight
All it took was just one look
To knock me off my feet
I'm not a man of many words
So I'll make this short and sweet

Could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight
Yeah I'd take a chance slow dance make a little romance
Honey it'll be all right
Girl you got me wishin' we were huggin'
And a kissin' and a holdin' each other tight
So could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight

I'm not tryin' to come on like
Some rhinestone romeo
I'm a lookin' for a whole lot more
Than a one night rodeo
What can I do to prove to you
I'm a layin' it on the line
I'll even get down on my knees
Just to beg you one more time

Girl could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight
Yeah I'd take a chance slow dance make a little romance
Honey it'll be all right
Girl you got me wishin we were huggin
And a kissin' and a holdin' each other tight
So could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight

Girl could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight
Yeah I'd take a chance slow dance make a little romance
Honey it'll be all right
Girl you got me wishin' we were huggin'
And a kissin' and a holdin' each other tight
So could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight
Could ya would ya ain't ya gonna if I asked you
Would ya wanna be my baby tonight",Be My Baby Tonight,Be My Baby Tonight / Full-Time Love,1994,2,2:50,Track 'A',Single,True
6,7,Little Texas,"Get on your mark, get set
Ready or not here I come
You've been looking for love
Well honey, I can give you some
When your world is standing still
I can turn it around
Put your head up in the clouds
And pick your feet off the ground

My love
Are you ready for my love, my love
My love, my love is ready for you.
If you're looking for a heart that's always true
Only to you, then my love
My love, my love is ready for you.

Girl, I've heard it said
That love is good for the soul
I see the hunger in your eyes
Burning out of control
My love is overflowing from a loving cup
Girl, I know you're down
But love will lift you up.

My love is overflowing from a loving cup
Girl, I know your're down
But love will lift you up

My love, my love is ready for you... (x2)",My Love,My Love / Only Thing I'm Sure Of,1993,2,4:05,Track 'A',Single,True
7,8,Neal McCoy,"I woke up this morning
My head fell dense
I splashed it with water tryin' to make it make sense
I stumbled to the kitchen
She was standing at the sink
All she had to do was just gimme that wink

Slam-bam I'm feelin' all right
Troubles take a hike in the blink of an eye
Don't need to psychoanalyze or have a stiff drink
All she's gotta do is just give me that wink

Well it's her way of sayin' she's on my side
An unspoken message that works every time
When my brain starts smokin'
And I can't even think
All she's gotta do is just give me that wink

In this complicated world
It may sound absurd
But simple little things are the miracle cure
Push to the limit
I'm standin' at the brink
All she's gotta do is just give me that wink",Wink,Wink,1994,2,2:42,Track 'A',Single,True
8,9,Joe Diffie,"She walks into Smokey's
One hip at a time
Like a broken field runner
Slippin' through the lines
He likes the way she looks
So he calls a little wife
Says don't wait up for me,
I'll be workin late tonight.
Wife hangs up the phone bursts into tears
Calls her sister up and cries get over here.

Sister tells her boyfriend be back in awhile
Boyfriend wants a beer, the store is just a mile.
Leaves the motor runnin' he'll only be a minute,
His car drives away with teenagers in it.
Driver tells his buddies, got one life to live
They scream into the night, let's get it over with.

Cause and effect, chain of events,
All of the chaos makes perfect sense,
When we're spinnin' round,
Things come undone.
Welcome to the earth, third rock from the sun.

The kid guns the gas, car starts to swerve
Heads for a semi-truck, jumps the curb
Truck hits a bigboy in the Shoney's parking lot
Flies through the air, takes out the bank clock
Clock strikes a light pole, transformer sparks
Lines go down, town goes dark.

Waitress calls the cops says she saw it all
Swears a giant alien has landed at the mall
Cops ring up the mayor says there's panic in the street,
Hate to wake you up but we can't find the chief,
Mayor says use your head, if he ain't in his car
He's hiding from his wife, down at Smokey's bar

Cause and effect, chain of events,
All of the chaos makes perfect sense,
When we're spinnin' round,
Things come undone.
Welcome to the earth, third rock from the sun.

Cause and effect, chain of events,
All of the chaos makes perfect sense,
When we're spinnin' round,
Things come undone.
Welcome to the earth, third rock from the sun.

Welcome to Earth third rock from the sun.
Welcome to Earth third rock from the sun.
Welcome to Earth third rock from the sun.",Third Rock From The Sun,Third Rock From The Sun,1994,11,3:04,Track '1',Album,True
9,10,Alan Jackson,"Two young people without a thing
Say some vows and spread their wings
And settle down with just what they need
Livin' on love

She don't care 'bout what's in style
She just likes the way he smiles
It takes more than marble and tile
Livin' on love

Livin' on love, buyin' on time
Without somebody, nothing ain't worth a dime
Just like an old-fashioned story book rhyme
Livin' on love

It sounds simple, that's what you're thinkin'
But love can walk through fire without blinkin'
It doesn't take much when you get enough
Livin' on love

Two old people without a thing
Children gone but still they sing
Side by side on that front porch swing
Livin' on love

He can't see anymore
She can barely sweep the floor
Hand in hand they'll walk through that door
Just livin' on love

Livin' on love, buyin' on time
Without somebody, nothing ain't worth a dime
Just like an old-fashioned story book rhyme
Livin' on love

It sounds simple, that's what you're thinkin'
But love can walk through fire without blinkin'
It doesn't take much when you get enough
Livin' on love

Livin' on love, buyin' on time
Without somebody, nothing ain't worth a dime
Just like an old-fashioned story book rhyme
Livin' on love

Well, it sounds simple, that's what you're thinkin'
But love can walk through fire without blinkin'
It doesn't take much when you get enough
Livin' on love
No, it doesn't take much when you get enough
Livin' on love",Livin' On Love,Livin' On Love,1994,2,3:48,Track 'A',Single,True
