,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Brooks & Dunn,"Out in the country past the city limits sign
Well, there's a honky tonk near the county line
The joint starts jumpin' every night when the sun goes down
They got whiskey, women, music and smoke
It's where all the cowboy folk go to boot scoot boogie

I got a good job, I worked hard for my money
When it's quittin' time I hit the door runnin'
I fire up my pickup truck and let the horses run
I go flyin' down that highway to that hide-a-way
Stuck out in the woods to do the boot scoot boogie

Yeah, heel, toe, do-si-do, come on, baby, let's go boot scootin!
Oh, Cadillac, black jack, baby meet me out back - we're gonna boogie
Oh, get down, turn around, go to town, boot scootin' boogie

The bartender asks me, says, ""Son, what'll it be?""
I want a shot at that red-head yonder lookin' at me
The dance floors hoppin' and it's hotter than the Fourth of July
I see outlaws, in-laws, crooks and straights all out makin' it shake
Doin' the boot scootin' boogie

Yeah, heel, toe, do-si-do, come on, baby, let's go boot scootin'!
Oh, Cadillac, black jack, baby, meet me out back - we're gonna boogie
Get down, turn around, go to town, boot scootin' boogie

Oh, heel, toe, do-si-do, come on, baby, let's go boot scootin'!
Yeah, Cadillac, black jack, baby meet me out back we're gonna boogie
Yeah, get down, turn around, go to town, boot scootin' boogie
I said, get down, turn around, go to town, boot scootin' boogie
Get down, turn around, go to town, boot scootin' boogie",Boot Scootin' Boogie,Boot Scootin' Boogie / Lost And Found,1992,2,3:16,Track 'A',Single,True
1,2,Garth Brooks,"Last time I saw her it was turnin' colder
But that was years ago
Last I heard she had moved to Boulder
But where she's now, I don't know

There's somethin' 'bout this time of year
That spins my head around
Takes me back and makes me wonder
What she's doin' now

'Cause what she's doin' now is tearin' me apart
Fillin' up my mind and emptying my heart
I can hear her call each time the cold wind blows
And I wonder if she knows, what she's doin' now

Just for laughs, I dialed her old number
But no one knew her name
Hung up the phone, sat there and wondered
If she'd ever done the same

I take a walk in the evening wind
To clear my head somehow
But tonight I lie here thinkin'
What she's doin' now

'Cause what she's doin' now is tearin' me apart
Fillin' up my mind and emptying my heart
I can hear her call each time the cold wind blows
And I wonder if she knows

What she's doin' now is tearin' me apart
Fillin' up my mind and emptying my heart
I can hear her call each time the cold wind blows
And I wonder if she knows, what she's doin' now",What She's Doing Now,What She's Doing Now / Friends In Low Places,1992,2,3:23,Track 'A',Single,True
2,3,Collin Raye,"I read a note my grandma wrote back in 1923
Grandpa kept it in his coat, and he showed it once to me
He said, ""Boy you might not understand, but a long, long time ago
Grandma's daddy didn't like me none, but I loved your grandma so

We had this crazy plan to meet and run away together
Get married in the first town we came to and live forever
But nailed to the tree where we were supposed to meet instead
I found this letter, and this is what it said

If you get there before I do, don't give up on me
I'll meet you when my chores are through; I don't know how long I'll be
But I'm not gonna let you down, darling, wait and see
And between now and then, 'til I see you again, I'll be loving you
Love, me

I read those words just hours before my grandma passed away
In the doorway of a church where me and grandpa stopped to pray
I know I'd never seen him cry in all my fifteen years
But as he said these words to her, his eyes filled up with tears

If you get there before I do, don't give up on me
I'll meet you when my chores are through; I don't know how long I'll be
But I'm not gonna let you down, darling, wait and see
And between now and then, 'til I see you again, I'll be loving you
Love, me
Between now and then, 'til I see you again, I'll be loving you
Love, me","Love, Me","Love, Me",1991,2,,Track 'A',Single,True
3,4,Garth Brooks,,No One Else On Earth,Chartbreakers CD Music Library,1994,21,3:41,Track '17',Single,True
4,5,Reba McEntire,"She married when she was twenty
She thought she was ready
Now she's not so sure
She thought she'd done some livin'
Now she's just wonderin' what she's living for
Now she's feelin that' there's something more

Is there life out there?
So much she hasn't done
Is there life beyond her family and her home?
She's done what she should
Should she do what she dares?
She doesn't wanna leave she's just wondering
Is there life out there?

She's always lived for tomorrow
But she's never learned how to live for today
Oh, she's dyin' to try something foolish
Do somethin' crazy or just get away
Oh, something for herself for a change

Is there life out there?
So much she hasn't done
Is there life beyond her family and her home?
She's done what she should
Should she do what she dares?
She doesn't wanna leave; she's just wonderin'
Is there life out there?

There's a place in the sun that she's never been
Where life is fair and time is a friend
Would she do it the same as she did back then?
Oh, she looks out her window and she wonders again

Is there life out there?
So much she hasn't done
Is there life beyond her family and her home?
She's done what she should
Should she do what she dares?
She doesn't wanna leave; she's just wonderin'
Is there life out there?

Oh, she doesn't wanna leave; she's just wonderin'
is there life out there?",Is There Life Out There,Is There Life Out There,1991,2,,Track 'A',Single,True
5,6,Aaron Tippin,,There Ain't Nothin' Wrong With The Radio,There Ain't Nothin' Wrong With The Radio / I Miss Misbehavin',1992,2,2:45,Track 'A',Single,True
6,7,Alabama,"I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why.

Don't know why
I have to drive so fast
My car has nothing to prove
It's not new
But it'll do 0 to 60 in 5.2.

Oh I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why.

Can't be late
I leave plenty of time
Shaking hands with the clock
I can't stop
I'm on a roll and I'm ready to rock.

Oh I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why.

I hear a voice
That say's I'm running behind
I better pick up my pace
It's a race
And there ain't no room
For someone in second place.

I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why.

I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why.

I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why.

I'm in a hurry to get things done
Oh I rush and rush until life's no fun
All I really gotta do is live and die
But I'm in a hurry and don't know why...",I'm In A Hurry (And Don't Know Why),I'm In A Hurry (And Don't Know Why),1992,2,2:48,Track 'A',Single,True
7,8,Vince Gill,"Everybody wants a little piece of my time
But still I put you at the end of the line
How it breaks my heart to cause you this pain
To see the tears you cry fallin' like rain

Give me the chance to prove
And I'll make it up to you

I still believe in you
With a love that will always be
Standing so strong and true
Baby, I still believe in you and me

Somewhere along the way, I guess I just lost track
Only thinkin' of myself, never lookin' back
For all the times I've hurt you, I apologize
I'm sorry it took so long to finally realize

Give me the chance to prove
That nothing's worth losing you

I still believe in you
With a love that will always be
Standing so strong and true
Baby I still believe in you and me

Baby

I still believe in you
With a love that will always be
Standing so strong and true
Baby, I still believe in you and me",I Still Believe In You,I Still Believe In You,1992,10,3:57,Track '10',Album,True
8,9,Collin Raye,"For all I've been blessed with in this life
There was an emptiness in me
I was imprisoned by the power of gold
With one honest touch, you set me free

Let the world stop turning
Let the sun stop burning
Let them tell me love's not worth going through
If it all falls apart, I will know deep in my heart
The only dream that matters has come true
In this life, I was loved by you

For every mountain I have climbed
Every raging river crossed
You were the treasure that I longed to find
Without your love I would be lost

Let the world stop turning
Let the sun stop burning
Let them tell me love's not worth going through
If it all falls apart, I will know deep in my heart
The only dream that mattered had come true
In this life I was loved by you

In this life, I was loved by you",In This Life,In This Life,1992,10,3:13,Track '2',Album,True
9,10,Vince Gill,,Don't Let Our Love Start Slippin' Away,Don't Let Our Love Start Slippin' Away,1992,2,3:43,Track 'A',Single,True
