,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Mary MacGregor,"There are times when a woman has to say what's on her mind
Even though she knows how much it's gonna hurt
Before I say another word let me tell you, I love you
Let me hold you close and say these words as gently as I can

There's been another man that I've needed and I've loved
But that doesn't mean I love you less
And he knows he can't possess me and he knows he never will
There's just this empty place inside of me that only he can fill

Torn between two lovers, feelin' like a fool
Lovin' both of you is breakin' all the rules
Torn between two lovers, feelin' like a fool
Lovin' you both is breakin' all the rules

You mustn't think you've failed me
Just because there's someone else
You were the first real love I ever had
And all the things I ever said
I swear they still are true
For no one else can have the part of me I gave to you

Torn between two lovers, feelin' like a fool
Lovin' both of you is breakin' all the rules
Torn between two lovers, feelin' like a fool
Lovin' you both is breakin' all the rules

I couldn't really blame you if you turned and walked away
But with everything I feel inside, I'm asking you to stay

Torn between two lovers, feelin' like a fool
Lovin' both of you is breakin' all the rules
Torn between two lovers, feelin' like a fool
Lovin' you both is breakin' all the rules

Torn between two lovers

Feelin' like a fool
Lovin' both of you is breakin' all the rules",Torn Between Two Lovers,Torn Between Two Lovers,1976,2,3:40,Track 'A',Single,True
1,2,Eagles,"There's talk on the street
It sounds so familiar 
Great expectations
Everybody's watching you 

People you meet
They all seem to know you 
Even your old friends
Treat you like you're something new 

Johnny-come-lately
The new kid in town
Everybody loves you
So don't let them down

You look in her eyes
The music begins to play 
Hopeless romantics
Here we go again 

But after awhile
You're lookin' the other way 
It's those restless hearts 
That never mend 

Oh, Johnny-come-lately
The new kid in town
Will she still love you
When you're not around?

There's so many things
You should have told her
But night after night 
You're willing to hold her, just hold her
Tears on your shoulder 

There's talk on the street
It's there to remind you
That it doesn't really matter 
Which side you're on 

You're walking away
And they're talking behind you 
They will never forget you
Till somebody new comes along 

Where you been lately?
There's a new kid in town
Everybody loves him, don't they?
And he's holding her
And you're still around

Oh, my, my
There's a new kid in town
Just another new kid in town

Ooh, hoo
Everybody's talking 'bout the new kid in town
Ooh, hoo
Everybody's walkin' like the new kid in town

There's a new kid in town 
I don't want to hear it 
There's a new kid in town 
I don't want to hear it 
There's a new kid in town
There's a new kid in town

There's a new kid in town
Everybody's talking
There's a new kid in town
People started walking
There's a new kid in town
There's a new kid in town
There's a new kid in town",New Kid In Town,New Kid In Town,1976,2,4:49,Track 'A',Single,True
2,3,Engelbert Humperdinck,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?",After The Lovin',After The Lovin',1976,10,3:55,Track 'A1',Album,True
3,4,Elvis Presley,"Well, it's hard to be a gambler 
Bettin' on the number
That changes ev'ry time

Well, you think you're gonna win
Think she's givin' in
A stranger's all you find

Yeah, it's hard to figure out
What she's all about
But she's woman through and through

She's a complicated lady
So color my baby moody blue

Oh, Moody blue
Tell me am I gettin' through
I keep hangin' on, try to learn the song
But I never do

Oh, Moody blue
Tell me who I'm talkin' to
You're like the night and day and it's hard to say
Which one is you

Well, when Monday comes she's Tuesday
When Tuesday comes she's Wednesday
Into another day again

Her personality unwinds
Just like a ball of twine
On a spool that never ends

Just when I think I know her well
Her emotions reveal 
She's not the person that I though I knew

She's a complicated lady
So color my baby moody blue

Oh, Moody blue
Tell me am I gettin' through
I keep hangin' on, try to learn the song
But I never do

Oh, Moody blue
Tell me who I'm talkin' to
You're like the night and day and it's hard to say
Which one is you

I'm afraid of my Moody blue

Oh, Moody blue
Tell me who I'm talkin' to
You're like the night and day and it's hard to say
Which one is you

Yeah, Moody blue
Tell me am I gettin' through
I keep hangin' on, try to learn the song
But I never do

Let me tell you 'bout Moody blue",Moody Blue,Moody Blue,1976,2,2:48,Track 'A',Single,True
4,5,Waylon & Willie,,Good Hearted Woman,Good Hearted Woman,1972,10,3:00,Track 'A1',Album,True
5,6,Johnny Cash,"Well I left Kentucky back in '49 and
Went to Detroit workin' on the assembly line
The first year they had me puttin' wheels on Cadillacs
Every day I'd watch them beauties roll by
And sometimes I'd hang my head and cry
'Cause I always wanted me one that was long and black
One day I devised myself a plan
That should be the envy of most any man
I'd sneak it outta there in a lunchbox in my hand
Now gettin' caught meant gettin' fired
But I figured I'd have it all by the time I retired
I'd have me a car worth at least 100 grand

I'd get it one piece at a time
And it wouldn't cost me a dime
You'll know it's me when I come through your town
I'm gonna ride around in style
I'm gonna drive everybody wild
'Cause I'll have the only one there is around

So the very next day when I punched in
With my big lunchbox and with help from my friend
I left that day with a lunchbox full of gears
I've never considered myself a thief
But GM wouldn't miss just one little piece
Especially if I strung it out over several years
The first day I got me a fuel pump
And the next day I got me an engine and a trunk
Then I got me a transmission and all the chrome
The little things I could get in my big lunchbox
Like nuts and bolts and all four shocks
But the big stuff we snuck out my buddy's mobile home
Now up to now my plan went all right
Till we tried to put it all together one night
And that's when we noticed that somethin' was definitely wrong
The transmission was a '53 and
The motor turned out to be a '73 and
When we tried to put in the bolts all the holes were gone
So we drilled it out so that it would fit and
With a little bit of help from an adapter kit
We had that engine runnin' just like a song
Now the headlights, they was another sight
We had two on the left and one on the right
But when we pulled out the switch all 3 of 'em come on
The back end looked kinda funny too
But we put it together and when we got through
Well that's when we noticed that we only had one tail fin
About that time my wife walked out and
I could see in her eyes that she had her doubts
But she opened the door and said
""Honey, take me for a spin""
So we drove uptown just to get the tags and
I headed her right on down main drag
I could hear everybody laughin' for blocks around
But up there at the court house they didn't laugh
'Cause to type it up it took the whole staff and
When they got through the title weighed 60 pounds

I got it one piece at a time
And it didn't cost me a dime
You'll know it's me when I come through your town
I'm gonna ride around in style
I'm gonna drive everybody wild
'Cause I'll have the only one there is around

Uh, yeah, Red Rider
This is the Cotton Mouth
In the Psycho-Billy Cadillac Come on

Huh, This is the Cotton Mouth
And negatory on the cost of this mow-chine there Red Rider
You might say I went right up to the factory
And picked it up, it's cheaper that way
Ugh!, what model is it?

Well, It's a '49, '50, '51, '52, '53, '54, '55, '56
'57, '58' 59' automobile
It's a '60, '61, '62, '63, '64, '65, '66, '67
'68, '69, '70 automobile",One Piece At A Time,One Piece At A Time,1976,10,4:00,Track 'A2',Album,True
6,7,Dr. Hook,"Who's gonna water my plants?
Who's gonna patch my pants?
And who's gonna give me 
The chance to feel brand new?

Who's gonna iron my shirts?
Who's gonna kiss where it hurts?
And who needs a man when 
He flirts the way I do?

Who, if not you?
Who, if not you?

Who, if not you?
Tell me, who, if not you?

Who's gonna wake me on time?
Who'll smile and say I look fine?
And who's gonna stay on my mind
The whole day through?

Who's gonna see that I'm fed?
Then who's gonna want me in bed?
But who'll watch TV instead
Because I do?

Who, if not you?
Tell me, who, if not you?
Who...",If Not You,If Not You / Up On The Mountain,1976,2,,Track 'A',Single,True
7,8,Red Sovine,"I was on the outskirts of a little southern town
Trying to reach my destination before the sun went down
The old CB was blarin' away on Channel 1-9
When there came a little boy's voice on the radio line
And he said, ""Breaker 1-9 is anyone there?
Come on back truckers and talk to Teddy Bear.""
I keyed the mike and I said, ""You got it, Teddy Bear.""
And the little boy's voice came back on the air
""Appreciate the breaker who we got on that end?""
I told him my handle and then he began:

""Though I'm not supposed to bother you fellows out there
Mom says you're busy and for me to stay off the air
But you see I get lonely and it helps to talk
Cause that's about all I can do I'm crippled and I can't walk.""
I came back and told him to fire up that mike
And I'd talk to him as long as he'd liked.

""This was my dad's radio"", the little boy said
""But I guess it's mine and mom's now cause my daddy's dead.
Dad had a wreck about a month ago
He was tryin' to get home in a blinding snow.
Mom has to work now to make ends meet
And I'm not much help with my two crippled feet.
She says not to worry that we'll make it all right,
But I hear her cryin' sometimes late at night.
You know there's one thing I want more than anything else to see.
Oh I know you guys are too busy to bother with me,
But you see my dad used to take me for rides when he was home.
But I guess that's all over now since my daddy's gone.""

Not one breaker came on the old CB as that little crippled boy talked with me
I tried hard to swallow a lump just wouldn't stay down
As I thought about my boy back in Greenville town.

""Dad was gonna take mom and me with him later on this year
Why I remember him sayin' 'Someday
This old truck will be yours, Teddy Bear.'
But I know now I'll never get a ride on 18-wheeler again
But this old base'll keep me in touch with all my trucker friends
Teddy Bear's gonna back on out now and leave you alone
'Cause it's about time for mom to come home
But you give me shout when you're passin' through
And I'll surely be happy to come back to you.""

Well I came back and I said, ""Before you go 10-10
What's your home 20 little CB friend?""
He gave me his address and I didn't once hesitate
Cause this hot load of freight would just have to wait.
I turned that truck around on a dime
And headed straight for Jackson Street 229
And as I rounded the corner, oh I got one the heck of a shock
18-wheelers were lined up for three city blocks
I guess every driver for miles around had caught Teddy Bear's call
And that little crippled boy was havin' a ball.
For as fast as one driver would carry him in
Another would carry him to his truck and take off again
Well you better believe I took my turn ridin' Teddy Bear,
And then carried him back in and put him down in his chair
And buddy if I never live to see happiness again
I want you to know I saw it that day in the face of that little man.
We took up a collection for him before his mama got home
And each driver said goodbye and then they were all gone

He shook my hand with a mile long grin and said, ""So long trucker. I'll catch you again.""
Ah I hit that Interstate with tears in my eyes
I turned on the radio and I got another surprise
Breaker 1-9 came the voice on the air
""Just one word of thanks from mama Teddy Bear.
We wish each and everyone a special prayer for you,
Cause you just made my little boy's dream come true.
I'll sign off now, before I start to cry. May God ride with you. 10-4 and goodbye.""",Teddy Bear,Teddy Bear ,1976,2,5:03,Track 'A',Single,True
8,9,Tom T. Hall,"He was an old-time cowboy, don't you understand 
His eyes were sharp as razor blades 
His face was leather tan 
His toes were pointed inward from a-hangin' on a horse 
He was an old philosopher, of course
He was so thin I swear you could have used him for a whip 
He had to drink a beer to keep his britches on his hips 
I knew I had to ask him about the mysteries of life
He spit between his boots and he replied,

""Son, it's faster horses, younger women, older whiskey, more money.""

He smiled and all his teeth were covered with tobacco stains 
He said, ""It don't do men no good to pray for peace and rain. 
Peace and rain is just a way to say prosperity, 
And buffalo chips is all it means to me.""

I told him I was a poet, I was lookin' for the truth 
I do not care for horses, whiskey, women or the loot 
I said I was a writer, my soul was all on fire 
He looked at me an' he said, ""You are a liar.""

""Son, it's faster horses, younger women, older whiskey, more money.""

Well, I was disillusioned, if I say the least 
I grabbed him by the collar and I jerked him to his feet 
There was something cold and shiny layin' by my head 
So I started to believe the things he said

Well, my poet days are over and I'm back to being me 
As I enjoy the peace and comfort of reality
If my boy ever asks me what it is that I have learned 
I think that I will readily affirm

""Son, it's faster horses, younger women, older whiskey, more money."" (repeat as song fades)",Faster Horses (The Cowboy And The Poet),Faster Horses,1976,11,2:50,Track 'A1',Album,True
9,10, Crystal Gayle,"One thing 'bout this heart of mine
All my hurts got a mending time
It don't leave no scars behind
I'll get over you
I'll find me a guy one day
Who's not scared to give his heart away
When I do It's safe to say that I'll get over you

I'll get over you
I'll get through it when I do
I'll be good as new
When I get over you

From now on think Ill lay low
I'll talk fast but Ill move slow
You taught me all I need to know
'Bout gettin' over you
Sometimes I think I love you still
Wonder if I always will
But I know its just until I get over you

I'll get over you
I'll get through it when I do
I'll be good as new
When I get over you

Sometimes think I love you still
Wonder if I always will
Love for you's so hard to kill
But I'll get over you

I'll get over you
I'll get through it when I do
I'll be good as new
When I get over you

I'll get over you
I'll get through it when I do
I'll be good as new
When I get over you

I'll get over you
I'll get through it when I do
I'll be good as new
When I get over you

I'll get over you
I'll get through it when I do
I'll be good as new
When I get over you",I'll Get Over You,I'll Get Over You / High Time,1975,2,3:10,Track 'A',Single,True
