,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Billy Vera,"What did you think
I would do at this moment
When you're standing before me
With tears in your eyes
Trying to tell me that you
Have found you another
And you just don't love me no more

What did you think
I would say at this moment
When I'm faced with the knowledge
That you just don't love me
Did you think I would curse you
Or say things to hurt you
'Cause you just don't love me no more

Did you think I could hate you
Or raise my hands to you
Now come on you know me too well

How could I hurt you
When darling I love you
And you know I'd never, never hurt you

What do you think
I would give at this moment
If you'd stay
I'd subtract twenty years from my life
I'd fall down on my knees
And kiss the ground that you walk on
If I could just hold you again

I'd fall down on my knees
I'd kiss the ground that you walk on, baby
If I could just hold you

If I, could just hold you
If I, if I could just hold you
Again",At This Moment,At This Moment,1987,2,4:15,Track 'A',"7""",True
1,2,Jeff Lorber & Karyn White,,Facts Of Love (Reality Dub),Facts Of Love,1986,3,6:00,Track 'B1',Single,True
2,3,Rosanne Cash,"Take a look at my eyes
It's been a long, long time
I used to feel so strong
When I knew you were mine

But since you let me down
I'm hard to be around
I don't know what I'm gonna do
He could never be you
He could never be you

I guess it all comes around
Baby, please don't cry
Love is gonna be a little reckless
Oh, lovers all have to stand trial

Since you let me go
There's nothing going on
I don't know what I'm gonna do
He could never be you
He could never be you
Uh-uh, uh-uh, huh
He could never be you

He knows the rules
And he plays the part
But he only has me
He don't have my heart

He could never be you

So take a look at my eyes
No, you can't hide the truth
No, you don't get by on pride
It'll run over you

Since you let me down
I'm hard to be around
I don't know what I'm gonna do
He could never be you
He could never be you
Uh-uh, uh-uh, huh
He could never be you
Uh-uh, uh-uh, huh
Uh-uh, uh-uh, huh
He could never be you
Uh-uh, uh-uh, huh
Uh-uh, uh-uh, huh
Uh-uh, uh-uh, huh
He could never be you",Never Be You,Rhythm And Romance,1985,10,3:23,Track 'A3',Album,True
3,4,Kenny Rogers,"Here it's seven in the am, 
It's gonna take more then wakin' to rise me
I wake up with this need again
But feel the love of the woman beside me
It's just one of those days

When I wanna lay here with her
And love her before I leave
And listen to the rain fall up on the roof
And the thunder sounds like horses hooves

Oh, I listen to her breathe 
And it makes me wanna wake her up
And tell her that I'm on fire
With morning desire.

It looks like I'm gonna be late again
And I need to get up and get movin'
And I'm tryin'
But the longer I keep stallin'
The more I think about callin' in and lyin'
It's just one of those days

When I wanna stay here with her
And watch her while she sleeps
And listen to the rain fall up on the roof
And the thunder sounds like horses hooves

Oh, I listen to her breathe 
And it makes me wanna wake her up
And tell her that I'm on fire
With morning desire

Well, I love to hear the rain fallin' on the roof
And the thunder sounds like horses hooves

Oh, I listen to her breathe 
And it makes me wanna wake her up
And tell her that I'm on fire
With morning desire

With morning desire",Morning Desire,Morning Desire / People In Love,1985,2,4:08,Track 'A',Single,True
4,5,Lionel Richie,"Deep river woman
Lord I'm coming home to you
Deep river woman
Lord I know she's waiting
Just anticipating all my love

I spent a night
Just another chance to see you
Just you and I
Wanted you to know
That my playing days are over
Cause all I do is think of you
The writing's on the wall

I've been out in the world
Yes, the fast life had me going

Now all that's changed
I finally make up my mind
About the one thing
I've been knowing
You're the only girl
I've ever crying for in this world

You kind of love is forever
It took me a long time to realize
That I've come so far
And end up going nowhere
Oh, girl, I need you by my side",Deep River Woman,Deep River Woman / Ballerina Girl,1986,2,4:36,Track 'A',Single,True
5,6,Reba McEntire,"You spend an awful lot o' time in Massachusetts
Seems like every other week, you've got a meeting waiting there
Business must be booming, or could something else
Be moving in the air up there?

You say that it's important for our future
An executive on his way up has got to play the part
Each time duty calls, you gotta give it all
You've got with all your heart

When whoever's in New England's through with you
And Boston finds better things to do
You know its not too late, 'cause you'll always have a place to come back to
When whoever's in New England's through with you 

I hear the winter time up north can last forever
And I've been told it's beautiful to see this time of year
They say the snow can blind you 'til the world you left behind
Just disappears, I hear

I've packed your bags and left them in the hallway
But before you leave again, there's just one thing you outta know
When the icy wind blows through you, remember that it's me 
Who feels the cold most of all

When whoever's in New England's through with you
And Boston finds better things to do
Oh, you know it's not too late and you'll always have a place to come back to
When whoever's in New England's through with you",Whoever's In New England,Whoever's In New England,1986,10,3:21,Track 'A3',Album,True
6,7,Steve Wariner,"Did you ever wake up in the middle of the night
And wonder where you were
You need the one and only that can hold you tight
And reach for her, but she's not with you
You just wish this trip would end
You know I've been there and I don't wanna go back again.

Did you ever wake up in the middle of the day
And wonder who you are
You suddenly discover there's a price you pay
For gettin' this far, it's the part of you
That you really didn't have to spend
You know I've been there and I don't wanna go back again.

So many moments I've left incomplete
Those are the moments that I'm not gonna repeat.

Did you ever wake up in the middle of a dream
That didn't come true
You think you've gotta give up on on makin' that scene
And seeing it through, you feel like breaking
When you really just need to bend
You know I've been there and I don't want to go back again.

There's so many moments I've left incomplete
Those are the moments that I'm not gonna repeat

Did you ever wake up in the middle of the night?
Did you ever wake up in the middle of the day?
Did you ever wake up in the middle of a dream?...",You Can Dream Of Me,You Can Dream Of Me,1985,2,3:55,Track 'A',Single,True
7,8,Hank Williams Jr.,"If the wife and I are fussin', brother that's our right
'Cause me and that sweet woman's got a license to fight
Why don't you mind your own business
(Mind your own business)
'Cause if you mind your business, then you won't be mindin' mine.

Oh, the woman on our party line's the nosiest thing
She picks up her receiver when she knows it's my ring
Why don't you mind your own business
(Mind your own business)
Well, if you mind your business, then you won't be mindin' mine.

I got a little gal that wears her hair up high,
The boys all whistle when she walks by.
Why don't you mind your own business
(Mind your own business)
Well, if you mind your own business, you sure won't be minding mine.

If I want to honky tonk around till two or three
Now, brother that's my headache, don't you worry 'bout me.
Just mind your own business
(Mind your own business)
If you mind your business, then you won't be mindin' mine.

Mindin' other people's business seems to be high-toned
I got all that I can do just to mind my own
Why don't you mind your own business
(Mind your own business)
If you mind your own business, you'll stay busy all the time.",Mind Your Own Business,Mind Your Own Business,1986,2,2:28,Track 'A',Single,True
8,9,The Forester Sisters,"I saw you walkin' down the street just the other day
Took one little look at me and turned the other way
Can't say I blame you but I'd like for you to know
How wrong I was to ever let you go

Just in case, you ever change your mind
If you suddenly decide to give me one more try
I'll be waiting in the wings, just lookin' for a sign
Just in case you change your mind

What can I say darlin', what can I do?
Well, I've got to find some way to change your point of view
I've always loved you and that's a natural fact
If you could only find it in your heart to take me back

Just in case, you ever change your mind
If you suddenly decide to give me one more try
I'll be waiting in the wings, just lookin' for a sign
Just in case you change your mind

Just in case, you ever change your mind
If you suddenly decide to give me one more try
I'll be waiting in the wings, just lookin' for a sign
Just in case you change your mind

Just in case, you ever change your mind
If you suddenly decide to give me one more try
I'll be waiting in the wings, just lookin' for a sign
Just in case you change your mind",Just In Case,The Forester Sisters,1985,10,,Track 'A3',Album,True
9,10,Randy Travis,"On one hand I count the reasons, I could stay with you
And hold you close to me, all night long
So many lover's games, I'd love to play with you
On that hand there's no reason, why it's wrong

But on the other hand, there's a golden band
To remind of someone, who would not understand
On one hand I could stay, and be your lovin' man
But the reason I must go, is on the other hand

In your arms I feel the passion, I thought had died
When I looked into your eyes, I found myself
And when I first kissed your lips, I felt so alive
I've got to hand it to you girl, you're somethin' else

But on the other hand, there's a golden band
To remind of someone, who would not understand
On one hand I could stay, and be your lovin' man
But the reason I must go, is on the other hand

Yeah the reason I must go, is on the other hand",On The Other Hand,On The Other Hand / Can't Stop Now,1985,2,3:05,Track 'A',Single,True
10,11,Kenny Rogers,"One time I drove to see a girl across the country
One night as I was driving through New Mexico
I had the windows wide open
It was cold and I was crying
And I laid her letter on the radio
Then I stopped outside of Tahoe
Through this tiny mining town
At a diner to refill for the ride
And in the wind I heard this crying
Like a heart broke right in two
I turned my collar up and went inside

Well, I saw this smiling waitress
Joshing friendly with these truckers
They'd give her pats and she'd give them shoves
I said: ""Miss, what's that awful crying?""
Everybody laughed and said
""It's the Tomb of the Unknown Love""
And then they pointed out the window to this stone
All by itself, beneath the tree, beside a hill
And on that winter night, I read these words alone
These words that are haunting me still
It said:

Here lies a young man struck down in his prime
By the awesome burning power of love
He couldn't stand his true love cheatin'
So he shot the girl down
They hung him from that tree up above
I know that local folks say it's the wind
But I know it's crying
From the Tomb of the Unknown Love

So I drove on to my destination
I did the job my heart commanded of me
And when the sheriff sirens came
I didn't even try to fight
They counted ten, I came out at three
So now I guess tomorrow morning
Warden reads some kind of paper
How I'm gonna pay the state for what I've done
Hey, then they'll put the shackles on me
And we'll take a little walk
They won't have to drag me 'cause it's said and done
And maybe someday they can put me up a stone
All by itself, beneath the tree, beside the hill
And lovers everywhere can come and read along
These words that will give them a chill
And it'll say:

Here lies a young man struck down in his prime
By the awesome burning power of love
He couldn't stand his true love cheatin'
So he shot the girl down
They hung him from that tree up above
I know that local folks say it's the wind
But I know it's crying
From the Tomb of the Unknown Love",Tomb Of The Unknown Love,Tomb Of The Unknown Love,1986,2,4:02,Track 'A',Single,True
11,12,John Schneider,"Now I don't need someone for new inspiration
And I don't need a strong drink or two
No soft lights, music, or warm conversation
There's no substitution for you
'Cause I've got all that I need to be happy
Cause your love makes everything right
You're the first thing that I'll need tomorrow
And you're the last thing I needed tonight

You're the last thing I needed
You always are
I can't wait for the day to end
You're the last thing I needed
To hold in my arms
If I should never wake up again

Now I always find you
Somewhere in my dreams
And I know when I close my eyes
You'll be the first thing that I'll need tomorrow
And the last thing I needed tonight

You're the first thing that I'll need tomorrow
And you're the last thing I needed tonight",You're The Last Thing I Needed Tonight,You're The Last Thing I Needed Tonight,1985,2,,Track 'A',"7""",True
