,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Carrie Underwood,"She was drivin' last Friday on her way to Cincinnati
On a snow-white Christmas Eve
Goin' home to see her mama and her daddy
With the baby in the backseat
Fifty miles to go and she was runnin' low
On faith and gasoline
It'd been a long, hard year

She had a lot on her mind and she didn't pay attention
She was goin' way too fast
Before she knew it she was spinnin'
On a thin black sheet of glass
She saw both their lives flash before her eyes
She didn't even have time to cry
She was so scared
She threw her hands up in the air

Jesus, take the wheel
Take it from my hands
'Cause I can't do this on my own
I'm letting go
So give me one more chance
Just save me from this road I'm on
Jesus, take the wheel

It was still gettin' colder
When she made it to the shoulder
And the car came to a stop
She cried when she saw that baby in the backseat
Sleepin' like a rock
But for the first time in a long time
She bowed her head to pray
She said, ""I'm sorry for the way
I've been livin' my life
I know I've got to change
So from now on tonight

Jesus, take the wheel
Take it from my hands
'Cause I can't do this on my own
I'm letting go
So give me one more chance
Save me from this road I'm on""

Oh, Jesus, take the wheel
Oh, I'm letting go
So give me one more chance
Save me from this road I'm on
From this road I'm on
Jesus, take the wheel
Oh, take it, take it from me","Jesus, Take The Wheel","Jesus, Take The Wheel",2005,2,3:40,Track '1',Single,True
1,2,Carrie Underwood,"Right now he's probably slow dancing with a bleached-blonde tramp
And she's probably getting frisky
Right now he's probably buying her some fruity little drink
'Cause she can't shoot whiskey
Right now he's probably up behind her with a pool stick
Showing her how to shoot a combo
And he don't know

I dug my key into the side
Of his pretty little souped-up four-wheel drive
Carved my name into his leather seats
I took a Louisville Slugger to both headlights
Slashed a hole in all four tires
Maybe next time he'll think before he cheats

Right now she's probably up singing
Some white trash version of Shania karaoke
Right now she's probably saying, ""I'm drunk""
And he's a-thinking that he's gonna get lucky
Right now he's probably dabbing on
Three dollars worth of that bathroom Polo
Oh, and he don't know

Oh, that I dug my key into the side
Of his pretty little souped-up four-wheel drive
Carved my name into his leather seats
I took a Louisville Slugger to both headlights
I slashed a hole in all four tires
Maybe next time he'll think before he cheats

I might have saved a little trouble for the next girl
'Cause the next time that he cheats
Oh, you know it won't be on me
No, not on me

'Cause I dug my key into the side
Of his pretty little souped-up four-wheel drive
Carved my name into his leather seats
I took a Louisville Slugger to both headlights
Slashed a hole in all four tires
Maybe next time he'll think before he cheats
Oh, maybe next time he'll think before he cheats
Oh, before he cheats
Ohh...",Before He Cheats,Before He Cheats,2006,2,3:20,Track '1',Single,True
2,3,Rascal Flatts,"I can take the rain on the roof of this empty house
That don't bother me
I can take a few tears now and then and just let them out
I'm not afraid to cry every once in a while
Even though going on with you gone still upsets me
There are days every now and again I pretend I'm okay
But that's not what gets me

What hurts the most
Was being so close
And having so much to say
And watching you walk away
And never knowing
What could have been
And not seeing that loving you
Is what I was tryin' to do

It's hard to deal with the pain of losing you everywhere I go
But I'm doin' it
It's hard to force that smile when I see our old friends and I'm alone
Still harder: getting up, getting dressed, livin' with this regret
But I know if I could do it over
I would trade, give away all the words that I saved in my heart
That I left unspoken

What hurts the most
Was being so close
And having so much to say
And watching you walk away
And never knowing
What could have been
And not seeing that loving you
Is what I was tryin' to do

What hurts the most
Was being so close
And having so much to say
And watching you walk away
And never knowing
What could have been
And not seeing that loving you
Is what I was tryin' to do
(Not seeing that loving you)
That's what I was tryin' to do",What Hurts The Most (Club Mix),What Hurts The Most,2007,2,5:07,Track 'B1',"12""",True
3,4,Kenny Chesney,"Summertime is finally here
That old ballpark, man, is back in gear
Out on 49
Man I can see the lights

School's out and the nights roll in
Man, just like a long lost friend
You ain't seen in a while
And can't help but smile

And it's two bare feet on the dashboard
Young love and an old Ford
Cheap shades and a tattoo
And a Yoo-hoo bottle on the floorboard

Perfect song on the radio
Sing along 'cause it's one we know
It's a smile, it's a kiss
It's a sip of wine, it's summertime
Sweet summertime

Temperature says 93
Down at the Deposit and Guarantee
But that swimmin' hole
It's nice and cold

Bikini bottoms underneath
But the boys' hearts still skip a beat
When them girls shimmy off
Them old cutoffs

And it's two bare feet on the dashboard
Young love and an old Ford
Cheap shades and a tattoo
And a Yoo-hoo bottle on the floorboard

Perfect song on the radio
Sing along 'cause it's one we know
It's a smile, it's a kiss
It's a sip of wine, it's summertime
Sweet summertime

The more things change
The more they stay the same
It don't matter how old you are
When you know what I'm talkin' 'bout
Yeah baby when you got

Two bare feet on the dashboard
Young love and an old Ford
Cheap shades and a tattoo
And a Yoo-hoo bottle rollin' on the floorboard

Perfect song on the radio
Sing along 'cause it's one we know
It's a smile, it's a kiss
It's a sip of wine, it's summertime
Sweet summertime",Summertime,The Road And The Radio ,2005,11,3:27,Track '5',Album,True
4,5,Brad Paisley,"She's a yellow pair of running shoes, an' a holey pair of jeans
She looks great in cheap sunglasses, she looks great in anything
She's I want a piece of chocolate, take me to a movie
She's I can't find a thing to wear, now and then she's moody

She's a Saturn with a sunroof, with her brown hair a-blowing
She's a soft place to land, and a good feeling knowing
She's a warm conversation, that I wouldn't miss for nothing
She's a fighter when she's mad, and she's a, lover when she's loving

And she's, everything I ever wanted
And everything I need
I talk about her I go on and on and on
'Cause she's, everything to me

She's a Saturday out on the town, and a church girl on Sunday
She's a cross around her neck, and a cuss word 'cause it's Monday
She's a bubble bath and candles, baby come and kiss me
She's a one glass of wine, and she's feeling kinda tipsy

She's the giver I wish I could be, and the stealer of the covers
She's a picture in my wallet, of my unborn children's mother
She's the hand that I'm holding, when I'm on my knees and praying
She's the answer to my prayer, and she's the song that I'm playing

And she's, everything I ever wanted
And everything I need
I talk about her I go on and on and on
'Cause she's, everything to me

She's the voice I love to hear, and someday when I'm ninety
She's that wooden rocking chair, I want rocking right beside me
Every day that passes, I only love her more
Yeah she's the one, that I'd lay down my own life for

And she's, everything I ever wanted
And everything I need
She's everything to me
Yeah she's, everything to me

Everything I ever wanted
And everything I need",,,,,,,,
5,6,Rodney Atkins,"Well you know those times
When you feel like there's a sign there on your back
Say's I don't mind if ya kick me
Seems like everybody has
Things go from bad to worse
You'd think they can't get worse than that
And then they do

You still walk the straight and narrow
And you don't know where you are
Use the needle of your compass
To sew up your broken heart
Ask directions from a genie
In a bottle of Jim Beam
And she lies to You
That's when you learn the truth

If you're going through hell
Keep on going, Don't slow down
If you're scared, don't show it
You might get out
Before the devil even knows you're there

Well I been deep down in that darkness
I been down to my last match
Felt a hundered different demons
Breathing fire down my back
And I knew that if I stumbled
I'd fall right into the trap that they were laying, Yeah

But the good news
Is there's angels everywhere out on the street
Holding out a hand to pull you back upon your feet
The one's that you been dragging for so long
You're on your knees
You might as well be prayin'
Guess what I'm saying
If you're going through hell
Keep on going, Don't slow down
If you're scared, don't show it
You might get out
Before the devil even knows you're there

Yeah, If you're going through hell
Keep on moving, Face that fire
Walk right through it
You might get out
Before the devil even knows you're there

If you're going through hell
Keep on going, Don't slow down
If you're scared, don't show it
You might get out
Before the devil even knows you're there

Yeah, If you're going through hell
Keep on moving, Face that fire
Walk right through it
You might get out
Before the devil even knows you're there
Yeah you might get out
Before the devil even knows you're there
Yeah.",If You're Going Through Hell (Before The Devil Even Knows),If You're Going Through Hell,2006,10,3:33,Track '10',Album,True
6,7,Sugarland,"I've packed a cooler and a change of clothes
Let's jump and see how far it goes
You got my heart and your daddy's boat
We got all night to make it float
We could sit on the shore, we could just be friends
Or we could jump in

Whole world could change in a minute
Just one kiss could stop this spining
We could think it through
But I don't want to, if you don't want to
We could keep things just the same
Leave here the way we came, with nothing to lose
But I don't want to, if you don't want to

I got your ring around my neck
And a couple of nights I don't regret
You got a dream of a degree
And a shirt that smells like me
Yeah we both got dreams, we could chase alone
Or we could make our own

Whole world could change in a minute
Just one kiss could stop this spining
We could think it through
But I don't want to, if you don't want to
We could keep things just the same
Leave here the way we came, with nothing to lose
But I don't want to, if you don't want to

Never waste another day
Wonderin' what you threw away
Holdin' me, holdin' you
I don't want to, if you don't want to

We could keep things just the same
Leave here the way we came, with nothing to lose
But I don't want to, but you don't want to

But I want you",Want To,Enjoy The Ride,2006,11,3:35,Track '3',Album,True
7,8,Bon Jovi with Jennifer Nettles,"I spent twenty years tryin' to get out of this place 
I was looking for something I couldn't replace 
I was running away from the only thing I've ever known

And like a blind dog without a bone
I was a gypsy lost in the twilight zone
I hijacked a rainbow and crashed into a pot of gold

I've been there, done that, I ain't looking back 
The seeds I've sown, saving dimes, spending too much time on the telephone
Who says you can't go home?

Who says you can't go home?
There's only one place that call me one of their own 
Just a hometown boy, born a rollin' stone
Who says you can't go home?

Who says you can't go back?
Been all around the world and as a matter of fact 
There's only one place left I wanna go
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright 

I went as far as I could, I tried to find a new face
There isn't one of these lines that I would erase
I left a million miles of memories on that road 
And every step I take, I know that I'm not alone
You take the home from the boy, but not the boy from his home
These are my streets, the only life I've ever known,
Who says you can't go home?

Who says you can't go home?
There's only one place that call me one of their own 
Just a hometown boy, born a rollin' stone
Who says you can't go home?

Who says you can't go back?
Been all around the world and as a matter of fact 
There's only one place left I wanna go
Who says you can't go home?

It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?

I've been there, done that, I ain't looking back
It's been a long, long road, feels like I've never left
That's how the story goes

It doesn't matter where you are, doesn't matter where you go 
If it's a million miles away or just a mile up the road 
Take it in, take it with you when you go
Who says you can't go home?

Who says you can't go back?
Been all around the world and as a matter of fact 
There's only one place left I wanna go
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright, it's alright

It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?",Who Says You Can't Go Home  (Radio Edit),Who Says You Can't Go Home,2006,2,,Track 'A',Single,True
8,9,Rascal Flatts,"I hope that the days come easy and the moments pass slow,
And each road leads you where you want to go,
And if you're faced with a choice, and you have to choose,
I hope you choose the one that means the most to you.
And if one door opens to another door closed,
I hope you keep on walkin' till you find the window,
If it's cold outside, show the world the warmth of your smile,

But more than anything, more than anything,
My wish, for you, is that this life becomes all that you want it to,
Your dreams stay big, and your worries stay small,
You never need to carry more than you can hold,
And while you're out there getting where you're getting to,
I hope you know somebody loves you, and wants the same things too,
Yeah, this, is my wish.

I hope you never look back, but ya never forget,
All the ones who love you, in the place you left,
I hope you always forgive, and you never regret,
And you help somebody every chance you get,
Oh, you find God's grace, in every mistake,
And you always give more than you take.

But more than anything, yeah, and more than anything,
My wish, for you, is that this life becomes all that you want it to,
Your dreams stay big, and your worries stay small,
You never need to carry more than you can hold,
And while you're out there getting where you're getting to,
I hope you know somebody loves you, and wants the same things too,
Yeah, this, is my wish.

This is my wish
I hope you know somebody loves you (my wish, for you).
May all your dreams stay big (my wish, for you).",,,,,,,,
9,10,The Wreckers,"You're not sure that you love me
But you're not sure enough to let me go
Baby it ain't fair you know
To just keep me hangin' 'round

You say you don't wanna hurt me
Don't want to see my tears
So why are you still standing here
Just watching me drown

And it's all right, yeah I'll be fine
Don't worry 'bout this heart of mine
Just take your love and hit the road
There's nothing you can do or say
You're gonna break my heart anyway
So just leave the pieces when you go

Now you can drag out the heartache
Baby you could make it quick
Really get it over with
And just let me move on

Don't concern yourself
With this mess you've left for me
I can clean it up you see
Just as long as you're gone

And it's all right, yeah I'll be fine
Don't worry 'bout this heart of mine
Just take your love and hit the road
There's nothing you can do or say
You're gonna break my heart anyway
So just leave the pieces when you go

You not making up your mind
Is killing me and wasting time
I need so much more than that
Yeah, yeah, yeah, yeah, yeah

And it's all right, yeah I'll be fine
Don't worry 'bout this heart of mine
Just take your love and hit the road
There's nothing you can do or say
You're gonna break my heart anyway
So just leave the pieces when you go

Leave the pieces when you go
Oh yeah
Leave the pieces when you go

Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah

Leave the pieces when you go",,,,,,,,
