,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Jerry Reed,"Well me and Homer Jones and Big John Talley
Had a big crap game goin' back in the alley
And I kept rollin' them sevens, winnin' all them pots
My luck was so good I could do no wrong
I jest kept on rollin' and controllin' them bones
And finally they jest threw up their hands and said
""When you hot, you hot""
I said ""Yeah?""

When you're hot, you're hot
And when you're not, you're not
Put all the money in and let's roll 'em again
When you're hot, you're hot
(La la la la la la la) (La la la la la)
(La la la la la la la, when you're hot, you're hot)

Well, now every time I rolled them dice I'd win
And I was just gettin' ready to roll 'em again
When I heard somethin' behind me
I turned around and there was a big old cop
He said ""Hello, boys"" and then he gave us a grin 'n' said
""Look like I'm gonna hafta haul you all in
And keep all that money for evidence""
I said, ""Well, son when you hot, you hot""
He said ""Yeah""

When you're hot, you're hot
And when you're not, you're not
You can 'splain it all down at City Hall
I say, yeah, when you're hot, you're hot
You're hot
(La la la la la la la) (La la la la la)
(La la la la la la la, when you're hot, you're hot)

Well, when he took us inta court I couldn't believe my eyes
The judge was a fishin' buddy that I recognized
I said ""Hey, judge, old buddy, old pal""
""I'll pay ya that hundred I owe ya if you'll get me outta this spot""
So he gave my friends a little fine to pay
He turned around and grinned at me and said
""Ninety days, Jerry, when you hot, you hot""
'N' I said ""Thanks a lot""

When you're hot, you're hot
And when you're not, you're not
He let my friends go free and throwed the book at me
He said ""Well, when you're hot, you're hot""

I said, ""Well I'll tell ya one thing judge, old buddy, old pal
If you wasn't wearin' that black robe I'd take out in back of this courthouse
And I'd try a little bit of your honor on
You understand that, you hillbilly?
Who gonna collect my welfare?""
(When you're hot, you're hot)
""Pay for my Cadillac?
Whadda you mean 'contempt of court'?""
(When you're hot, you're hot)
""Judge""
""O Judge!""","When You're Hot, You're Hot","When You're Hot, You're Hot",1971,11,2:18,Track 'A1',Album,True
1,2,Charley Pride,"Whenever I chance to meet some old friends on the street
They wonder how does a man get to be this way
I've always got a smilin' face any time and any place
And every time they ask me why I just smile and say
You've got to kiss an angel good mornin'
And let her know you think about her when you're gone
Kiss an angel good mornin' and love her like a devil when you get back home

Well people may try to guess the secret of happiness
But some of them never learn it's a simple thing
The secret I'm speaking of is a woman and a man in love
And the answer is in the song that I always sing
You've got to kiss an angel good mornin'...
Kiss an angel good mornin'...",Kiss An Angel Good Mornin',Kiss An Angel Good Mornin',1971,2,2:02,Track 'A',Single,True
2,3,Sammi Smith,"Take the ribbon from my hair
Shake it loose and let it fall
Laying soft against your skin
Like the shadows on the wall

Come and lay down by my side
'Til the early morning light
All I'm taking is your time
Help me make it through the night

I don't care what's right or wrong
And I won't try to understand
Let the devil take tomorrow
'Cause tonight I need a friend

Yesterday is dead and gone
And tomorrow's out of sight
And it's sad to be alone
Help me make it through the night

And it's sad to be alone
Help me make it through the night
I don't want to be alone
Help me make it through the night",Help Me Make It Through The Night,Help Me Make It Through The Night,1971,11,2:32,Track 'B1',Album,True
3,4,Freddie Hart,"Easy lovin', so sexy lookin'
I know from the feelin' that it comes from the heart
Easy lovin', every day's Thanksgivin'
To count all my blessings, I wouldn't know where to start

Every time I look you over
So real-to-life it seems
For upon your pretty shoulders
There's a pair of angel wings

Easy lovin', seein's believin'
Life with you's like livin' in a beautiful dream

Every time I look you over
So real-to-life it seems
For upon your pretty shoulders
There's a pair of angel wings

Easy lovin', seein's believin'
Life with you's like livin' in a beautiful dream",Easy Loving,Easy Loving,1971,10,2:25,Track 'A1',LP,True
4,5,Ray Price,"I know you're tired of being all I ever wanted
You'll no longer feel the love I have for you
What happens now what will I do with all the mem'ries
And the dreams of all the things we'll never do
But I won't mention it again I won't think about tomorrow
Just let it happen live each hour day by day
But let me tell you before you go how much I love you
Then I won't mention it again I won't mention it again
I feel my life has reached an early sign of autumn
In my heart the leaves are falling love is cold
And everything that once was warm and new is gone now
Leaving nothing but this hunger in my soul
But I won't mention it again...",I Won't Mention It Again,I Won't Mention It Again,1971,11,3:40,Track 'A1',Album,True
5,6,Tom T. Hall,"I remember the year that clayton delaney died
They said for the last two weeks that he suffered and cried
It made a big impression on me, although I was a barefoot kid
They said he got religion at the end and I'm glad that he did

Clayton was the best guitar picker in our town
I thought he was a hero and I used to follow clayton around
I often wondered why clayton, who seemed so good to me
Never took his guitar and made it down in tenn-o-see

Well, daddy said he drank a lot, but I could never understand
I knew he used to pick up in ohio with a five-piece band
Clayton used to tell me, ""son you better put that old guitar away,


There ain't no money in it, it'll lead you to an early grave.""

I guess if I'd admit it, clayton taught me how to drink booze
I can see him half-stoned a-pickin' out the lovesick blues
When clayton died I made him a promise, I was gonna carry on somehow
I'd give a hundred dollars if he could only see me now

I remember the year that clayton delaney died
Nobody ever knew it but I went out in the woods and I cried
Well, I know there's a lotta big preachers that know a lot more than I do
But it could be that the good lord likes a little pickin' too
Yeah, I remember the year that clayton delaney died",The Year That Clayton Delaney Died,The Year That Clayton Delaney Died / Second Handed Flowers,1971,2,2:44,Track 'A',Single,True
6,7,Lynn Anderson,"For once in my life I know the meaning of happiness
And what it means to have a dream come true
Cause every day I wake up singing livin' on the sunshine love is bringing
And it's wonderful knowin' that I owe it all to you
At last I've got a reason to be a living
I'm at the end of the rainbow and the gold is in my hands
Your love is so sweet I can't refuse it heaven help me if I ever lose it
Cause my whole world's just knowing you're my man

I don't understand you but God knows I love you you're my man
I feel so safe when I'm in your arms 'cause you're all man
You're heaven on earth and so dependable
Together we're a team that's just unbendable
I want the whole wide world to know you're my man

At last I've got a reason to be a living...
Oh my whole world's just knowing you're my man my man my man",You're My Man,You're My Man,1971,11,2:37,Track 'A1',Album,True
7,8,Sonny James,"(These empty arms
I'll have no more)

Empty arms
A-that long for you
And they wait
Dear just for you
And these arms
Will stay this way
Till you return
To them someday

Each lonely night
When I go to bed
I hold the pillow
Where you used to lay your head

(Empty arms) empty arms (but not for long)
Oh, but not for long
Cause my baby's coming home
And when she walks through that door
These empty arms
I'll have no more

These empty arms
I'll have no more",Empty Arms,Empty Arms,1971,10,,Track 'A1',LP,True
8,9,Lynn Anderson,"How can I unsay the things I said to you
How can I undo the things that we used to do
Tell me how can I unfeel the way I feel for you how can I unlove you
How can I untight the hold that you got on me
When you won't unchain my heart and set me free
How can I unremember every memory so how can I unlove you
I'll never never uncry tears that I cried when you said goodbye
No I'll never never unmiss the thrill that I missed when we used to kiss
How can I unsay the things I said to you
And how can I undo the things that we used to do
Tell me how can I unfeel the way I feel for you how can I unlove you

Oh I'll never never uncry...
How can I unlove you how can I unlove you how can I unlove you",How Can I Unlove You,How Can I Unlove You,1971,11,2:47,Track 'A1',Album,True
9,10,Charley Pride,"Down at the railroad station there's people gettin' on
Some are a goin' north some are a goin' south I'm just goin' to be gone
Some people are born to be takers others just wanna give
Some people live just to love but I just love to live
For I was just born to be exactly what you see
Nothing more or less I'm not the worst or the best
I just try to be exactly what you see today and every day I'm just me

When people say their life is rough I wonder compared to what
Some are wantin' more and more's gettin' less I just want what I've got
Some wanna live on a hill others down by the sea
Some wanna live inside high walls I just wanna live free
For I was just born...
Oh I was just born to be exactly what you see today and every day I'm just me",I'm Just Me,I'm Just Me,1971,10,2:19,Track 'B1',Album,True
