,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Roger Miller,"Trailer for sale or rent, rooms to let fifty cents
No phone, no pool, no pets, I ain't got no cigarettes
Ah but, two hours of pushin' broom buys a
Eight by twelve four-bit room
I'm a man of means by no means, king of the road

Third boxcar midnight train, destination Bangor, Maine
Old worn out suit and shoes, I don't pay no union dues
I smoke old stogies I have found, short but not too big around
I'm a man of means by no means, king of the road

I know every engineer on every train
All the children and all of their names
And every handout in every town
And every lock that ain't locked when no one's around
I sing...

Trailers for sale or rent, rooms to let fifty cents
No phone, no pool, no pets, I ain't got no cigarettes
Ah but, two hours of pushin' broom buys a
Eight by twelve four-bit room
I'm a man of means by no means, king of the road

Trailers for sale or rent, rooms to let fifty cents
No phone, no pool, no pets, I ain't got no cigarettes
Ah but, two hours of pushin' broom buys a
Eight by twelve four-bit room...",King Of The Road,King Of The Road,1965,2,2:25,Track 'A',Single,True
1,2,The Statler Brothers,"I keep hearing you're concerned about my happiness
But all that thought you're giving me is conscience, I guess
If I were walking in your shoes I wouldn't worry none
While you and your friends are worrying about me, I'm having lots of fun

Counting flowers on the wall, that don't bother me at all
Playing solitaire 'til dawn with a deck of fifty one
Smoking cigarettes and watching Captain Kangaroo
Now don't tell me I've nothing to do

Last night I dressed in tails, pretended I was on the town
As long as I can dream it's hard to slow this swinger down
So please don't give a thought to me, I'm really doing fine
You can always find me here and having quite a time

Counting flowers on the wall, that don't bother me at all
Playing solitaire 'til dawn with a deck of fifty one
Smoking cigarettes and watching Captain Kangaroo
Now don't tell me I've nothing to do

It's good to see you, I must go, I know I look a fright
Anyway, my eyes are not accustomed to this light
And my shoes are not accustomed to this hard concrete
So I must go back to my room and make my day complete

Counting flowers on the wall, that don't bother me at all
Playing solitaire 'til dawn with a deck of fifty one
Smoking cigarettes and watching Captain Kangaroo
Now don't tell me I've nothing to do
Don't tell me I've nothing to do",Flowers On The Wall,Flowers On The Wall,1965,2,2:19,Track 'A',Single,True
2,3,Roger Miller,"Engine, engine number nine
Coming down the railroad line
How much farther back did she get off.
Old brown suitcase that she carried.
I've looked for it ev'rywhere.
It just ain't here among the rest
And I'm a little upset, yes... tell me

Engine, engine number nine,
Coming down the railroad line,
I know she got on in Baltimore.
A hundred and ten miles ain't much distance
But it sure do make a diff'rence;
I don't think she loves me anymore.

I warned her of dangers
Don't speak to strangers
Did she find new romance
Warmer lips to kiss her,
Arms to hold her tighter,
Stirring new fires inside her,
How I wish that it was me instead
Of he that stands beside her.

Engine, engine number nine,
Coming down the railroad line,
I know she got on in Baltimore.
A hundred and ten miles ain't much distance
But it sure do make a diff'rence;
I don't think she loves me anymore.

No I don't think she loves me anymore.
I don't think she loves me...",Engine Engine #9,Engine Engine #9 / The Last Word In Lonesome Is Me,1965,2,2:18,Track 'A',Single,True
3,4,Sonny James,"You're the only world I know you're the one I can't let go
You're my laughter and my tears and I love you all my years
You're the beating of my heart you're my thoughts when we're apart
You're the one I can't let go you're the only only world I know
You're my nighttime and my day you're my one love all the way
You're the one I can't let go you're the only only world I know",You're The Only World I Know,You're The Only World I Know,1964,2,2:11,Track 'A',Single,True
4,5,Roger Miller,"England swings like a pendulum do,
Bobbies on bicycles, two by two,
Westminster Abbey the tower of Big Ben,
The rosy red cheeks of the little children.

Now, if you huff and puff and you fina'lly save enough
Money up to take your family on a trip across the sea,
Take a tip before you take your trip; let me tell you where to go,
Go to Engeland, Oh;

Mama's old pajamas and your papa's mustache,
Falling out the window sill, frolic in the grass,
Tryin' to mock the way they talk fun but all in vain,
Gaping at the dapper men with derby hats and canes",England Swings,England Swings,1965,2,1:55,Track 'A',Single,True
5,6,Eddy Arnold,"Make the world go away and get it off my shoulder
Say the things you used to say and make the world go away

Do you remember when you loved me, before the world took me astray
If you do then forgive me and make the world go away

Make the world go away and get it off my shoulder
Say the things you used to say and make the world go away

I'm sorry if I hurt you, I'll make it up day by day
Just say you love me like you used to and make the world go away

Make the world go away and get it off my shoulder
Say the things you used to say and make the world go away

Say the things you used to say and make the world go away",Make The World Go Away,Make The World Go Away,1965,2,,Track 'A',Single,True
6,7,Buck Owens,"I've got a tiger by the tail, it's plain to see
I won't be much when you get through with me
Well I'm a-losing weight and I'm turning mighty pale
Looks like I've got a tiger by the tail

Well I thought the day I met you, you were meek as a lamb
Just the kind to fit my dreams and plans
Now, the pace we're livin' takes the wind from my sails
And it looks like I've got a tiger by the tail
I've got a tiger by the tail

I've got a tiger by the tail, it's plain to see
I won't be much when you get through with me
Well I'm a-losing weight and I'm turning mighty pale
Looks like I've got a tiger by the tail

Well, every night you drag me where the bright lights're found
There ain't no way to slow you down
I'm about as helpless as a leaf in a gale and it looks like I've got a tiger by the tail
I've got a tiger by the tail

I've got a tiger by the tail, it's plain to see
I won't be much when you get through with me
Well I'm a-losing weight and I'm turning mighty pale
Looks like I've got a tiger by the tail",I've Got A Tiger By The Tail,I've Got A Tiger By The Tail,1965,12,2:10,Track 'A1',Album,True
7,8,Buck Owens,"Oh, you say that you're goin' away and leave me
And you say you ain't never coming back
That you're sick and tired of how I'm doing
And you're gonna head off down the track

But darlin' before you go be sure you know how much I love you
And that I'm sorry for the quarrels that we had
If you leave you're gonna tear my world to pieces
So take it slow be sure you know before you go

Oh, your wounded pride has blinded your reason
And right now you want to hurt me if you can
The man is waiting here to take you to the station
And you're leaving with your ticket in your hand

But darlin' before you go be sure you know how much I love you
And that I'm sorry for the quarrels that we had
If you leave you're gonna tear my world to pieces
So take it slow be sure you know before you go...",Before You Go,Before You Go / No One But You,1965,12,2:09,Track 'A1',Album,True
8,9,Jim Reeves,"Is it really over, is this the end of the line?
Don't tell me I'm losing the love that was mine.
If you're really leaving, take some part of me.
So I'll always remember, how sweet love used to be.

I wonder who's stepping into my shoes, who can he be?
I can tell by your eyes our love has died, and it's over for me.

(Instrumental)

I wonder who's stepping into my shoes, who can he be?
I can tell by your eyes our love has died, and it's over for me.

Really over for me...",Is It Really Over?,Is It Really Over?,1965,2,2:11,Track 'A',Single,True
9,10,Jim Reeves,"Well, this is it, 
That day is here
The day I knew would come
When you would leave me dear.

Well, here I sit,
While teardrops fall
And wonder why I care
When you don't care at all.

But I'm a fool that way
From a-way back when
A fool who'd take you back
If you'd come back again.

But, this is it, 
You're gone, you're free
You'll find another love
But this is it for me.

Well, this is it,
That day is here
It's no surprise and yet
I can't hold back the tears.

Well, here I sit,
And try to guess
How such an empty room
So full of loneliness.

Well, even the clock has stopped
Somehow I guess it knew
That time's run out of me
It's over it's all through.

Yes, this is it,
You're gone, you're free
You'll find another love
But this is it for me...",This Is It,This Is It,1965,2,3:03,Track 'A',Single,True
