,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Bill Anderson,"(Still) though you broke my heart
(Still) though we're far apart
I love you still
(Still) after all this time
(Still) you're still on my mind
I love you still

I've lost count of the hours 
And I've lost track of the days  
In fact, I've lost just about everything 
Since you went away  
Everything, that is, except the memories you left me
And that's one thing that no one can mar  

I don't know who you're with 
I don't even know where you've gone  
My only hope is that some day you might hear this song 
And you'll know that I wrote it especially for you  
And I love you, wherever you are

(Still) after all this time
(Still) you're still on my mind
I love you still

This flame in my heart is like an eternal fire 
For every day it burns hotter 
And every day it burns higher  
And I haven't been able to put out one little flicker 
Not even with all of these tears  

My friends think I'm crazy and maybe I am  
But I'll carry this torch just as long as I can 
For some day, you might just decide to come home 
And I want you to know   
I'm still here

(Still) though you broke my heart
(Still) though we're far apart
I love you still",Still,Still,1963,2,2:45,Track 'A',Single,True
1,2,Bobby Bare,"Lord I'm five hundred miles away from home
Teardrops fell on mama's note when I read the things she wrote
She said we miss you son we love you come on home
Well I didn't have to pack I had it all right on my back
Now I'm five hundred miles away from home

Away from home away from home cold and tired and all alone
Yes I'm five hundred miles away from home

I know this is the same road I took the day I left home
But it sure looks different now
Well I guess I look different too cause time changes everything
I wonder what they'll say when they see their boy looking this way

Oh I wonder what they'll say when I get home
Can't remember when I ate it's just thumb and walk and wait
And I'm still five hundred miles away from home
If my luck had been just right I'd be with them all tonight
But I'm still five hundred miles away from home

Away from home away from home cold and tired and all alone
Yes I'm five hundred miles away from home
Lord I'm still five hundred miles away from home",500 Miles Away From Home,500 Miles Away From Home,1963,2,2:35,Track 'A',Single,True
2,3,George Hamilton IV,"Abilene Abilene prettiest town I've ever seen
Women there don't treat you mean in Abilene my Abilene

I sit alone most every night watch those trains pull out of sight
Don't I wish they were carryin' me back to Abilene my Abilene
Abilene Abilene...

Crowded city ain't nothing free nothing in this town for me
Wish to the Lord that I could be in Abilene sweet Abilene
Abilene Abilene...
(Women there don't treat you mean) in Abilene my Abilene",Abilene,Abilene,1963,12,2:10,Track 'B2',Album,True
3,4,Johnny Cash,"Love is a burning thing
And it makes a fiery ring
Bound by wild desire
I fell into a ring of fire

I fell into a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire, the ring of fire

I fell into a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire, the ring of fire

The taste of love is sweet
When hearts like ours meet
I fell for you like a child
Oh, but the fire went wild

I fell into a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire, the ring of fire

I fell into a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire, the ring of fire

And it burns, burns, burns
The ring of fire, the ring of fire
The ring of fire, the ring of fire",Ring Of Fire,Ring Of Fire  (The Best Of Johnny Cash),1963,12,2:37,Track 'A1',Single,True
4,5,"Lester Flatt, Earl Scruggs and the Foggy Mountains Boys",,,,,,,,,
5,6,Skeeter Davis,"Why does the sun go on shining?
Why does the sea rush to shore?
Don't they know it's the end of the world?
'Cause you don't love me anymore

Why do the birds go on singing?
Why do the stars glow above?
Don't they know it's the end of the world?
It ended when I lost your love

I wake up in the morning and I wonder
Why everything's the same as it was
I can't understand, no, I can't understand
How life goes on the way it does

Why does my heart go on beating?
Why do these eyes of mine cry?
Don't they know it's the end of the world?
It ended when you said goodbye

Why does my heart go on beating?
Why do these eyes of mine cry?
Don't they know it's the end of the world?
It ended when you said goodbye",The End Of The World,The End Of The World,1963,12,2:33,Track 'A1',Album,True
6,7,Jim Reeves,"Welcome to my world
Welcome to my world
Won't you come on in
Miracles I guess
Still happen now and then
Step into my heart
Leave your cares behind
Welcome to my world
Built with you in mind
Knock and the door will open
Seek and you will find
Ask and you will be given
The key to this world of mine
I'll be waiting here
With my arms unfurled
Waiting just for you
Welcome to my world",Welcome To My World,The Best Of Jim Reeves Vol. II,1966,12,2:34,Track 'A2',Single,True
7,8,Marty Robbins,"I said hello to the man that tried to win your hand
A long time ago.
I tried to smile as he talked of the days
When he was your beau,

But I could see he was a-shamin' me
When he talked of his wealth and fame --
Ruby Ann took the hand of this poor, poor man,
Ain't true love a funny thing?

Big man, you got money in your hand,
So what?
You're at a table for two, but still there's only you,
Big shot!
Well, your money can't buy if your power can't hold,
You can't romance your fame --
Ruby Ann took the hand of this poor, poor man,
Ain't true love a funny thing?

Big man, you got money in your hand,
So what?
You're at a table for two, but still there's only you,
Big shot!
Well, your money can't buy if your power can't hold,
You can't romance your fame --
Ruby Ann took the hand of this poor, poor man,
Ain't true love a funny thing?
Ruby Ann took the hand of this poor, poor man,
Ain't true love a funny thing?",Ruby Ann,Ruby Ann,1962,2,,Track 'A',"7""",True
8,9,Buck Owens,"Oh the sun's gonna shine, in my life once more
Love's gonna live here again
Things are gonna be the way they, were before
Love's gonna live here again

Love's gonna live here
Love's gonna live here
Love's gonna live here again
No more loneliness, only happiness
Love's gonna live here again

I hear bells a-ringin', I hear birds a-singin'
Love's gonna live here again
I hear bee's a-hummin, and I know the days' a-comin'
Love's gonna live here again

Love's gonna live here
Love's gonna live here
Love's gonna live here again
No more loneliness, only happiness
Love's gonna live here again
Love's gonna live here again",Love's Gonna Live Here,Love's Gonna Live Here / Getting Used To Losing You,1963,2,2:00,Track 'A',Single,True
9,10,Ned Miller,"From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
And walked away with your heart

From a Jack to a King
With no regret I stacked the cards last night
And lady luck played her hand just right
To make me King of your heart
For just a little while
I thought that I might lose the game
Then just in time
I saw the twinkle in your eye

From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
You made me King of your heart

For just a little while
I thought that I might lose the game
Then just in time
I saw the twinkle in your eye
From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
You made me King of your heart",From A Jack To A King,From A Jack To A King,1963,2,,Track 'A',Single,True
10,11,Hawkshaw Hawkins,"Had our number changed today, although I hated to
But each time the phone would ring
They'ed want to speak to you
And it hurt's to tell them, your not here with me
May be now, oh telephone will let me be

It's not in the book now, so you'd better write it down
Just in case your love for me, should ever come around
You might want to call, and break the news to me
Just call lonesome 7-7203

I keep the telephone be side me all the time
Hoping you might want to call, and say
You've changed your mind
If you do then darling you know, where I'll be
I'm at lonesome 7-7203

Your the only one I'm giving our new number too
So now if the telephone should ring I'll know It's you
If you ever long for love that used to be
Just call lonesome 7-7203
Just call lonesome 7-7203",Lonesome 7-7203,Lonesome 7-7203,1963,2,2:38,Track 'A',Single,True
11,12,Buck Owens,"They're going to put me in the movies 
They're going to make a big star out of me 
We'll make a film about a man that's sad and lonely 
And all I got to do is act naturally 

Well, I bet you I'm a gonna be a big star 
Might win an Oscar you can never tell 
The movie's going to make me a big star
'Cause I can play the part so well

Well, I hope you come and see me in the movie 
Then I'll know that you will plainly see 
The biggest fool that's ever hit the big time 
And all I got to do is act naturally

We'll make a scene about a man that's sad and lonely 
And begging down upon his bended knee 
I'll play the part but I won't need rehearsing 
All I have to do is act naturally

Well, I bet you I'm a going to be a big star 
Might win an Oscar you can never tell 
The movie's going to make me a big star
'Cause I can play the part so well

Well, I hope you come and see me in the movie 
Then I'll know that you will plainly see 
The biggest fool that's ever hit the big time 
And all I got to do is act naturally",Act Naturally,Act Naturally,1989,2,2:59,Track 'A',Single,True
