,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Willie Nelson,"Maybe I didn't love you
Quite as often as I could have
Maybe I didn't treat you
Quite as good as I should have
If I made you feel second best
Girl I'm sorry I was blind

You were always on my mind
You were always on my mind

And maybe I didn't hold you
All those lonely, lonely times
And I guess I never told you
I'm so happy that you're mine
Little things I should have said and done
I just never took the time

You were always on my mind
You were always on my mind

Tell me, tell me that your
Sweet love hasn't died
And give me
Give me one more chance
To keep you satisfied
Keep you satisfied

Little things I should have
Said and done
I just never took the time

You were always on my mind
You were always on my mind
You were always on my mind",Always On My Mind,Always On My Mind,1982,10,3:32,Track 'A2',Album,True
1,2,Bob Seger,"Until you've been beside a man
You don't know what he wants
You don't know if he cries at night
You don't know if he don't

When nothin' comes easy
Old nightmares are real
Until you've been beside a man
You don't know how he feels

Once inside a woman's heart
A man must keep his head
Heaven opens up the door
Where angels fear to tread

Some men go crazy
Some men go slow
Some men go just where they want
Some men never go

Oh, blame it on midnight
Ooh, shame on the moon

Everywhere it's all around
Comfort in a crowd
Strangers faces all around
Laughin' right out loud

Hey watch where you're goin'
Step light on old toes
'Cause until you've been beside a man
You don't know who he knows

Oh, blame it on midnight
Ooh, shame on the moon
Oh, blame it on midnight
Ooh, shame on the moon

Ooh, ooh, ooh
Blame it on midnight
You can blame it on midnight
Shame, shame, shame, shame on the moon
You can blame it on midnight
Shame on the moon

Blame it on the moon",Shame On The Moon,Shame On The Moon,1982,2,4:55,Track 'A',Single,True
2,3,Sylvia,"Sittin' in a restaurant and she walked by
I seem to recall that certain look in your eye
I said who's that you said with a smile
Oh it's nobody, aww nobody
Maybe that explains the last two weeks
You call me up dead on your feet
Working late again I ask who with
You said nobody, aww nobody

Well your nobody called today
She hung up when I asked her name
Well I wonder does she think she's being clever (clever)
You say nobody's after you
The fact is what you say is true
But I can love you like nobody can, even better

Late last night we went for a drive
You were miles away
I ask who's on your mind
You said nobody (nobody) why do you ask
Oh her again, I couldve told you that
We came back home got ready for bed
I said to myself I've got one shot left
Your still mine
And I won't stand in line behind nobody, aww nobody

Well your nobody called today
She hung up when I asked her name
Well I wonder does she think she's being clever (clever)
You say nobody's after you
The fact is what you say is true
But I can love you like nobody can, even better

(Repeat)",Nobody,Nobody,1982,2,3:17,Track 'A',Single,True
3,4,Kenny Rogers,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?",I'll Take Care Of You,Love Will Turn You Around,1982,10,2:32,Track 'B3',Album,True
4,5,Juice Newton,"When I see you in the morning with the sleep still in your eyes,
I remember all the laughter and the tears we shared last night.
And as we lie here, just two shadows in the light before the dawn,
The sweetest thing I've ever known is loving you.

And I have never been afraid of losing now.
And I have never wanted love to be a chain.
I only know that when I'm with you, you're my sunshine, you're my rain.
The sweetest thing I've ever known is loving you.
The sweetest thing I've ever known is loving you.

Now, you and I, we're not children.
We have both been loved before.
We have given and we have taken many rides on troubled shores.
But all the heartaches and temptations only make me love you more.
The sweetest thing I've ever known is loving you.

And I have never been afraid of losing now.
And I have never wanted love to be a chain.
I only know that when I'm with you, you're my sunshine, you're my rain.
The sweetest thing I've ever known is loving you.
The sweetest thing I've ever known is loving you.",The Sweetest Thing (I've Ever Known),The Sweetest Thing (I've Ever Known),1981,2,3:58,Track 'A',Single,True
5,6,Jerry Reed,"Well, I guess it was back in '63,
When eatin' my cookin' got the better of me,
So I asked this little girl I was goin' with to be my wife.
Well, she said she would, so I said, 'I do'.
But I'da said, 'I wouldn't' if I'da just knew how sayin' 'I do'
Was gonna screw up all o' my life.

Well, the first few years weren't all that bad.
I'll never forget the good times we had,
'Cause I'm reminded every month when I send her the child support.
Well, it wasn't too long till the lust all died.
And I'll admit I wasn't too surprised,
The day I came home and found my suitcase sittin' out on the porch.
Well, I tried to get in, she changed the lock.
Then I found this note taped on the mailbox that said,
""Goodbye, turkey. My attorney will be in touch.""
So I decided right then and there I was gonna do what's right
Give 'er her fair share but, brother,
I didn't know her share was gonna be that much.

She got the goldmine, (She got the goldmine,)
I got the shaft. (I got the shaft.)
They split it right down the middle,
And then they give her the better half.
Well, it all sounds sorta funny,
But it hurts too much to laugh.
She got the goldmine, I got the shaft.

Now listen up. You ain't heard nothin' yet.
Why, they give 'er the color televison set.
Then they give 'er the house, the kids and both of the cars.
See.
Well, then they started talkin' about child support, alimony,
And the costs to the court.
Didn't take me long to figure out how far in the toilet I was.
I'm tellin' ya, they have made a mistake.
'Cause it adds up to more than this cowboy makes.
Besides, everythin' I ever had worth takin' they've already took.
While she's livin' like a queen on alimony.
I'm workin' two shifts, eatin' baloney.
Askin' myself, ""Why didn't you just learn how to cook?""

They give her the goldmine, (She got the goldmine,)
They give me the shaft. (I got the shaft.)
They said they're splittin' it all down the middle,
But she got the better half.
Well, it all sounds mighty funny,
But it hurts too much to laugh.
She got the goldmine, I got the shaft.

Well, she got the goldmine, (She got the goldmine,)
I got the shaft. (I got the shaft.)
They split it all down the middle,
And then they give her the better half.
Well, I guess it all sounds funny,
(Ah, ha ha ha)
But it hurts too much to laugh.
She got the goldmine, I got the shaft.

Heh, heh. Hey, Jimmy, I got the shaft.
But I don't have to worry about totin' a billfold anymore.
Ha, ha, ha, ha, ha, ha.
I let my wife tote it.
I'm gonna be carryin' food stamps.
You get it, judge?
I'm gonna be indebted.
That's my money.
Huh?
Contempt of court?
What do you mean I'm in contempt of court?",She Got The Goldmine (I Got The Shaft),She Got The Goldmine (I Got The Shaft),1982,2,3:17,Track 'A',Single,True
6,7,Oak Ridge Boys,"I heard about her from a friend of mine
He said she lived across the county line
The sweetest grape that ever grew on the vine
And now that's where I'm spending all my time.

Her daddy Robert and her mama Ruth
They had a daughter they named Bobbie Sue
And now she's eighteen and she knows the truth
Nobody's gonna tell her what to do.

Bo-Bo, Bo-Bo, Bobbie Sue
Ca-can't you see my love is true?
I want to ma-ma, ma-ma, marry you
Bo-Bo-Bo-Bo-Bo- Bobbie Sue.

I'll take her riding on a Friday night
Straight down the highway in the clear moonlight
My Chevy's humming and she holds me tight
We'll find a preacher and we'll do it right.

Her daddy told her that she'd have to wait
Her mama said, ""don't make a big mistake""
But we'll keep driving till we're out of state
And when they find us it'll be too late.

Bo-Bo, Bo-Bo, Bobbie Sue
Ca-can't you see my love is true?
I want to ma-ma, ma-ma, marry you
Bo-Bo-Bo-Bo-Bo- Bobbie Sue.

Bo-Bo, Bo-Bo, Bobbie Sue
Ca-can't you see my love is true?
I want to ma-ma, ma-ma, marry you
Bo-Bo-Bo-Bo-Bo- Bobbie Sue.

Bob, Bob, Bob, Bob, Bob Bobbie Sue

Bo-Bo, Bo-Bo, Bobbie Sue

B... o... b... b... y Sue",Bobbie Sue,Bobbie Sue,1982,10,2:49,Track 'A1',Album,True
7,8,Waylon & Willie,,Just To Satisfy You,Just To Satisfy You,1982,2,2:50,Track 'A',Single,True
8,9,Gene Watson,"I still recall the morning that I met you
Standing out in front of Wilson's five and dime
Staring through the window at the jewelry
Hungry for the things you couldn't buy
Just like a fool I thought that I could please you
I saw you had an eye for things that shine
I paid seven sawmill dollars for a bracelet
Just to satisfy your fourteen carat mind.

Layin' by these railroad tracks in Denver
With a hurtin' head and a half a pint of wine
Everything except my soul has been surrendered
Just to satisfy your fourteen carat mind.

The cabin that I built in West Virginia
Was not enough to keep you satisfied
'Cause a man that's got a sawmill occupation
Can't afford to feed a rich girl's appetite
I wonder if you're still with Willie Jackson
Sometimes I wonder if he's still alive
Ol' Willie he gave up his wife and children
Just to satisfy your fourteen carat mind.

Layin' by these railroad tracks in Denver
With a hurtin' head and a half a pint of wine
Everything except my soul has been surrendered
Just to satisfy your fourteen carat mind.",Fourteen Carat Mind,Fourteen Carat Mind,1981,2,2:35,Track 'A',Single,True
9,10,Juice Newton,"Dark city streets
Twist and moan in the heat
As night descends
Two searching eyes
Cut their way into mine
Inviting me in

Dancing so close
We already know
How good it will be
We slip out
From the unseeing crowd
We find what we need

In the heart of the night
We run like bandits
(In the heart of the night)
Two hungry hearts under the gun
In the heart of the night
(Heart of the night)
When we find each other
We're stealing love on the run
In the heart of the night
Heart of the night

The cool city moon
Lays its touch on the room
Your eyes reach to me
Two shadows fall
Saying nothing at all
We know what we need

In the release
Two prisoners are free
From all darkness
One more escape
Surviving the heartache
And madness

In the heart of the night
We run like bandits
(In the heart of the night)
Two hungry hearts under the gun
In the heart of the night
(Heart of the night)
When we find each other
We're stealing love on the run
In the heart of the night
Heart of the night

In the heart of the night
(Heart of the night)
When we find each other
We're stealing love on the run
In the heart of the night
Heart of the night

In the heart of the night
In the heart of the night
(In the heart of the night)",Heart Of The Night,Heart Of The Night,1982,2,3:50,Track 'A',Single,True
