,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Henson Cargill,"Skip a rope, skip a rope
Oh, listen to the children while they play
Ain't it kind of funny what the children say?
Skip a rope

Daddy hates mommy, mommy hates dad
Last night you should have heard the fight they had
It gave little sister another bad dream
She woke us all up with a terrible scream

Skip a rope, skip a rope
Oh, listen to the children while they play
Ain't it kind of funny what the children say?

Skip a rope

Cheat on your taxes don't be a fool
What was that they said about the golden rule?
Never mind the rules, just play to win
And hate your neighbor for the shade of his skin

Skip a rope, skip a rope
Oh, listen to the children while they play
Ain't it kind of funny what the children say?
Skip a rope

Stab 'em in the back that's the name of the game
And mommy and daddy are who's to blame

Skip a rope, skip a rope
Oh, listen to the children while they play
Ain't it kind of funny what the children say?
Skip a rope",Skip A Rope,Skip A Rope,1968,11,,Track 'A5',Album,True
1,2,Jeannie C. Riley,"I want to tell you all the story bout the Harper Valley widowed wife
Who had a teenage daughter who attended Harper Valley Junior High
Well, her daughter came home one afternoon and didn't even stop to play
And she said, ""Mom, I got a note here from the Harper Valley P.T.A.""

Well, the note said, ""Mrs. Johnson, you're wearin' your dresses way too high
It's reported you've been drinkin' and a runnin' 'round with men and goin' wild
And we don't believe you oughta be a-bringin' up your little girl this way""
And it was signed by the Secretary, Harper Valley P.T.A.

Well it happened that the P.T.A. was gonna meet that very afternoon
And they were sure surprised when Mrs. Johnson wore her miniskirt into the room
And as she walked up to the blackboard I can still recall the words she had to say
She said, ""I'd like to address this meeting of the Harper Valley P.T.A.

Well, there's Bobby Taylor sittin' there and seven times he's asked me for a date
And Mrs. Taylor sure seems to use a lotta ice whenever he's away
And Mr. Baker, can you tell us why your secretary had to leave this town?
And shouldn't Widow Jones be told to keep her window shades all pulled completely down?

Well, Mr. Harper couldn't be here 'cause he stayed too long at Kelly's Bar again
And if you smell Shirley Thompson's breath you'll find she's had a little nip of gin
And then you have the nerve to tell me you think that as a mother, I'm not fit
Well, this is just a little Peyton Place and you're all Harper Valley hypocrites!""

No, I wouldn't put you on because it really did, it happened just this way
The day my mama socked it to the Harper Valley P.T.A.
The day my mama socked it to the Harper Valley P.T.A.",Harper Valley P.T.A.,Harper Valley P.T.A.,1968,11,3:12,Track 'A1',Album,True
2,3,Johnny Cash,"I hear the train a-comin', it's rollin' round the bend
And I ain't seen the sunshine since I don't know when
I'm stuck in Folsom Prison, and time keeps draggin' on
But that train keeps a-rollin' on down to San Antone

When I was just a baby, my mama told me, ""Son
Always be a good boy, don't ever play with guns""
But I shot a man in Reno just to watch him die
When I hear that whistle blowin', I hang my head and cry

I bet there's rich folks eatin' in a fancy dining car
They're probably drinkin' coffee snd smokin' big cigars
Well, I know I had it comin', I know I can't be free
But those people keep a-movin', and that's what tortures me

Well, if they freed me from this prison, if that railroad train was mine
I bet I'd move it on a little farther down the line
Far from Folsom Prison, that's where I want to stay
And I'd let that lonesome whistle blow my blues away",Folsom Prison Blues,Folsom Prison Blues,1968,2,2:46,Track 'A',Single,True
3,4,Tammy Wynette,"Sometimes, it's hard to be a woman
Giving all your love to just one man
You'll have bad times, and he'll have good times
Doin' things that you don't understand
But if you love him, you'll forgive him
Even though he's hard to understand
And if you love him, oh be proud of him
'Cause after all he's just a man

Stand by your man
Give him two arms to cling to
And something warm to come to
When nights are cold and lonely

Stand by your man
And show the world you love him
Keep giving all the love you can
Stand by your man

Stand by your man
And show the world you love him
Keep giving all the love you can
Stand by your man",Stand By Your Man,Stand By Your Man / I Stayed Long Enough,1968,2,2:34,Track 'A',Single,True
4,5,Glen Campbell,"I am a lineman for the county
And I drive the main road
Searching in the sun for another overload

I hear you singing in the wires
I can hear you through the whine
And the Wichita lineman is still on the line

I know I need a small vacation
But it don't look like rain
And if it snows that stretch down south won't ever stand the strain

And I need you more than want you
And I want you for all time
And the Wichita lineman is still on the line

And I need you more than want you
And I want you for all time
And the Wichita lineman is still on the line",Wichita Lineman,Wichita Lineman,1968,11,3:08,Track 'A1',Album,True
5,6,Glen Campbell,"Flowers have blooms the ocean has waves the sky has clouds people have babes
I wanna live till I get old I wanna watch all of this grow
I wanna live live and let live I want all the love this life has to give
I wanna smile and be friendly with you I wanna live and let you live some too

Rover is big Tabby is small Betty is short Jimmy is tall
They wanna live live and let live they want all the love this life has to give
They wanna smile and be friendly with you they wanna live and let you live some too
We wanna live what want you",I Wanna Live,Glen Campbell's Greatest Hits,1975,10,2:42,Track 'A2',Single,True
6,7,Tammy Wynette,"Our little boy is four years old and quite a little man
So we spell out the words we don't want him to understand
Like T-O-Y or maybe S-U-R P-R-I-S-E
But the words we're hiding from him now
Tear the heart right out of me.

Our D-I-V-O-R-C-E; becomes final today
Me and little J-O-E will be goin' away
I love you both and this will be pure H-E double L for me
Oh, I wish that we could stop this D-I-V-O-R-C-E.

Watch him smile, he thinks it Christmas
Or his 5th Birthday
And he thinks C-U-S-T-O-D-Y spells fun or play
I spell out all the hurtin' words
And turn my head when I speak
'Cause I can't spell away this hurt
That's drippin' down my cheek.

Our D-I-V-O-R-C-E; becomes final today
Me and little J-O-E will be goin' away
I love you both and this will be pure H-E double L for me
Oh, I wish that we could stop this D-I-V-O-R-C-E.",D-I-V-O-R-C-E,D-I-V-O-R-C-E,1968,11,2:54,Track 'B1',Album,True
7,8,Johnny Cash,"I remember when I was a lad,
Times were hard and things were bad.
But there's a silver lining behind every cloud.
Just poor people, that's all we were.
Trying to make a living out of black land dirt.
We'd get together in a family circle singing loud.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
Singing seems to help a troubled soul.
One of these days and it won't be long.
I'll rejoin them in a song.
I'm gonna join the family circle at the Throne.
No, the circle won't be broken.
By and by, Lord, by and by.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
In the sky, Lord, in the sky.

Now I remember after work,
Mama would call in all of us.
You could hear us singing for a country mile.
Now little brother has done gone on.
But, I'll rejoin him in a song.
We'll be together again up yonder in a little while.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
Cause singing seems to help a troubled soul.
One of these days and it won't be long,
I'll rejoin them in a song.
I'm gonna join the family circle at the Throne.
Oh, no the circle won't be broken.
By and by, Lord, by and by.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
In the sky, Lord, in the sky.
In the sky, Lord, in the sky.",Daddy Sang Bass,Daddy Sang Bass,1968,2,2:25,Track 'A',Single,True
8,9,Eddy Arnold,"Kiss me each morning for a million years
Hold me each evening by your side
Tell me you love me for a million years
If it don't work out, if it don't work out
Then you can tell me goodbye.

Sweeten my coffee with a morning kiss
Soften my dreams with your sigh
After you've loved me for a million years
If it don't work out, if it don't work out
Then you can tell me goodbye.

If you must go I won't grieve
If you'll just wait a lifetime before you leave
But if you must go I won't say no
Just so we can say that we try

Tell me you love me for a million years
If it don't work out, if it don't work out
Then you can tell me goodbye.
Then you can tell me goodbye",Then You Can Tell Me Goodbye,"Then You Can Tell Me Goodbye / Apples, Raisins And Roses",1968,2,2:47,Track 'A',Single,True
9,10,Marty Robbins,"I walk alone where once we wandered
It seems so strange that you are gone
Till you return I'll stay the same, dear
I'll still be true and walk alone

Flame of love is brightly burnin'
You know that I'm your very own
Until you return I'll stay the same, dear
And I'll still be true and walk alone

Flame of love is brightly burnin'
You know that I'm your very own
Until you return I'll stay the same, dear
And I'll still be true and walk alone",I Walk Alone,I Walk Alone,1968,11,,Track 'A1',Album,True
