,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Tom T. Hall,"I love little baby ducks, old pick-up trucks, slow-moving trains, and rain
I love little country streams, sleep without dreams, Sunday school in may,
And hay
And I love you too

I love leaves in the wind, pictures of my friends, birds in the world, and squirrels
I love coffee in a cup, little fuzzy pups, old TV shows,
And snow
And I love you too

I love honest open smiles, kisses from a child, tomatoes on the vine, and onions
I love winners when they cry, losers when they try, music when it's good, and light
And I love you too",I Love,I Love / Back When We Were Young,1973,2,2:06,Track 'A',Single,True
1,2,Charlie Rich,"Babe, somewhere I know I'm gonna find it, babe
It'll have my love behind it
And it will be a symphony of all you mean to me
A Very special love song

And Babe, if there's a way you know I'm gonna say it, babe
If there's a melody, I'll play it
And I'll play it through especially for you
And all the words are true
A very special love song

So don't be surprised if you're sittin' alone and you hear it
'Cause I'm gonna sing it to the whole big lonely world
So turn your radio way down low and get near it
And I'll tell the world I love you girl

Babe, if there's an ounce of love, I'm gonna give it to you, babe
If there's a breath of life, I'm gonna live it
Every day for you and all the whole night through
Singing just for you a very special love song
For you",A Very Special Love Song,A Very Special Love Song,1974,2,2:44,Track 'A',Single,True
2,3,Billy Swan,"If you got a problem, don't care what it is
If you need a hand, I can assure you this
I can help
I got two strong arms, I can help

It would sure do me good to do you good
Let me help

It's a fact that people get lonely, ain't nothing new
But a woman like you, baby, should never have the blues
Let me help
I got two for me, I can help

It would sure do me good to do you good
Let me help

When I go to sleep at night
You're always a part of my dream
Holding me tight and telling me everything
I wanna hear

Don't forget me baby, all you gotta do is call
You know how I feel about you, if I can do anything at all
Let me help
If your child needs a daddy, I can help

It would sure do me good to do you good
Let me help

When I go to sleep at night
You're always a part of my dream
Holding me tight and telling me everything
I wanna hear

Don't forget me baby, all you gotta do is call
You know how I feel about you, if I can do anything at all
Let me help
If your child needs a daddy, I can help

It would sure do me good to do you good
Let me help",I Can Help,I Can Help,1974,2,2:57,Track 'A',Single,True
3,4,Elvis Presley,"You're sleeping son, I know
But, really, this can't wait
I wanted to explain
Before it gets too late

For your mother and me
Love has finally died
This is no happy home
But God knows how I've tried

Because you're all I have, my boy
You are my life, my pride, my joy
And if I stay, I stay because of you, my boy

I know it's hard to understand
Why did we ever start?
We're more like strangers now
Each acting out a part

I have laughed, I have cried
I have lost every game
Taken all I can take
But I'll stay just the same

Because you're all I have, my boy
You are my life, my pride, my joy
And if I stay, I stay because of you, my boy

Sleep on, you haven't heard a word
Perhaps it's just as well
Why spoil your little dreams
Why put you through the hell

Life is no fairytale
As one day you will know
But now you're just a child
I'll stay her and watch you grow

Because you're all I have, my boy
You are my life, my pride, my joy
And if I stay, I stay because of you, my boy

Because you're all I have, my boy
You are my life, my pride, my joy
And if I stay, I stay because of you, my boy

Yeah, because you're all I have, my boy
You are my life, my pride, my joy
And if I stay, I stay because of you, my boy",My Boy,My Boy,1974,2,3:18,Track 'A',Single,True
4,5,Billy Crash Craddock,"Lie beside me on the sand
Put some lotion in your hand
Come on and make me feel nice
N' Kiss me once or twice
Say you love me again

Then rub it in, rub it in
Rub it in, rub it in
I feel the tingle begin
You're gettin' under my skin
Rub it in, rub it in

(Do it) Umm feels good (do it)
(Do it) Put a little bit on my left shoulder (do it)
Yeah (do it)
Put a little bit right here (do it) yeah
(Do it)

Turn your radio on
And find a slow grooving song
Baby whisper in my ear
Say the things I wanna hear
Make me know your love is strong

And rub it in, rub it in
Rub it in, rub it in
I feel the tingle begin
You're gettin' under my skin
Rub it in, rub it in

Put a little on my nose
Put a little on my toe
Put it on my back and my sacroiliac
And a dab on my chinny-chin-chin

Rub it in, rub it in
Rub it in, rub it in
I feel the tingle begin
You're gettin' under my skin
Rub it in, rub it in

Rub it in, rub it in
Rub it in, rub it in
Fades-
I feel the tingle begin
You gettin' under my skin
Rub it in, rub it in",Rub It In,Rub It In,1974,10,2:30,Track 'A1',Album,True
5,6,Elvis Presley,"Aw, get on it

I left my home in Norfolk, Virginia
California on my mind
I straddled that Greyhound and rode him into Raleigh
And on across Caroline

We had motor trouble that turned into a struggle
Halfway across Alabam'
Well, that 'hound broke down and left us all stranded
In downtown Birmingham

Right away I bought me a through train ticket
Right across Mississippi clean
I was on that midnight flyer out of Birmingham
Smokin' into New Orleans

Somebody help me get out of Louisiana
Just help me get to Houston town
There are people there who care a little about me
And they won't let the poor boy down

Take it

Sure as you're born, they bought me a silk suit
And put luggage in my hand
And I woke up high over Albuquerque
On a jet to the promised land

Workin' on a T-bone steak a la carte
Flying over to the Golden State
When the pilot told us in 13 minutes
He would set us at the terminal gate

Swing low, chariot, come down easy
Taxi to the terminal zone
Cut your engines and cool your wings
And let me make it to the telephone

Los Angeles, get me Norfolk, Virginia
Tidewater 4-1009
Tell the folks back home this is the promised land callin'
And the poor boy is on the line

Workin' on a T-bone steak a la carte
Flying over to the Golden State
When the pilot told us in 13 minutes
He would set us at the terminal gate

Swing low, chariot, come down easy
Taxi to the terminal zone
Cut your engines and cool your wings
And let me make it to the telephone

Los Angeles, get me Norfolk, Virginia
Tidewater 4-1009
Tell the folks back home this is the promised land callin'
And the poor boy is on the line",Promised Land,It's Midnight / Promised Land,1974,2,2:50,Track 'B',Single,True
6,7,Charlie Rich,"Don't wait for the postman
If you're looking for a letter from me
There won't be anymore
There won't be anymore

And don't sit by your telephone
If you're waiting for a call from me
There won't be anymore
There won't be anymore

Don't think of the love we had
Till you turned bad
And broke my loving heart
And when your heart is breaking
And you need some loving from me
There won't be anymore
There won't be anymore

Don't think of the love we had
Till you turned bad
And broke my loving heart
And when your heart is breaking
And you need some loving from me
There won't be anymore
There won't be anymore

It won't be like before
There won't be anymore",There Won't Be Anymore,There Won't Be Anymore,1974,10,2:22,Track 'B1',Single,True
7,8,John Denver,"Lost and alone on some forgotten highway
Travelled by many remembered by few
Lookin' for something that I can believe in
Lookin' for something that I'd like to do with my life

There's nothin' behind me and nothin' that ties me
To somethin' that might have been true yesterday
Tomorrow is open and right now it seems to be more
Than enough to just be here today

And I don't know what the future is holdin' in store
I don't know where I'm goin', I'm not sure where I've been
There's a spirit that guides me, a light that shines for me
My life is worth the livin', I don't need to see the end

Sweet, sweet surrender
Live, live without care
Like a fish in the water
Like a bird in the air

Sweet, sweet surrender
Live, live without care
Like a fish in the water
Like a bird in the air

Lost and alone on some forgotten highway
Travelled by many remembered by few
Lookin' for something that I can believe in
Lookin' for something that I'd like to do with my life

There's nothin' behind me and nothin' that ties me
To somethin' that might have been true yesterday
Tomorrow is open and right now it seems to be more
Than enough to just be here today

And I don't know what the future is holdin' in store
I don't know where I'm goin', I'm not sure where I've been
There's a spirit that guides me, a light that shines for me
My life is worth the livin', I don't need to see the end

Sweet, sweet surrender
Live, live without care
Like a fish in the water
Like a bird in the air

Sweet, sweet surrender
Live, live without care
Like a fish in the water
Like a bird in the air

Sweet, sweet surrender
Live, live without care
Like a fish in the water
Like a bird in the air

Sweet, sweet surrender
Live, live without care
Like a fish in the water
Like a bird in the air",Sweet Surrender,An Evening With John Denver,1975,23,5:02,Track 'B3',Album,True
8,9,Elvis Presley,"I know you're a lonely woman and I love you
But someone else is waiting and he owns you
If he should ever wake up, make sure that your story is straight love
If you talk in your sleep don't mention my name
And if you walk in your sleep forget where you came

Walking every night here in the shadows
So afraid that sometime he may follow
There's always the chance he'll find us
I don't need to remind you
If you talk in your sleep don't mention my name
If you walk in your sleep forget where you came

Love is so much sweeter when it's borrowed
I'll feel a little easier tomorrow
Don't give our secret away, be careful what you say
If you talk in your sleep don't mention my name
If you walk in your sleep forget where you came

Forget where you came, now
Forget where you came
Don't mention my name
Don't mention my name
Forget where you came",If You Talk In Your Sleep,If You Talk In Your Sleep,1974,2,2:25,Track 'A',Single,True
9,10,Bill Anderson,"I make believe I make believe that you're here with me yes I do 
I make believe I make believe that you'll always be my very own yes I do
I guess I'm all wrapped up in a world of make believe
I make believe I make believe every time the phone rings that it's you yes I do
I make believe every time that there's a knock on the door
I make believe it's you yes I do baby
I guess I'm all wrapped up in a world of make believe
And yet faith can move mountains and behind even the darkest cloud the sun can shine
(If you'll make believe) if you'll just make believe
Then I'll be there with you and all of our dreams will come true
And we'll both live in a world of make believe",World Of Make Believe,World Of Make Believe,1973,2,2:38,Track 'A',Single,True
10,11,John Denver,"There's a storm across the valley
Clouds are rolling in
The afternoon lies heavy
On your shoulders
There's a truck out on the four lane
A mile or more away
And the whining of his wheels
Just makes it colder

He's an hour away from riding
On his prayers up in the sky
And ten days on the road
Are barely gone
Like a fire softly burning
Supper's on the stove
It's the light in your eyes
That keeps him warm

Hey it's good to be back home again
Sometimes this old farm
Feels like a long lost friend
Yes, and hey it's good to be back home again

There's all the news to tell him
How you've spent your time
And what's the latest thing the neighbors say
And your mother called last Friday
Sunshine made her cry
And you felt the baby move just yesterday

Hey it's good to be back home again
Sometimes this old farm
Feels like a long lost friend
Yes, and hey it's good to be back home again

And all the time that I can lay this tired old body down
To feel your fingers feather soft upon me
The kisses that I live for
The love that lights my way
The happiness that living with you brings me

It's the sweetest thing I know of
Just spending time with you
It's the little things that make a house a home
Like a fire softly burning, supper's on the stove
And it's the light in your eyes that makes me warm

Hey it's good to be back home again
Sometimes this old farm
Feels like a long lost friend
Yes, and hey it's good to be back home again
I said hey it's good to be back home again...",Back Home Again,Back Home Again,1974,12,4:42,Track 'A1',Album,True
11,12,Donna Fargo,,You Can't Be A Beacon (If Your Light Don't Shine),You Can't Be A Beacon (If Your Light Don't Shine),1974,2,3:18,Track 'A',Single,True
12,13,Dolly Parton,"Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man!
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can!

Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you, Jolene.

He talks about you in his sleep
And there's nothing I can do to keep
From crying when he calls your name, Jolene
But I can easily understand
How you could easily take my man
But you don't know what he means to me, Jolene.

Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man!
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can!

You could have your choice of men
But I could never love again
He's the only one for me, Jolene
I had to have this talk with you
My happiness depends on you
And whatever you decide to do, Jolene.

Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man!
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can!
Jolene (Jolene).",Jolene,Jolene,1974,10,2:38,Track 'A1',Album,True
13,14,Mac Davis,,Rock N' Roll (I Gave You The Best Years Of My Life),Rock N' Roll (I Gave You The Best Years Of My Life) / Emily Suzanne,1974,2,3:25,Track 'A',Single,True
