,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Fairground Attraction,"I don't want half-hearted love affairs
I need someone who really cares.
Life is too short to play silly games
I've promised myself I won't do that again.

It's got to be perfect
It's got to be worth it, yeah
Too many people take second best
Well I won't take anything less
It's got to be, yeah, perfect

Young hearts are foolish, they make such mistakes
They're much too eager to give their love away.
Well, I have been foolish too many times
Now I'm determined, I'm gonna get it right.

It's got to be perfect
It's got to be worth it, yeah
Too many people take second best
Well I won't take anything less
It's got to be, yeah, perfect

Young hearts are foolish, they make such mistakes
They're much too eager to give their love away.
Well, I have been foolish too many times
Now I'm determined, I'm gonna get it right.

It's got to be perfect
It's got to be worth it, yeah
Too many people take second best
Well I won't take anything less
It's got to be, yeah, perfect

It's got to be, yeah, worth it
It's got to be perfect",Perfect,Perfect,1988,2,3:33,Track 'A',Single,True
1,2,Keith Whitley,"It's amazing how you can speak right to my heart
Without saying a word, you can light up the dark
Try as I may I could never explain
What I hear when you don't say a thing

The smile on your face lets me know that you need me
There's a truth in your eyes saying you'll never leave me
A touch of your hand says you'll catch me if ever I fall
Now you say it best when you say nothing at all

All day long I can hear people talking out loud
But when you hold me near, you drown out the crowd
Old Mr. Webster could never define
What's being said between your heart and mine

The smile on your face lets me know that you need me
There's a truth in your eyes saying you'll never leave me
A touch of your hand says you'll catch me if ever I fall
Now you say it best when you say nothing at all

The smile on your face lets me know that you need me
There's a truth in your eyes saying you'll never leave me
A touch of your hand says you'll catch me if ever I fall
Now you say it best when you say nothing at all",When You Say Nothing At All,When You Say Nothing At All / Lucky Dog,1988,2,3:40,Track 'A',Single,True
2,3,Restless Heart,"Some people are born to live alone
And go about life that way,
Their home is a long stretch
Of blacktop and everyday,
Is just another day,
They like movin' and stayin on the run
And tryin' to make the world stand still
White lines and city limit signs
And life is like an automobile's
Rollin' down the highway what a fine time
That's the only way to feel

Wheels,
Stay under me,
Stay under me
Wheels,
Stay under me,
Stay under me

It's a freedom that we all wanna know
It's an obsession to some
To keep the world in your rearview mirror
While you try to run down the sun
It's the knowin' when you
Get to where you're goin'
You're never there against your will
White lines and city limit signs
And life is like an automobile
Rollin' down the highway what a fine time
That's the only way to feel

Wheels
Stay under me,
Stay under me
Wheels
Stay under me,
Stay under me
Wheels
I love to feel you turn
I love to feel you under me,

(Break)
Wheels turn around
Round round like geronomo

It's a code for livin' on the road
Try to make the world stand still
Rollin' down the highway
Rollin' down the highway
Ooh

Wheels
Stay under me,
Stay under me
Wheels
Stay under me,
Stay under me
Wheels
I love to feel you turn
I love to feel you under me
Wheels
Stay under me,
Stay under me",Wheels,Wheels,1986,10,3:45,Track 'A1',Album,True
3,4,Kathy Mattea,"There's a lighthouse in the harbor
Giving guidance with its light
But I had no one to return to
As I wandered through the night

From the first time that I saw you
Standing silent by the shore
I knew my search was over
And I would look for love no more

Deep in the waters of love I am falling
Sinking like a stone
Deep in my heart I can hear love calling
Goin' once, goin' twice, goin' gone
Goin' once, goin' twice, goin' gone

There's a ship on the horizon
Making its way against the wind
From the place where I stand watching
I swear my ship is coming in, oh

Deep in the waters of love I am falling
Sinking like a stone
Deep in my heart I can hear love calling
Goin' once, goin' twice, goin' gone
Goin' once, goin' twice, goin' gone

Sinking like a stone
Deep in my heart I can hear love calling
Goin' once, goin' twice, goin' gone
Goin' once, goin' twice, goin' gone

Sinking like a stone",Goin' Gone,Goin' Gone,1987,2,3:50,Track 'A',Single,True
4,5,Tanya Tucker,"There's a tree out in the back yard,
That never has been broken by the wind.
And the reason it's still standin'
It was strong enough to bend.

For years we have stayed together,
As lovers and as friends.
What we have will last forever
If we're strong enough to bend.

When you say somethin' that you can't take back,
A big wind blows and you hear a crack.
When you say ""Hey, well, I might be wrong,""
You can sway with the wind till the storm is gone.
(Sway with the wind till the storm is gone.)

Like a tree
(Like a tree)
Out in the back yard,
That never has been broken by the wind.
Our love
(Our love)
Will last forever,
If we're strong enough to bend.

When you start thinkin' that you know it all,
A big wind blows and a branch will fall.
When you say ""Hey, this job takes two,""
We can sway with the wind till the skies turn blue.
(Sway with the wind till the skies turn blue.)

Like the tree
(Like the tree)
Out in the back yard,
That never has been broken by the wind.
Our love
(Our love)
Will last forever,
If we're strong enough to bend.
Our love
(Our love)
Will last forever,
If we're strong enough to bend.",Strong Enough To Bend,Strong Enough To Bend,1988,10,2:42,Track 'A2',Album,True
5,6,Ricky Van Shelton,"Walk away, leave with my blessing
Once in a while, let me hear from you
If we never meet again before my life is over
I'll leave this world loving you

You can take everything but my memories
For they're good ones and they'll see me through
If we never meet again, I'll love you forever
I'll leave this world loving you

You were mine for a time and I'm thankful
Oh, but life will be so lonesome without you
If we never meet again this side of heaven
I'll leave this world loving you

If we never meet again this side of heaven
I'll leave this world loving you",I'll Leave This World Loving You,I'll Leave This World Loving You / Sometimes I Cry In My Sleep,1988,2,3:05,Track 'A',Single,True
6,7,Randy Travis,"You've been too gone for too long
It's too late to come back now
It's been so long since you walked out my door
Now you're just an old song nobody sings any more

I've got a new love and she's a true love
But darlin' how could you have known
You've been too gone for too long
Now it's too late to come back home

You came a long way goin' the wrong way
Don't even set your suitcase down
You wanted to roam now you're paying the bill
You're an old rolling stone who rolled over the hill
I had a good cry when you said goodbye
I didn't want to let you go
But you've been too hgone for too long
Now it's too late to come back home

I had a good cry when you said goodbye
I didn't want to let you go
But you've been gone for too long
So why don't you just stay gone

Now you've been too gone for too long
Now it's too late to come back home",Too Gone Too Long,Too Gone Too Long,1987,2,2:24,Track 'A',Single,True
7,8,Vern Gosdin,"They got a vintage Victrola 1951
Full of my favorite records that I grew up on
They got ole Hank and Lefty and there's B24
Set 'em up Joe, and play 'Walking The Floor'.

Set 'em up Joe, and play 'Walking The Floor'
I'm gonna spend the night like every night before
Playin' ET and I'll play him some more
I've gotta have a shot of them old troubadours.

Set 'em up Joe, and play 'Walking The Floor'.
Set 'em up Joe, and play 'Walking The Floor'.

All my neon neighbors they like what I play
'Cause they've heard it every night since you've walked away
Every day they replace old B24
'Cause every night I run a needle through 'Walking The Floor'

Every night I run a needle through 'Walking The Floor'.
I'm gonna spend the night like every night before
Playin' ET and I'll play him some more
I've gotta have a shot of them old troubadours.

Set 'em up Joe, and play 'Walking The Floor'
Set 'em up Joe, and play 'Walking The Floor'
I said set 'em up Joe, and play 'Walking The Floor'",Set 'Em Up Joe,Set 'Em Up Joe / There Ain't Nothing Wrong (Just Ain't Nothing Right),1987,2,2:24,Track 'A',Single,True
8,9,Rosanne Cash,"If you change your mind
And leave the past behind
You know where you'll always find me

And if she breaks your heart
And tears your world apart
You can always count on me

And when your heart's in doubt
And things aren't working out
I can be the one who makes you happy

Call me on the telephone
Darling, I'm always home
If you ever change your mind

When the time is right
I can hold you tight
You know I can wait forever

And time is on our side
And we can surely find
All the love we'll ever need

And take a chance on this
Seal it with a kiss
I can be the one who makes you happy

Call me on the telephone
Darling, I'm always home
If you ever change your mind

All I have is love to give you
Baby, I could be there with you
If you ever change your mind

Call me on the telephone
Darling, I am always home
If you ever change your mind",If You Change Your Mind,If You Change Your Mind,1988,2,4:00,Track 'A',Single,True
9,10,Randy Travis,"Suppose I called you up tonight, and told you that I love you
And suppose I said I want to come back home
And suppose I cried and said I think I've finally learned my lesson
And I'm tired of spendin' all my time alone

If I told you that I realize you're all I ever wanted
And it's killin' me to be so far away
Would you tell me that you love me too, and would we cry together
Or would you simply laugh at me and say

I told you so, oh I told you so
I told you some day you'd come crawlin' back and askin' me to take you in
I told you so, but you had to go 
And now I've found somebody new and you will never break my heart in two again

If got down on my knees and told you I was yours forever
Would you get down on yours too and take my hand
Would we get that old-time feelin', would we laugh and talk for hours
The way we did when our love first began

Would you tell me that you've missed me too and that you've been so lonely
And you've waited for the day that I return
And we'd live and love forever, and that I'm your one and only
Or would you say the table's finally turned

Would you say I told you so, oh I told you so
I told you some day you'd come crawlin' back and askin' me to take you in
I told you so, but you had to go 
And now I've found somebody new and you will never break my heart in two again

And now I've found somebody new and you will never break my heart in two again",I Told You So (Remix),I Told You So,1987,2,3:42,Track 'A',Single,True
10,11,Eddy Raven,"Blue Monday morning at the factory gate
Almost time to clock in
The boys are all betting that Joe wouldn't show
They'd seen him over the weekend
He had four new tires on that Cadillac
Betty the waitress had some clothes in the back
Dashboard full of road maps of Mexico, Joe knows how to live

He said women were made to love, money is made to spend
Life is something, baby, you will never win again
Oh, I've got to admit it, Joe sure knows how to live

By now they'll be down at the ocean
He and Betty stretched out somewhere
The only blue in his life is the blue moonlight

Bouncing off Betty's blonde hair

Oh I can just see 'em rolling around in the sand
I never thought I was a jealous man
But when I think what he's doing and what I'm not, oh, I'm jealous a lot

Now Betty's back home with her mother
Joe's back on the assembly line
But he brings his pictures and his Mexican hat
Just to remind us sometimes

Oh, I hate to admit it, Joe sure knows how to live

Man, they would have fired me if I'd done that
Another thing man
I don't see how he got Betty away from her mother
That ol' girl watches her all the time
You think Joe's wife know about that yet?",Joe Knows How To Live,Joe Knows How To Live,1988,2,3:44,Track 'A',Single,True
11,12,Exile,"Anything, I would give anything
If I could only show you
How strong my passion is for you

But every time I've tried to tell you
I can't find the right words to say
No matter how hard I keep trying
I just haven't found a way

I can't get close enough, I can't get close enough to you
Just holding you tight, all night, doesn't seem to do
I can't get near enough, I can't get near enough of you
But you know that, it's a good kind of thing I'm going through

Everywhere, I would go everywhere
Right beside you, if that would prove my love for you
Wherever you lead, I would follow, it makes no difference, you see
I'd give anything to make you understand how much you mean to me

I can't get close enough, I can't get close enough to you
Just holding you tight, all night, doesn't seem to do
I can't get near enough, I can't get near enough of you
But you know that, it's a good kind of thing I'm going through

Oh, I can't get close enough, I can't get close enough to you
Just holding you tight, all night, doesn't seem to do
I can't get near enough, I can't get near enough of you
But you know that, it's a good kind of thing I'm going through
But you know that, it's a good kind of thing I'm going through

Got to get closer, near enough, near enough for you
(Oh, I've got to get closer)
Close enough, got to get closer, near enough, near enough
(Near enough for you)

Close enough, got to get closer
Near enough for you
Close enough, got to get closer
(Oh, I've got to get closer)
Near enough
(Near enough)",I Can't Get Close Enough,I Can't Get Close Enough,1987,2,3:57,Track 'A',Single,True
12,13,Ronnie Milsap,"Without you in my life every night seemed like a lifetime.

The clock on the wall never seemed to move at all
Or was it just my mind.
Now with you here in my arms, I wanna make it last
But the time is flying by and the morning's coming fast.

Where do the nights go, when I'm with you
Where do the nights go, when I wanna kiss you and hold you tight
Is this what love feels like?Your heart beats like thunder
Every moment you wonder, where do the nights go?
Where do the nights, where do the nights go?

If I had a time machine, I'd make the daylight seem like fleeting moments
And every single night would be exactly like the night that we spent
But it won't be long until I'm alone with my desire
'Cause the stars are going out and my heart is still on fire,
Tell me where do the nights go, when I'm with you
Where do the nights go, where do the nights,
Where do the nights go?

Where do the nights go, when I'm with you
Where do the nights go, when I wanna kiss you and hold you tight
Is this what love feels like? Your heart beats like thunder
Every moment you wonder, where do the nights go?
Where do the nights, where do the nights go?

Now with you here in my arms, I wanna make it last
But the time is flying by and the morning's coming fast, tell me.

Where do the nights go, when I'm with you
Where do the nights go, when I wanna kiss you and hold you tight
Is this what love feels like?Your heart beats like thunder
Every moment you wonder, where do the nights go?
Where do the nights, where do the nights go?

Tell me where do the nights go.
Tell me where do the nights go.
Tell me where do the nights go...",,,,,,,,
13,14,Eddie Rabbitt,"Oh, well I'm the type of guy who will never settle down
Where pretty girls are, well, you know that I'm around
I kiss 'em and I love 'em cause to me they're all the same
I hug 'em and I squeeze 'em they don't even know my name
They call me the wanderer, yeah the wanderer
I roam around, around, around, around

Oh, well, there's Flo on my left arm and there's Mary on my right
And Janie is the girl, well that I'll be with tonight
And when she asks me which one I love the best
I'll tear open my shirt and I show her Rosie on my chest
'Cause I'm the wanderer, yeah the wanderer
I roam around, around, around, around

Oh, well I roam from town to town
I go through life without a care
And I'm as happy as a clown
With my two fists on iron but I'm going no where

Oh yeah, I'm the type of guy that likes to roan around
I'm never in one place; I roam from town to town
And when I find myself falling for some girl
I hop right into that car of mine and drive around the world
Yeah, I'm the wanderer, yeah the wanderer

I roam around, around, around, around",The Wanderer,The Wanderer,1987,2,3:22,Track 'A',Single,True
