,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Steve Holy,"Good morning beautiful how was your night
Mine was wonderful with you by my side
And when I opened my eyes and see your sweet face
It's a good morning beautiful day

I couldn't see the light
I didn't know day from night
I had no reason to care
Well since you came along
I can face the dawn
'Cause I know you'll be there

Good morning beautiful how was your night
Mine was wonderful with you by my side
And when I opened my eyes and see your sweet face
It's a good morning beautiful day

I never worry if it's raining outside
Cause in here with you girl the sun always shines

Good morning beautiful how was your night
Mine was wonderful with you by my side
And when I opened my eyes and see your sweet face
It's a good morning beautiful day
Good morning beautiful day
It's a beautiful day
Good morning day
What a beautiful day",Good Morning Beautiful,Blue Moon,2000,12,3:31,Track '12',Album,True
1,2,Kid Rock,"Kid Rock:
Living my life in a slow hell
Different girl every night at the hotel
I ain't seen the sun shine in three damn days
Been fuelin' up on cocaine and whiskey
Wish I had a good girl to miss me
Lord I wonder if I'll ever change my ways

I put your picture away
Sat down and cried today
I can't look at you while I'm lying next to her
I put your picture away
Sat down and cried today
I can't look at you while I'm lying next to her

Sheryl Crow:
I called you last night in the hotel
Everyone knows but they won't tell
But their half-hearted smiles tell me something just ain't right
I've been waitin' on you for a long time
Fuelin' up on heartaches and cheap wine
I ain't heard from you in three damn nights

I put your picture away
I wonder where you've been
I can't look at you while I'm lying next to him

I put your picture away
I wonder where you've been
I can't look at you while I'm lying next to him

Sheryl Crow:
I saw you yesterday with an old friend
Kid Rock:
It was the same ole same ""how have you been?""
Both:
Since you've been gone my world's been dark and grey

Kid Rock:
You reminded me of brighter days
Sheryl Crow:
I hoped you were coming home to stay
I was headed to church
Kid Rock:
I was off to drink you away

Both:
I thought about you for a long time
Can't seem to get you off my mind
I can't understand why we're living life this way

I found your picture today
I swear I'll change my ways
I just called to say I want you to come back home

I found your picture today
I swear I'll change my ways
I just called to say I want you
To come back home
I just called to say I love you
Come back home",Picture (Radio Edit),Picture,2002,3,4:13,Track '1',Single,True
2,3,Kenny Chesney,"Well, me and my lady had our first big fight
So I drove around 'til I saw the neon lights
The corner bar
It just seemed right, so I pulled up
Not a soul around but the old bar keep
Down at the end, an' lookin' half asleep
But he walked up and said ""What'll it be?""
I said, ""The good stuff""
He didn't reach around for the whiskey
He didn't pour me a beer
His blue eyes kinda went misty
He said, ""You can't find that here

'Cause its the first long kiss on a second date
Mama's all worried when you get home late
And droppin' the ring in the spaghetti plate
'Cause your hands are shakin' so much
And it's the way that she looks with rice in her hair
An' eatin' burnt suppers the whole first year
And askin' for seconds to keep her from tearin' up
Yeah man, that's the good stuff""

He grabbed a carton of milk 
And he poured a glass
Then I smiled and said
""I'll have some of that""
We sat there and talked as an hour passed
Like old friends
Saw a black and white picture and it caught my stare
It was a pretty girl with bouffant hair
He said, ""That's my Bonnie, taken 'bout a year after we wed""
He said, ""Spent five years in the bottle, when the cancer took her from me
But I've been sober three years now
'Cause the one thing stronger than the whiskey

Was the sight of her holdin' my  baby girl
The way she adored that string of pearls
I gave her the day that our youngest boy, Earl
Married his high school love
And it's a new t-shirt sayin' 'I'm a grandpa'
Bein' right there as her time got small
And holdin' her hand when the good Lord called her up
Yeah man, that's the good stuff""

He said, ""When you get home she'll start to cry
When she says, 'I'm sorry,' say 'So am I'
Look into those eyes so deep in love
And drink it up
'Cause thats the good stuff
That's the good stuff""",,,,,,,,
3,4,Keith Urban,"There's a new wind blowin' like I've never known.
I'm breathin' deeper than I've ever done.
And it sure feels good, to finally feel the way I do.
I wanna love somebody, love somebody like you.

An' I'm lettin' go of all my lonely yesterdays.
I've forgiven myself for the mistakes I've made.
Now there's just one thing, the only thing I wanna do, mmm, mmm.
I wanna love somebody, love somebody like you.

Yeah, I wanna feel the sun shine,
Shinin' down on me and you!
When you put your arms around me,
You let me know there's nothing in this world I can't do.

I used to run in circles goin' no where fast.
I'd take, uh, one step forward and two steps back.
I couldn't walk a straight line even if I wanted to, mmm, mmm.
I wanna love somebody, love somebody like you.

Whoa here we go now!

Yeah, I wanna feel the sun shine,
Shinin' down on me and you! Whoa!
When you put your arms around me,
Well, baby there ain't nothing in this world I can't do.

Sometimes it's hard for me to understand,
But you're teachin' me to be a better man.
I don't want to take this life for granted like I used to do, no, no.
I wanna love somebody, love somebody like you.

I'm ready to love somebody, love somebody like you. Ooh.

And I wanna love somebody, love somebody like you, yeah.

Hey, I wanna love you baby.

Oh, yeah! Whoa!
Oh, yeah!
Oh, I wanna be the man in the middle of the night,
Shinin' like it's true.
I wanna be the man that you run to, whenever I call on you.
When everything that loved someone finally found it's way.
Wanna be a better man.
I see it in you yeah...
Oh, yeah, yeah.
Hey, wanna love you baby.
Oh, Oh, Yeah Yeah.",Somebody Like You,Somebody Like You,2002,2,3:53,Track '1',Single,True
4,5,George Strait,,She'll Leave You With A Smile,Round About Way / She'll Leave You With A Smile,1997,2,3:06,Track 'B',Single,True
5,6,Toby Keith,"Under an old brass paper weight,
Is my list of things to do today:
Go to the bank and the hardware store,
Put a new lock on the cellar door.
I cross 'em off as I get 'em done,
But when the sun is settled, there's still more than a few things left
I haven't got to yet.

Like go for a walk, say a little prayer,
Take a deep breath of mountain air
Put on my glove and play some catch
It's time that I make time for that
Wade the shore, cast a line,
Look up an old lost friend of mine
Sit on the porch and give my girl a kiss
Start livin'...that's the next thing on my list.

Wouldn't change the course of fate,
Cuttin' the grass just had to wait
'Cause I've got more important things
Like pushin' my kid on the backyard swing
I won't break my back for a million bucks
I can't take to my grave
So why put off for tomorrow, what I could get done today

Like go for a walk, say a little prayer,
Take a deep breath of mountain air
Put on my glove and play some catch
It's time that I make time for that
Wade the shore, cast a line,
Look up an old lost friend of mine
Sit on the porch and give my girl a kiss
Start livin'...that's the next thing on my list.

Raise a little hell, laugh till it hurts,
Put an extra five in the plate at church,
Call up my folks just to chat,
It's time that I make time for that
Stay up late, and over sleep
Show her what she means to me
Catch up on all the things I've always missed
Just start livin'...that's the next thing on my list.

Under an old brass paper weight,
Is my List of things to do today.",,,,,,,,
6,7,Toby Keith,"Here you come knockin' on my door baby
Tell me what you got on your mind
I guess those college boys all went home for the summertime
And you're lookin' right, lookin' good, lookin' like a woman should
So why is it so hard to find
A place to lay your pretty little head down once in a while
You run on a little tough luck baby
Don't you sweat it
Everything is waiting inside for you
You know I got it
Come and get it

Who's your daddy, who's your baby?
Who's your buddy, who's your friend?

And who's the one guy that you come runnin' to
When your lovelife starts tumblin'?
I got the money if you got the honey
Let's cut a deal let's make a plan

Who's your daddy, who's your baby?
Who's your buddy, who's your man?

You might've run on a little tough luck baby
Don't you sweat it
Everything is waiting inside for you
You know I got it
So come and get it

Who's your daddy, who's your baby?
Who's your buddy, who's your man?",Who's Your Daddy?,"Courtesy Of The Red, White And Blue / Who's Your Daddy?",2002,2,,Track 'B',Single,True
7,8,Mark Wills,"I saw Star Wars at least 8 times
Had the Pac-Man pattern memorized
And I've seen the stuff they put inside,
Stretch Armstrong
Yeah

I was Roger Staubach back in my back yard
Had a shoebox full of baseball cards
And a couple of Evil Kinevil scars
On my right arm
Well, I was a kid when Elvis died
And my mama cried

It was 1970-something
In the world that I grew up in
Farrah Faucett hair-do days
Bell bottoms and 8-track tapes
Lookin' back now I can see me
And oh man, did I look cheesy
But I wouldn't trade those days for nothin'
Aww, It was 1970-something

It was the dawning of a new decade
We got our first microwave
Dad broke down and finally shaved
Them old sideburns off
I took the stickers off of my Rubix cube
Watched MTV all afternoon
My first love was Daisy Duke
In them cut off jeans
A Space Shuttle fell out of the sky
And the whole world cried

It was 1980-something
In the world that I grew up in
Skating rinks and Black Trans Ams
Big hair and parachute pants
Lookin' back now I can see me
And oh man, did I look cheesy
But I wouldn't trade those days for nothin'
Aww, It was 1980-something

Now I got a mortgage and an SUV
But all this responsibility
Makes me wish sometimes
Sometimes...

It was 1980-something
In the world that I grew up in
Skating rinks and Black Trans Ams
Big hair and parachute pants
Lookin' back now I can see me
And oh, man did I look cheesy
But I wouldn't trade those days for nothin'
Aww, It was 1980-something

1970-something
Aw, it was 19-Something",19 Somethin',19 Somethin',2002,2,3:16,Track 'A',Single,True
8,9,Jo Dee Messina with Tim McGraw,"Ooh

Another day has almost come and gone
Can't imagine what else could go wrong
Sometimes I'd like to hide away
Somewhere and lock the door
A single battle lost
But not the war

'Cause tomorrow's another day
And I'm thirsty anyway
So bring on the rain

It's almost like the hard times circle 'round
A couple drops
And they all start comin' down
Yeah I might feel defeated
And I might hang my head
I might be barely breathing
But I'm not dead
No

'Cause tomorrow's another day
And I'm thirsty anyway
So bring on the rain

Ooh

No I'm not gonna let it get me down
I'm not gonna cry
And I'm not gonna lose any sleep
Tonight

'Cause tomorrow's another day
And I am not afraid
So bring on the rain

Tomorrow's another day
And I'm thirsty anyway
So bring on the rain
Ooh
(Bring on, bring on the rain)",,,,,,,,
9,10,Alan Jackson,"It was painted red the stripe was white
It was 18 feet from the bow to stern light
Secondhand from a dealer in Atlanta
I rode up with daddy when he went there to get her
We put on a shine, put on a motor
Built out of love, and made for the water
Ran her for years, till the transom got rotten
A piece of my childhood will never be forgoten

It was just an old plywood boat
With a 75 Johnson with electric choke
A young boy two hands on the wheel
I can't replace the way it made me feel
And I would turn her sharp
And I would make it whine
He'd say, ""You can't beat the way a old wood boat rides""
Just a little lake cross the Alabama line
But I was king of the ocean
When Daddy let me drive

Just an old half ton short bed ford
My Uncle bought new in 64
Daddy got it right cause the engine was smoking
A couple of burnt valves and he had it going
He'd let me drive her when we haul off a load
Down a dirt strip where we'd dump trash off of Thickpen Road
I'd sit up in the seat and stretch my feet out to the pedels
Smiling like a hero who just received his medal

It was just an old hand me down ford
With 3 speed on the column and a dent in the door
A young boy two hands on the wheel
I can't replace the way it made me feel and
I would press that clutch
And I would keep it right
He would say a little slower son
Your doing just fine
Just a dirt road with trash on each side
But I was Mario Andretti
When Daddy let me drive

I'm grown up now
3 daughters of my own
I let them drive my old jeep
Across the pasture at our home
Maybe one day they'll reach back in their file
And pull out that old memory
And think of me and smile
And say

It was just an old worn out jeep
Rusty old floor boards
Hot on my feet
A young girl two hands on the wheel
I can't replace the way it made me feel
And he'd say
Turn it left, and steer it right
Straighten up girl now, you're doing just fine
Just a little valley by the river where we'd ride
But I was high on a mountain

When Daddy let me drive

Daddy let me drive

Oh he let me drive

It's just an old plywood boat
With a 75 Johnson
And electric choke",,,,,,,,
10,11,Gary Allan,"You're throwin' around a lot of serious accusations
Ain't too hard to tell what your insinuatin
You think I'm the one who stole her away
And if not for me she'd still be yours today
We're both men here so why play games
Why don't we call a spade a spade

Man to man
Tell me the truth, tell me
Were you ever there when she needed you
Man to man
Look me in the eye, tell me
If you really loved her
Why'd you make her cry
Man to man
Who cheated who
You're the one to blame
Tell me it ain't true
Man to man
Man to man

Well you think all your anger is justified
Me, I think its just your wounded pride
What did you really think she was gonna do
She's a real woman, not a doormat for you
You want her back but it's too late
Why don't we just cut to the chase

Man to man
Tell me the truth, tell me
Were you ever there when she needed you
Man to man
Look me in the eye, tell me
If you really loved her
Why'd you make her cry
Man to man
Who cheated who
You're the one to blame
Tell me it ain't true
Man to man
Man to man

Man to man
Tell me the truth, tell me
Were you ever there when she needed you
Man to man
Look me in the eye, tell me
If you really loved her
Why'd you make her cry
Man to man
Who cheated who
You're the one to blame
Tell me it ain't true
Man to man
Man to man",Man To Man,Greatest Hits,2007,15,3:41,Track '8',Compilation,True
11,12,George Strait,"Had a nice little life
A little boat, a little beach
A little routine I liked
A blue ocean view
Free to go with the flow
Anywhere that I wanted to
But the moment you set foot on my shore
That's when I knew

There's a difference in
Living and living well
You can't have it all
All by yourself
Something's always missing
'Til you share it with someone else
There's a difference in living and living well

'Til you sailed with me
Thought that I had it good
As good as it could be
From the back of my deck
Caught a fish, caught a breeze
And a thousand red sunsets
But sitting here with you girl I just saw
The best one yet

There's a difference in
Living and living well
You can't have it all
All by yourself
Something's always missing
'Til you share it with someone else
There's a difference in living and living well

My days are brighter
My sky a deeper blue
My nights are sweeter
When I'm with you

There's a difference in
Living and living well
You can't have it all
All by yourself
Something's always missing
'Til you share it with someone else
There's a difference in livin'
I thought I was living
There's a difference in living and living well

Livin' well
I'm livin' well...",The Living Dead,The Living Dead At The Manchester Morgue,2012,15,2:23,Track 'B4',Single,True
12,13,Diamond Rio,"Going out of my mind these days,
Like I'm walking 'round in a haze.
I can't think straight, I can't concentrate,
And I need to shave.

I go to work and I look tired.
The boss man said, ""Son, you're gonna get fired. This ain't your style.""
And behind my coffee cup I just smiled.

What a beautiful mess, what a beautiful mess I'm in.
Spending all of my time with you, there's nothing else I'd rather do.
What a sweet addiction that I'm caught up in, 'cause I can't get enough.
Can't stop the hunger for your love, what a beautiful, what a beautiful
Mess I'm in.

This morning put salt in my coffee. I put my shoes on the wrong feet
(I'm losing my mind I swear). It might be the death of me, but I don't
Care.

What a beautiful mess, what a beautiful mess I'm in.
Spending all of my time with you, there's nothing else I'd rather do.
What a sweet addiction that I'm caught up in 'cause I can't get enough.
Can't stop the hunger for your love, what a beautiful, what a beautiful
Mess I'm in.

Is it your eyes, is it your smile? All I know is that you're driving me wild!

What a beautiful mess, what a beautiful mess I'm in.
Spending all of my time with you, there's nothing else I'd rather do.
What a sweet addiction that I'm caught up in 'cause I can't get enough.
Can't stop the hunger for your love, what a beautiful, what a beautiful...

What a beautiful mess, what a beautiful mess I'm in.
Spending all of my time with you, there's nothing else I'd rather do.
What a sweet addiction that I'm caught up in 'cause I can't get enough.
Can't stop the hunger for your love, what a beautiful, what a beautiful
Mess I'm in.",Beautiful Mess,Completely,2002,13,,Track '1',Album,True
13,14,Dixie Chicks,"I took my love and I took it down
I climbed a mountain and I turned around
And I saw my reflection in the snow-covered hills
Well, the landslide brought me down

Oh, mirror in the sky, what is love
Can the child within my heart rise above
Can I sail through the changing ocean tides
Can I handle the seasons of my life

Uh ah (uh ah)
Uh ah (uh ah), uh ahhh

Well, I've been afraid of changin'
'Cause I build my life around you
But time makes it bolder
Children get older
And I'm getting older too
Well

(Mandolin solo)

Well, I've been afraid of changin'
'Cause I build my life around you
But time makes it bolder
Children get older
And I'm getting older too
Well, I'm getting older too

So, take this love and take it down
Yeah, and if you climb a mountain and you turn around
And if you see my reflection in the snow-covered hills
Well, the landslide brought me down

And if you see my reflection in the snow-covered hills
Well, maybe
Well, maybe
Well, maybe... the landslide will bring you down",,,,,,,,
14,15,Tracy Byrd,"When I walked in the band just started
The singer couldn't carry a tune in a bucket.
Was on a mission to drown her memory but
I thought no way with all this ruckus.

But after one round with Jose Cuervo
I caught my boots tappin 'long with the beat.
And after two rounds with Jose Cuervo
That band was sounding pretty darn good to me.

Then some stranger asked me dance
And I revealed to her my two left feet.
Said, Don't get me wrong I'm glad you asked
But tonight's about me and an old memory.

Then after three rounds with Jose Cuervo
I let her lead me out on the floor
And after four rounds with Jose Cuervo
I was showin' off moves never seen before.

Well, around five or round six
I forgot what I came to forget.
After round seven or was it eight
I bought a round for the whole dang place!

After nine rounds with Jose Cuervo
They were countin' me out and I was about to give in
The after ten rounds with Jose Cuervo
I lost count and started countin' again!

One round with Jose Cuervo
I went two rounds with Jose Cuervo
Three rounds with Jose Cuervo
Five rounds with Jose Cuervo or was it four?
Six rounds with Jose Cuervo
Eight rounds with Jose Cuervo
Ten rounds with Jose Cuervo...",,,,,,,,
15,16,Dixie Chicks,"Daddy sits on the front porch swingin'
Looking out on a vacant field
Used to be filled with burley tobacco
Now he knows it never will
My brother found work in Indiana
Sister's a nurse at the old folks' home
Mama's still cooking too much for supper
And me, I been a long time gone

Been a long time gone
No I ain't hoed a row since I don't know when
Long time gone
And it ain't comin' back again

Deliah plays that old church piano
Sittin' out on her daddy's farm
She always thought that we'd be together
Lord, I never meant to do her harm
Said she could hear me singing in the choir
Me I heard another song
I caught wind and hit the road runnin'
And Lord I been a long time gone

Been a long time gone
Lord I ain't had a prayer since I don't know when
Long time gone
And it ain't comin' back again

Now me, I went to Nashville
Trying to be the big deal
Playing down on Broadway
Getting there the hard way

Living from a tip jar
Sleeping in my car
Hocking my guitar
Yeah I'm gonna be a star

Now me and Deliah
Singing every Sunday
Watching the children and the garden grow
Listen to the radio to hear what's cooking
But the music ain't got no soul

Now they sound tired but they don't sound Haggard
They got money but they don't have Cash
They got Junior but they don't have Hank
I think, I think, I think the rest is

A long time gone
No I ain't hit the roof since I don't know when
Long time gone
And it ain't coming back

I said a long time gone
No I ain't honked a horn since I don't know when
Long time gone
And it ain't coming back again

I said a long time, long time, long time gone

Whoa, it's been a long time
Long time, long time, long time gone

Oh, it's been a long... time... gone
Long time, long time, long time gone",Long Time Gone (Album Version),Long Time Gone,2002,2,4:08,Track 'A',Single,True
16,17,Brad Paisley,"Well, I love her
But I love to fish
I spend all day out on this lake
And hell is all I catch
But today she met me at the door
Said I would have to choose
If I hit that fishin' hole today
She'd be packin' all her things
And she'd be gone by noon

Well, I'm gonna miss her
When I get home
But right now I'm on this lakeshore
And I'm sittin' in the sun
I'm sure it'll hit me
When I walk through that door tonight
Yeah, I'm gonna miss her
Oh, lookie there, I've got a bite
All right

There's a chance that if I hurry
I could beg her to stay
That water's right
And the weather's perfect
No tellin' what I might catch today

So I'm gonna miss her
When I get home
But right now I'm on this lakeshore
And I'm sittin' in the sun
I'm sure it'll hit me
When I walk through that door tonight
Yeah, I'm gonna miss her
Oh, lookie there, another bite
Yeah, I'm gonna miss her
Oh, lookie there
I've got a bite",I'm Gonna To Miss Her (The Fishin' Song),Where I'm Going The Bluegrass Tribute To Brad Paisley,2007,11,,Track '11',Album,True
17,18,Darryl Worley,"I miss the look of surrender in your eyes
The way your soft brown hair would fall
I miss the power of your kiss when we made love
Oh, but baby most of all
I miss my friend

The one my heart and soul confided in
The one I felt the safest with
The one who knew just what to say
To make me laugh again
Let the light back in
I miss my friend

I miss the colors that you brought into my life
Your golden smile with those blue-green eyes
And I miss your gentle voice
In lonely times like now
Sayin' it'll be all right
I miss my friend

The one my heart and soul confided in
The one I felt the safest with
The one who knew just what to say
To make me laugh again
Let the light back in
I miss my friend

I miss those times
I miss those nights
I even miss our silly fights
The makin' up, the mornin' talks
And those late afternoon walks
I miss my friend

The one my heart and soul confided in
The one I felt the safest with
The one who knew just what to say
To make me laugh again
Let the light back in
I miss my friend

I miss my friend
I miss my friend
I miss my friend",I Miss My Friend,I Miss My Friend,2002,12,4:02,Track '3',Album,True
18,19,Brooks & Dunn,"I know they say if you love somebody
You should set them free
But it sure is hard to do
It sure is hard to do
I know they say if it don't come back again
Then it's meant to be (so they say)
Those words don't pull me through
'Cause I'm still in love with you
I spend each day here waiting for a miracle
But it's just you and me goin' through the mill
Climbin' up a hill

This is the long goodbye
Somebody tell me why
Two lovers in love can't make it
Just what kind of love keeps breaking a heart
No matter how hard I try
I always make you cry
Come on, baby, it's over... let's face it
All that's happening here is a long goodbye

Sometimes I ask my heart did we really
Give our love a chance (just one more chance)
But I know without a doubt
We turned it inside out
And if we walked away
Would It make more sense
But it tears me up inside
Just to think we still could try
How long must we keep running on a carousel
Goin' round and round and never gettin' anywhere
On a wing and prayer

This is the long goodbye
Somebody tell me why
Two lovers in love can't make it
Just what kind of love keeps breaking a heart
No matter how hard I try
I always make you cry
Come on, baby, it's over... let's face it
All that's happening here is a long goodbye

Long goodbye
Long goodbye",The Long Goodbye,Only In America / The Long Goodbye,2002,2,,Track 'B',Single,True
19,20,Toby Keith,"American girls and American guys
We'll always stand up and salute, we'll always recognize
When we see Old Glory flying, there's a lot of men dead
So we can sleep in peace at night when we lay down our head

My daddy served in the army, where he lost his right eye
But he flew a flag out in our yard till the day that he died
He wanted my mother, my brother, my sister and me
To grow up and live happy in the land of the free

Now this nation that I love has fallen under attack
A mighty sucker punch came flying in from somewhere in the back
Soon as we could see clearly through our big black eye
Man, we lit up your world like the Fourth of July

Hey, Uncle Sam put your name at the top of his list
And the Statue of Liberty started shaking her fist
And the eagle will fly and there's gonna be hell
When you hear Mother Freedom start ringing her bell
And it'll feel like the whole wide world is raining down on you
Oh, brought to you courtesy of the red, white and blue

Oh, justice will be served and the battle will rage
This big dog will fight when you rattle his cage
And you'll be sorry that you messed with the U. S. of A.
'Cause we'll put a boot in your ass, it's the American way

Hey, Uncle Sam put your name at the top of his list
And the Statue of Liberty started shaking her fist
And the eagle will fly and there's gonna be hell
When you hear Mother Freedom start ringing her bell
And it'll feel like the whole wide world is raining down on you
Oh, brought to you courtesy of the red, white and blue

Oh, oh, of the red, white and blue
Oh, oh, of my red, white and blue","Courtesy Of The Red, White And Blue (The Angry American)","Courtesy Of The Red, White And Blue / Who's Your Daddy?",2002,2,,Track 'A',Single,True
20,21,Martina McBride,"I get kissed by the sun each morning
Put my feet on a hardwood floor
I get to hear my children laughing
Down the hall through the bedroom door
Sometimes I sit on my front porch swing
Just soaking up the day
I think to myself, I think to myself
This world is a beautiful place

I have been blessed
And I feel like I've found my way
I thank God for all I've been given
At the end of every day
I have been blessed
With so much more than I deserve
To be here with the ones that love me
To love them so much it hurts
I have been blessed

Across a crowded room,
I know you know what I'm thinking
By the way I look at you
And when we're lying in the quiet and
No words have to be said
I think to myself, I think to myself
This love is a beautiful gift

When I, when I'm singing my kids to sleep
When I feel you holding me
I know",,,,,,,,
21,22,Chris Cagle,"Lately I've been runnin' into our old friends
Somewhere in the small talk
Someone always asks where you've been
So I tell 'em what you told me
And they can't believe we're through
They ask me what I'm doing now
And in case you're wondering too

I breathe in, I breathe out
Put one foot in front of the other
Take one day at a time
Until you find I'm that someone you can't live without
But until then, I'll breathe in, and breathe out.

Now I've got every reason
To find someone new
Cause you swore up and down to me
That I've seen the last of you
But the way that you loved me
Left me hopin' and holdin' on
So until this world stops turnin' round
And my heart believes that you're gone

I'll breathe in and breathe out
Put one foot in front of the other
Take one day at a time
Till you find I'm that someone you can't live without
But until then, I'll breathe in, and breathe out

Yes we were meant to be
Girl there's no doubt
And if it takes the rest of my life
For you to figure it out

I'll breathe in and breathe out
Put one foot in front of the other
Take one day at a time
Until you find I'm that someone you can't live without
But until then, Oh, I'll breathe in, and breathe out","I Breathe In, I Breathe Out",Best Of Chris Cagle,2010,15,,Track '4',Compilation,True
