,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Kenny Rogers with Dolly Parton,"Baby when I met you, there was peace unknown
I set out to get you with a fine toothed comb
I was soft inside
There was somethin' going on

You do somethin' to me that I can't explain
Hold me closer and I feel no pain
Every beat of my heart
We got somethin' goin' on

Tender love is blind, it requires a dedication
Honest love, we feel, needs no conversation
We ride it together, uh huh
Making love with each other, uh huh

Islands in the stream, that is what we are
No one in between, how can we be wrong
Sail away with me to another world
And we rely on each other, uh huh
From one lover to another, uh huh

I can't live without you if the love was gone
Everything is nothin' if you got no one
And you just walk in the night
Slowly losin' sight of the real thing

But that won't happen to us and we got no doubt
Too deep in love and we got no way out
And the message is clear
This could be the year for the real thing

No more will you cry, baby I will hurt you never
We start and end as one in love forever
We can ride it together, uh huh
Makin' love with each other, uh huh

Islands in the stream, that is what we are
No one in between, how can we be wrong
Sail away with me to another world
And we rely on each other, uh huh
From one lover to another, uh huh

Sail away
Oh, come sail away with me

Islands in the stream, that is what we are
No one in between, how can we be wrong
Sail away with me to another world
And we rely on each other, uh huh
From one lover to another, uh huh

Islands in the stream, that is what we are
No one in between, how can we be wrong
Sail away with me to another world
And we rely on each other, uh huh
From one lover to another, uh huh",Islands In The Stream,Islands In The Stream,1983,2,4:08,Track 'A',Single,True
1,2,Sheena Easton,"I saw an old friend of ours today
She asked about you, I didn't quite know what to say
Heard you've been making the rounds 'round here
While I've been trying to make tears disappear

Now I'm almost over you
I've almost shook these blues
So when you come back around 
After painting the town
You'll see I'm almost over you

You're such a sly one with your cold, cold heart
Maybe leaving came easy, but it tore me apart
Time heals all wounds, they say, and I should know
'Cause it seems like forever, but I'm letting you go

Now I'm almost over you
I've almost shook these blues
So when you come back around 
After painting the town
You'll see I'm almost over you

I can forgive you and soon I'll forget all my shattered dreams
Although you left me with nothing to show, full of misery

Now I'm almost over you
I've almost shook these blues
So when you come back around 
After painting the town
You'll see I'm almost over you

When you come back around
After painting the town
You'll see I'm almost over you",Almost Over You,Almost Over You,1983,2,3:40,Track 'A',Single,True
2,3,Dolly Parton,"You can dance
Every dance with the one that gives you the eye
Let 'em hold you tight
You can smile
Every smile for the one that holds your hand
In the pale moonlight
Just don't forget who's takin' you home
And in who's arms you're gonna be
So, darlin' save the last dance for me
Oh I know
That the music's fine like sparklin' wine
Go and have your fun
Laugh and sing
But while we're apart, don't give your heart to anyone
Just don't forget who's takin' you home
And in who's arms you're gonna be
So, darlin', save the last dance for me

Baby don't you know I love you so
Can't you feel it when we touch
I will never never let you go
I love you oh so much

You can dance
Go and carry on till the night is gone
Till it's time to go
If she asks
If you're all alone, can she take you home
You must tell her no

And don't forget who's takin' you home
And in who's arms you're gonna be
So, darlin', save the last dance for me

Just don't forget who's takin' you home
And in who's arms you're gonna be
So, darlin', save the last dance for me
Ooh, darlin', save the last dance for me

You can dance
Every dance with the one that gives you the eye
And let 'em hold you tight
You can smile
Every smile for the one that holds your hand
In the pale moonlight
Just don't forget who's takin' you home
And in who's arms your gonna be
So, darlin', save the last dance for me
Ooh, darlin', save the last dance for me
Save the last dance for me",Save The Last Dance For Me,Save The Last Dance For Me,1983,2,3:50,Track 'A',Single,True
3,4,Eddie Rabbitt,"I took a plane around the world,
Trying to lose her memory
But every where that I touched down
I found it waiting there for me

You can, t run from love, there's just no place
In this world you can hide
You can, t run from love,
When it's looking for you all you can do is
Give up.

Sail across the seven sea's
Climb apon the mountian high
Build a wall around your heart
It's going to find you every single time

You can travel in a time machine,
Disapear without a trace
It won't matter where you go
It's going to find you any place

You can travel in a time machine,
Disapear without a trace
It won't matter where you go
It's going to find you any place.

You can't run from love there's just no place
In this world you can hide
You can't run from love ooh
You can't run from love there's just no place
In this world 'cause I've tried

You can't run from love ooh
You can't run from love (fade out)",You Can't Run From Love,You Can't Run From Love / You Got Me Now,1983,2,3:37,Track 'A',Single,True
4,5,B.J. Thomas,"We live in the modern age
Where love is fast like a turning page
In a magazine, we've hardly seen
The friends we used to know
They disappear, they come and go
Like the times we've had
It's kind of sad

Whatever happened to old fashioned love
The kind that would see you through
The kind of love my Momma and Daddy knew
Yeah, whatever happened to old fashioned love
The kind that would last through the years
Through the trials
Through the smiles
Through the tears

Today is all we've planned
We say tomorrow we'll understand
If it all should end
We'd be alone again

Oh, whatever happened to old fashioned love
The kind that would see you through
The kind of love my Momma and Daddy knew
Yeah, whatever happened to old fashioned love
The kind that would last through the years
Through the trials
Through the smiles
Through the tears

For now the tenderness
Has been replaced
With something less
And it's hard to find
What we left behind

Oh, whatever happened to old fashioned love
The kind that would see you through
The kind of love my Momma and Daddy knew
Yeah, whatever happened to old fashioned love
The kind that would last through the years
Through the trials
Through the smiles
Through the tears.",Whatever Happened To Old Fashioned Love,Whatever Happened To Old Fashioned Love,1983,2,3:44,Track 'A',Single,True
5,6,Alabama,"It's her first night on the town since she was just eighteen
A lady down on love and out of hope and dreams
The ties that once bound her now are broke away
And she's like a baby, just learning how to play.

She never thought that love could ever end so soon
Her mind drifts back in time to a mid-summer moon
When he asked her to marry and she gladly said okay
And a woman came to be from the girl of yesterday.

Now, she's a lady down on love
She needs somebody to gently pick her up
She's got her freedom, but she'd rather be bound
To a man who would love her and never let her down.

Well, I know a lady that's down on her love
'Cause I used to hold her and have that special touch
But work took me a way from home late at nights
And I wasn't there when she turned out the lights
Then both of us got lonely and I gave into lust
And she just couldn't live with a man she couldn't trust.

Now, she's a lady down on love
She needs somebody to gently pick her up
She's got her freedom, but she'd rather be bound
To a man who would love her and never let her down
Now she's a lady down on love...",Lady Down On Love,Lady Down On Love,1983,2,3:57,Track 'A1',Single,True
6,7,John Anderson,"There's a little girl in our neighborhood
Her name is Charlotte Johnson and she's really lookin' good
I had to go and see her, so I called her on the phone
I walked over to her house and this was going on

Her brother was on the sofa eatin' chocolate pie
Her mama was in the kitchen cuttin' chicken up to fry
Her daddy was in the backyard rollin' up a garden hose
I was on the porch with Charlotte feelin' love down to my toes

And we were swingin', yes, we were swingin'
Little Charlotte she's as pretty as the angels when they sing
I can't believe I'm out here on her front porch in this swing
Just a-swingin'

Yeah, and we'll be swingin', yes, we'll be swinging
Little Charlotte she's as pretty as the angels when they sing
I can't believe I'm out here on the front porch in the swing
Just a-swingin'

Now, Charlotte, she's the darlin', she's the apple of my eye
And when I'm on the swing with her, it makes me almost high
And Charlotte is my lover, and she has been since the spring
I just can't believe it started on her front porch in this swing

Just a swingin', well, just a-swingin'
Little Charlotte she's as pretty as the angels when they sing
I can't believe I'm out here on the front porch in the swing
Just a-swingin'

I said, Little Charlotte she's as pretty as the angels when they sing
I can't believe I'm out here on her front porch in the swing
Just a-swangin'",Swingin',Swingin',1982,2,3:01,Track 'A',Single,True
7,8,Crystal Gayle,"We kissed goodnight
And we turn out the light
And we lay side by side in the dark
And we're waiting for sleep or a spark

But the night's on the run
And the spark does not come
And we quietly worry and wonder
And the silence is louder than thunder
And it rings with the sound of goodbye

It rings with the sound of goodbye
I can't even tell you just why
It may be the truth or it may be a lie
But it sounds like the sound of goodbye

We can talk of the weather
We can talk of the news
We can talk of the talk of the town
There's another true love going down

We can talk about promises, talk about lies
But there's no use pointing our fingers
And the sound of 'I love you' still lingers
But it rings with the sound of goodbye

It rings with the sound of goodbye
I can't even tell you just why
It may be the truth or it may be a lie
But it sounds like the sound of goodbye

Time is forever
But love is a fire
And one day is one degree colder
And the clock's tickin' over your shoulder
And it ticks and it ticks, and it ticks and it ticks...

And it ticks with the sound of goodbye
I can't even tell you just why
It may be the truth or it may be a lie
But it sounds like the sound of goodbye

Sound of goodbye
I can't even tell you just why
It may be the truth or it may be a lie
But it sounds like the sound of goodbye
(Repeat once, fading out)",The Sound Of Goodbye,The Sound Of Goodbye / Take Me Home,1983,2,3:12,Track 'A',Single,True
8,9,Alabama,"The closer you get, the further I fall
I'll be over the edge now in no time at all.
I'm fallin' faster and faster and faster with no time to stall
The closer you get, the further I fall.

The things that you say to me
The look on your face
Brings out the man in me
Do I see a trace in your eyes of love

The closer you get, (oh baby) the further I fall
I'll be over the edge now in no time at all.
I'm fallin' faster and faster and faster with no time to stall
The closer you get, (em hmm) the further I fall

Could I be dreamin'
Is this really real
'Cause there's something magic
The way that I feel in your arms tonight.

The closer you get, (oh yeah) the further I fall
I'll be over the edge now in no time at all.
I'm fallin' faster and faster and faster with no time to stall
The closer you get, (em hmm) the further I fall.

Keep fallin', oh, yeah, yeah, keep fallin', 
Mm, fallin', oh, yeah, yeah, I'm fallin'.

Yes, I'm fallin' (Yes, I'm fallin' Yes, I'm fallin')
Yes, I'm fallin' (Yes, I'm fallin' Yes, I'm fallin')
Yes, we're fallin' (Yes, we're fallin' Yes, we're fallin').

The closer you get, (oh yeah) the further I fall (um hmm)
I'll be over the edge now in no time at all
I'm fallin' faster and faster and faster with no time to stall
(Um hm) The closer you get, (em hmm) the further I fall.

The closer you get, the further I fall
I'll be over the edge now in no time at all.
I'm fallin' faster and faster and faster with no time to stall
The closer you get, the further I fall.",The Closer You Get,The Closer You Get...,1983,10,4:32,Track 'A1',Album,True
9,10,Sparks & Jane Wiedlin,"I wanna got to cool places with you
I wanna take you cool places tonight
I wanna go where nobody's a fool
And no one says uh, ""Hey girl, need a light?""
I want to move like this and that
A minimum of chit chat
I never wanna cool down, cool down, cool cool cool,
Cool places tonight
I gotta tell you, you're lookin' real good
They let us in so I'm feelin' all right
I like to go where sometimes they refuse
Yeah, I remember last Saturday night
But I'm feeling cooler now
And they could tell we're cooler now
It's obvious we're cooler now, cooler now, cool cool cool,
Cool places tonight

I wanna go, I wanna go
I want to go to cool places tonight
I wanna go to cool places with you

And after that we'll slip out for a bite
A coffee shop, and toast, coffee and juice
And then we'll sleep 'til 5 PM
And start it up all over again
I never want to cool down, cool down, cool cool cool

I wanna go, I wanna go
I want to go to cool places tonight
I wanna go to cool places with you",Cool Places,Cool Places,1983,2,4:38,Track 'A',Single,True
