,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Kenny Rogers,"Evryone considered him the coward of the county
He'd never stood one single time to prove the county wrong
His mama named him Tommy; the folks just called him 'Yellow'
But something always told me they were reading Tommy wrong

He was only ten years old when his daddy died in prison
I looked after Tommy 'cause he was my brother's son
I still recall the final words my brother said to Tommy
""Son, my life is over, but yours is just begun""

""Promise me, son, not to do the things I've done
Walk away from trouble if you can
It won't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you dont have to fight to be a man""

There's someone for everyone, and Tommy's love was Becky
In her arms, he didn't have to prove he was a man
One day, while he was workin', the Gatlin boys came callin'
They took turns at Becky; there was three of them

Tommy opened up the door and saw his Becky cryin'
The torn dress, the shattered look was more than he could stand
He reached above the fireplace and took down his daddy's picture
As his tears fell on his daddy's face, he heard these words again:

""Promise me, son, not to do the things I've done
Walk away from trouble if you can
It won't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you dont have to fight to be a man""

The Gatlin boys just laughed at him when he walked into the barroom
One of them got up and met him halfway 'cross the floor
When Tommy turned around they said, ""Hey look! Ol' yellow's leavin'""
But you coulda heard a pin drop when Tommy stopped and blocked the door

Twenty years of crawlin' was bottled up inside him
He wasn't holdin nothin' back; he let 'em have it all
When Tommy left the barroom, not a Gatlin boy was standin'
He said, ""This one's for Becky,"" as he watched the last one fall
And I heard him say

""I promised you, dad, not to do the things you done
I walk away from trouble when I can
Now please dont think I'm weak, I didn't turn the other cheek
And papa, I sure hope you understand
Sometimes you gotta fight when youre a man""

Everyone considered him the coward of the county",Coward Of The County,Coward Of The County,1979,2,4:18,Track 'A',Single,True
1,2,Waylon,,Amanda,Amanda,1979,2,2:54,Track 'A',Single,True
2,3,Dan Fogelberg,"Longer than there've been fishes in the ocean
Higher than any bird ever flew
Longer than there've been stars up in the heavens
I've been in love with you

Stronger than any mountain cathedral
Truer than any tree ever grew
Deeper than any forest primeval
I am in love with you

I'll bring fire in the winters
You'll send showers in the springs
We'll fly through the falls and summers
With love on our wings

Through the years, as the fire starts to mellow
Burning lines in the book of our lives
Though the binding cracks and the pages start to yellow
I'll be in love with you
I'll be in love with you

Longer than there've been fishes in the ocean
Higher than any bird ever flew
Longer than there've been stars up in the heavens
I've been in love with you
I am in love with you",Longer,Longer / Along The Road,1979,2,3:14,Track 'A',Single,True
3,4,Kenny Rogers,"While she lays sleeping, I stay out late at night and play my songs
And sometimes all the nights can be so long
And it's good when I finally make it home, all alone
While she lays dreaming, I try to get undressed without the light
And quietly she says how was your night?
And I come to her and say, it was all right, and I hold her tight

And she believes in me, I'll never know just what she sees in me
I told her someday if she was my girl, I could change the world
With my little songs, I was wrong
But she has faith in me, and so I go on trying faithfully
And who knows maybe on some special night, if my song is right
I will find a way, find a way...

While she lays waiting, I stumble to the kitchen for a bite
Then I see my old guitar in the night
Just waiting for me like a secret friend, and there's no end
While she lays crying, I fumble with a melody or two
And I'm torn between the things that I should do
And she says to wake her up when I am through,
God her love is true...

And she believes in me, I'll never know just what she sees in me
I told her someday if she was my girl, I could change the world
With my little songs, I was wrong
But she has faith in me, and so I go on trying faithfully
And who knows maybe on some special night, if my song is right
I will find a way, while she waits... while she waits for me",She Believes In Me,She Believes In Me,1979,2,4:11,Track 'A',Single,True
4,5,Anne Murray,"Dreaming, I must be dreaming
Or am I really lying here with you?
Baby, you take me in your arms
And though I'm wide awake, I know my dream is coming true

And, oh, I just fall in love again
Just one touch and then it happens every time
There I go, I just fall in love again and when I do
I can't help myself, I fall in love with you

Magic, it must be magic
The way I hold you and the night just seems to fly
Easy for you to take me to a star
Heaven is that moment when I look into your eyes

And, oh, I just fall in love again
Just one touch and then it happens every time
There I go, I just fall in love again and when I do
I can't help myself, I fall in love with you
I can't help myself, I fall in love with you",I Just Fall In Love Again,I Just Fall In Love Again,1979,2,2:47,Track 'A',Single,True
5,6,J.D. Souther,"When the world is ready to fall
On your little shoulders
And when you're feeling lonely and small
You need somebody there to hold you

You can call out my name
When you're only lonely
Now don't you ever be ashamed
You're only lonely

When you need somebody around
On the nights that try you,
Remember, I was there when you were a queen
And I'll be the last one there beside you

So you can call out my name
When you're only lonely
Now don't you ever be ashamed
You're only lonely

(You're only lonely)
(You're only lonely)

Ooh, when the world is ready to fall
On your little shoulders
And when you're feeling lonely and small
You need somebody there to hold you

So don't you ever be ashamed (hold you)
When you're only lonely
Ah, you can call out my name
When you're only lonely

(You're only lonely) when you're only lonely...
(You're only lonely) ooh, it's no crime...
Darling, we've got lots of time, whoa

(You're only lonely) Whoa
Ah, there's nothing wrong with you
Darling, I get lonely, too.

(You're only lonely)
(You're only lonely)
So if you need me (You're only lonely)
All you got to do is call me
You're only lonely (You're only lonely)
(You're only lonely)
(You're only lonely)",You're Only Lonely,You're Only Lonely,1979,9,3:47,Track 'A1',Album,True
6,7,Bellamy Brothers,"If I said you have a beautiful body
Would you hold it against me?
If I swore you were an angel
Would you treat me like the devil tonight?
If I were dying of thirst
Would your flowing love come quench me?
If I said you have a beautiful body
Would you hold it against me?

Now we could talk all night about the weather
Could tell you 'bout my friends out on the coast
I could ask alot of crazy questions
Or ask you what I really want to know

If I said you have a beautiful body
Would you hold it against me?
If I swore you were an angel
Would you treat me like the devil tonight?
If I were dying of thirst
Would your flowing love come quench me?
If I said you have a beautiful body
Would you hold it against me?

Now rain can fall so soft against the window
The sun can shine so bright up in the sky
But daddy always told me, ""Don't make small talk""
He said, ""Come on out and say what's on your mind""

If I said you have a beautiful body
Would you hold it against me?
If I swore you were an angel
Would you treat me like the devil tonight?
If I were dying of thirst
Would your flowing love come quench me?
If I said you had a beautiful body
Would you hold it against me?

If I said you have a beautiful body
Would you hold it against me?
If I swore you were an angel
Would you treat me like the devil tonight?
If I were dying of thirst
Would your flowing love come quench me?
If I said you have a beautiful body
Would you hold it against me?",If I Said You Have A Beautiful Body Would You Hold It Against Me,If I Said You Have A Beautiful Body Would You Hold It Against Me,1979,2,,Track 'A',Single,True
7,8,Kenny Rogers,"All my life was a paper
Once plain, pure and white
'Til you moved with your pen
Changing moods now and then
'Til the balance was right
Then you added some music
Every note was in place
And anybody could see
All the changes in me
By the look on my face

And you decorated my life
Created a world
Where dreams are a part
And you decorated my life
By painting your love
All over my heart
You decorated my life

Like a rhyme with no reason
In an unfinished song
There was no harmony
Life meant nothin' to me
Until you came along
And you brought out the colors
What a gentle surprise
Now I'm able to see
All the things life can be
Shining soft in your eyes

And you decorated my life
Created a world
Where dreams are a part
And you decorated my life
By painting your love
All over my heart
You decorated my life",You Decorated My Life,You Decorated My Life / One Man's Woman,1979,2,3:37,Track 'A',Single,True
8,9,Eddie Rabbitt,"I've always been the kind of man
Who doesn't believe in strings
Long term obligations are just unnecessary things
But girl, ya got me thinkin'
While I'm drinkin' one more beer
If I'm headed for a heartache
Then why the hell am I still here

I'm testin' my resistance
And it's wearin' mighty thin
I've got the feelin' I should leave
Before the roof caves in
My mind tells me to move along
But my body begs me stay
And now I feel the need to hold you close
And love the night away
While you're turnin' me

Every which way but loose
You turn me
Every which way but loose
Inside the fire's burnin' me
In my mind you just keep turnin' me
Every which but loose
Baby there's no excuse
To turn me every which way but loose

When the sun comes up in the mornin'
It should find me some place new
But right this minute all I want
Is to lay here next to you
Those memories still keep callin' me
From somewhere in my past 
Better hurry if they want me
'Cause I can feel me fadin' fast
While you're turnin' me

Every which way but loose
You turn me
Every which way but loose
Inside the fire's burnin' me
In my mind you just keep turnin' me
Every which but loose
Baby there's no excuse
To turn me every which way but loose",Every Which Way But Loose,Every Which Way But Loose,1978,2,2:48,Track 'A',Single,True
9,10,Anne Murray,"Oh I could hide 'neath the wings of the blue bird as she sings
The six o'clock alarm would never ring
But it rings and we rise wipe the sleep out of our eyes
The shaving razor's cold and it stings

Cheer up sleepy Jean Oh what can it mean
To a daydream believer and a homecoming queen

I once thought of you as a white knight on a steed
Now you know how happy we can be
Oh and our good times started then
With a dollar one to spend
And how much baby do we really need",Daydream Believer,Daydream Believer,1979,2,2:26,Track 'A',Single,True
10,11,John Conlee,"Too many times I didn't try to hold you
I never kept the promises I told you
Now it's time I give in, I know
To the words that I should have said long ago

Lady lay down beside me
Wrap all your love around me
I need you to stay
Don't turn away from me now
Lady lay down

You've been alone, I guess I've known about it
You gave me love and learned to live without it
Now that you've turned to go
Let me beg you to stay the best way I know

Lady lay down beside me
Wrap all your love around me
I need you to stay
Don't turn away from me now
Lady lay down

Lady lay down beside me
Wrap all your love around me
I need you to stay
Don't turn away from me now
Lady lay down

Lady lay down.",Lady Lay Down,Lady Lay Down,1978,2,3:05,Track 'A',Single,True
11,12,Dolly Parton,"I found out the hard way 
And I'm never gonna break your heart 
I know, too late 
And I don't want to break your heart 
Guess I had to go away just to find 
What I left behind 

You're the only one 
You're the only one 
Take me back 
To where we started from 
And let's make it now 
Like we made it then 
This ol' heart ain't gonna break your heart again 

Nights I lay in bed 
And your covers wouldn't warm my feet 
And morning found me 
Bitter or a bit too sweet 
Oh baby, I had to go away 
Just to run back and say 

You're the only one 
You're the only one 
Take me back 
To where we started from 
Can we make it now 
Like we made it then 
This ol' heart ain't gonna break your heart again 

You're the only one darlin' 
They'll never be anyone else but you 
I love you so much 

You are my love, you've become my life 
And I never meant to break your heart 
But, sometimes, you just got to go away 
To find what you left behind 

You're the only one 
You're the only one 
Take me back 
To where we started from 
Can we make it now 
Like we make it then 
This ol' heart ain't gonna break your heart again 

You're the only one 
You're the only one 
You're the only one 
The only one 
So take me back 
To where we started from 

You're the only one 
The only one 
You're the only one 

You 're the only one 
The only one 
Take me back 
To where we started from 

You're the only one 
The only one 
You're the only one 
You're the only one 
The only one",You're The Only One,You're The Only One,1979,2,3:23,Track 'A',Single,True
12,13,Anne Murray,"Every now and then I cry
Every night
You keep stayin' on my mind
All my friends say I'll survive
It just takes time

But I don't think time is gonna heal this broken heart
No, I don't see how it can if it's broken all apart
A million miracles could never stop the pain
Or put all the pieces together again

No, I don't think time is gonna heal this broken heart
No, I don't see how it can while we are still apart
And when you hear this song, I hope that you will see
That time won't heal a broken hearted me

Every day is just the same
Playing games
Different lovers, different names
They keep saying I'll survive
It just takes time

But I don't think time is gonna heal this broken heart
No, I don't see how it can if it's broken all apart
A million miracles could never stop the pain
Or put all the pieces together again

No, I don't think time is gonna heal this broken heart
No, I don't see how it can while we are still apart
And when you hear this song, I hope that you will see
That time won't heal a broken hearted
Time won't heal a broken hearted me",Broken Hearted Me,Anne Murray's Greatest Hits,1980,10,3:43,Track 'B3',Single,True
13,14,The Dirt Band,,An American Dream,An American Dream,1979,10,3:53,Track 'A1',Album,True
