,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Johnny Cash,"I remember when I was a lad,
Times were hard and things were bad.
But there's a silver lining behind every cloud.
Just poor people, that's all we were.
Trying to make a living out of black land dirt.
We'd get together in a family circle singing loud.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
Singing seems to help a troubled soul.
One of these days and it won't be long.
I'll rejoin them in a song.
I'm gonna join the family circle at the Throne.
No, the circle won't be broken.
By and by, Lord, by and by.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
In the sky, Lord, in the sky.

Now I remember after work,
Mama would call in all of us.
You could hear us singing for a country mile.
Now little brother has done gone on.
But, I'll rejoin him in a song.
We'll be together again up yonder in a little while.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
Cause singing seems to help a troubled soul.
One of these days and it won't be long,
I'll rejoin them in a song.
I'm gonna join the family circle at the Throne.
Oh, no the circle won't be broken.
By and by, Lord, by and by.

Daddy sang bass,
Mama sang tenor.
Me and little brother would join right in there.
In the sky, Lord, in the sky.
In the sky, Lord, in the sky.",Daddy Sang Bass,Daddy Sang Bass,1969,2,2:25,Track 'A',Single,True
1,2,Johnny Cash,"Well, my daddy left home when I was three
And he didn't leave much to Ma and me
Just this ole guitar and an empty bottle of booze

Now, I don't blame him 'cause he run and hid
But the meanest thing that he ever did
Was before he left, he went and named me Sue

Well, he musta thought that it was quite a joke
And it got a lot of laughs from lots a folks
Seems I had to fight my whole life through

Some gal would giggle and I'd get red
And some guy'd laugh and I'd bust his head
I'll tell ya, life ain't easy for a boy named Sue

Well, I grew up quick and I grew up mean
My fist got hard and my wits got keen
I roamed from town to town to hide my shame

But I made me a vow to the Moon and stars
I'd search the honky-tonks and bars
And kill that man that give me that awful name

Well, it was Gatlinburg in mid-July
And I'd just hit town and my throat was dry
I thought I'd stop and have myself a brew

At an old saloon on a street of mud
There at a table dealin' stud
Sat the dirty, mangey dog that named me Sue

Well I knew that snake was my own sweet dad
From a worn out picture that my mother had
And I knew that scar on his cheek and his evil eye

He was big and bent and grey and old
And I looked at him and my blood ran cold, and I said
""My name is Sue!  How do you do?  Now you gonna die!""
Yeah!  That's what I told him

Well, I hit him hard right between the eyes
And he went down but to my surprise
Came up with a knife an' cut off a piece of my ear

I busted a chair right across his teeth
And we crashed through the wall and into the street
Kickin' and a-gougin' in the mud and the blood and the beer

I tell ya, I've fought tougher men
But I really can't remember when
He kicked like a mule and he bit like a crocodile

Well, I heard him laugh and then I heard him cuss
He went for his gun but I pulled mine first
He stood there lookin' at me and I saw him smile

And he said, ""Son, this world is rough
And if a man's gonna make it he's gotta be tough
And I know I wouldn't be there to help you along

So I gave you that name and I said goodbye
I knew you'd have to get tough or die
And it's that name that helped to make you strong""

Yeah!  He said, ""Now you just fought one hell of a fight
And I know you hate me and ya got the right
To kill me now and I wouldn't blame you if you do

But you oughta thank me before I die
For the gravel in your guts and the spit in the eye
'Cause I'm the son-of-a-bitch that named you Sue""
Yeah, what could I do?  What could I do?

I got all choked up and threw down my gun
Called him my Pa and he called me his son
And I come away with a different point of view

And I think about him now and then
Every time I try and every time I win
And if I ever have a son, I think I'm gonna name him
Bill or George, any-damn-thing but Sue!  I still hate that name!",A Boy Named Sue,A Boy Named Sue / San Quentin,1969,2,3:40,Track 'A',Single,True
2,3,Elvis Presley,"Today I stumbled from my bed
With thunder crashing in my head
My pillow still wet
From last night tears
And as I think of giving up
A voice inside my coffee-cup
Kept crying out
Ringing in my ears

Don't cry daddy
Daddy, please don't cry
Daddy, you've still got me and little Tommy
Together we'll find a brand new mommy
Daddy, daddy, please laugh again
Daddy ride us on your back again
Oh, daddy, please don't cry

Why are children always first
To feel the pain and hurt the worst
It's cruel, somehow
It just don't seem right
'Cause ev'ry time I cry I know
It hurts my little children so
I wonder will it be the same tonight

Don't cry daddy
Daddy, please don't cry
Daddy, you've still got me and little Tommy
Together we'll find a brand new mommy
Daddy, daddy, please laugh again
Daddy ride us on your back again
Oh, daddy, please don't cry
Oh, daddy, please don't cry",Don't Cry Daddy,Don't Cry Daddy / Rubberneckin',1969,2,2:43,Track 'A',Single,True
3,4,Bobbie Gentry & Glen Campbell,"Drea-ea-ea-ea-eam, dream, dream, dream
Drea-ea-ea-ea-eam, dream, dream, dream
When I want you in my arms
When I want you and all your charms

Whenever I want you, all I have to do is
Drea-ea-ea-ea-eam, dream, dream, dream

When I feel blue in the night
And I need you to hold me tight
Whenever I want you, all I have to do is drea-eam

I can make you mine, taste your lips of wine
Anytime night or day
Only trouble is, gee whiz
I'm dreamin' my life away

I need you so that I could die
I love you so and that is why
Whenever I want you, all I have to do is
Drea-ea-ea-ea-eam, dream, dream, dream
Drea-ea-ea-ea-eam

I can make you mine, taste your lips of wine
Anytime night or day
Only trouble is, gee whiz
I'm dreamin' my life away

I need you so that I could die
I love you so and that is why
Whenever I want you, all I have to do is
Drea-ea-ea-ea-eam, dream, dream, dream
Drea-ea-ea-ea-eam, dream, dream, dream

Drea-ea-ea-ea-eam, dream, dream, dream
Drea-ea-ea-ea-eam, dream, dream, dream
Drea-ea-ea-ea-eam, dream, dream, dream",All I Have To Do Is Dream,All I Have To Do Is Dream,1969,2,2:29,Track 'A',Single,True
4,5,Glen Campbell,"Galveston oh Galveston
I still hear your sea winds blowing
I still see her dark eyes glowing
She was twenty-one
When I left Galveston

Galveston oh Galveston
I still hear your sea waves crashing
While I watch the cannons flashing
I clean my gun
And dream of Galveston

I still see her standing by the water
Standing there looking out to sea
And is she waiting there for me
On the beach where we used to run

Galveston oh Galveston
I am so afraid of dying
Before I dry the tears she's crying
Before I watch your sea birds flying in the sun
At Galveston
At Galveston",Galveston,Galveston,1969,11,2:40,Track 'A1',Album,True
5,6,Merle Haggard,"We don't smoke marijuana in Muskogee
We don't take no trips on LSD
We don't burn no draft cards down on Main Street
We like livin' right and bein' free

I'm proud to be an Okie from Muskogee
A place where even squares can have a ball
We still wave Old Glory down at the courthouse
And white lightning's still the biggest thrill of all

We don't make a party out of lovin'
We like holdin' hands and pitchin' woo
We don't let our hair grow long and shaggy
Like the hippies out in San Francisco do

And I'm proud to be an Okie from Muskogee
A place where even squares can have a ball
We still wave Old Glory down at the courthouse
And white lightning's still the biggest thrill of all

Leather boots are still in style for manly footwear
Beads and Roman sandals won't be seen
Football's still the roughest thing on campus
And the kids here still respect the college dean

We still wave Old Glory down at the courthouse
In Muskogee, Oklahoma, USA",,,,,,,,
6,7,Buck Owens & The Buckaroos,,Who's Gonna Mow Your Grass,Who's Gonna Mow Your Grass / There's Gotta Be Some Changes Made,1969,2,2:21,Track 'A',Single,True
7,8,Bobbie Gentry,"Well, I remember it all very well lookin' back
It was the summer that I turned eighteen.
We lived in a one-room, run down shack
On the outskirts of New Orleans.

We didn't have money for food or rent
To say the least we were hard-pressed
When Momma spent every last penny we had
To buy me a dancin' dress.

Well, Momma washed and combed and curled my hair,
Then she painted my eyes and lips.
Then I stepped into the satin dancin' dress.
It was split in the side clean up to my hips.

It was red, velvet-trimmed, and it fit me good
And starin' back from the lookin' glass
Was a woman
Where a half grown kid had stood.

She said, ""Here's your one chance, Fancy, don't let me down!
Here's your one chance, Fancy, don't let me down.
Lord forgive me for what I do,
But if you want out girl it's up to you.
Now get on out, you better start sleepin' uptown.""

Momma dabbed a little bit of perfume
On my neck and she kissed my cheek
Then I saw the tears welling up
In her troubled eyes when she started to speak

She looked at our pitiful shack and then
She looked at me and took a ragged breath
""Your Pa's runned off, and I'm real sick
And the baby's gonna starve to death.""

She handed me a heart-shaped locket that said
""To thine own self be true""
And I shivered as I watched a roach crawl across
The toe of my high-healed shoe

It sounded like somebody else was talkin'
Askin', ""Momma what do I do?""
She said, ""Just be nice to the gentlemen, Fancy.
They'll be nice to you.""

She said, ""Here's your one chance, Fancy, don't let me down!
Here's your one chance, Fancy, don't let me down.
Lord, forgive me for what I do,
But if you want out, well it's up to you
Now get on out, girl, you better start movin' uptown.""

Well, that was the last time I saw my momma
When I left that rickety shack
'Cause the welfare people came and took the baby.
Momma died and I ain't been back.

But the wheels of fate had started to turn
And for me there was no other way out.
It wasn't very long till I knew exactly
What my momma was talkin' 'bout.

I knew what I had to do.
But I made myself this solemn vow:
That I was gonna to be a lady someday
Though I didn't know when or how.

I couldn't see spendin' the rest of my life
With my head hung down in shame.
I mighta been born just plain white trash
But Fancy was my name.

""Here's your one chance, Fancy, don't let me down!
Here's your one chance, Fancy, don't let me down.

Wasn't long after that a benevolent man
Took me in off the streets
One week later I was pourin' his tea
In a five roomed penthouse suite.

Since then I've charmed a king, a congressman
And an occasional aristocrat
And I got me a Georgia mansion
And an elegant New York townhouse flat.

Now I ain't done bad

Now in this world there's a lot of self-righteous
Hypocrites that would call me bad.
They criticize Momma for turning me out
No matter how little we had.

And though I haven't had to worry 'bout nothin'
Now for nigh on fifteen years
I can still hear the desperation
In my poor mommas voice ringin' in my ears.

""Here's your one chance, Fancy, don't let me down!
Here's your one chance, Fancy, don't let me down.
Lord forgive me for what I do,
But if you want out well it's up to you.
Now get on out, you better move uptown.
And I guess she did""",Fancy,Fancy,1970,10,4:15,Track 'A1',Album,True
8,9,Sonny James,,"Since I Met You, Baby","Since I Met You, Baby",1969,2,2:45,Track 'A',Single,True
9,10,Kenny Rogers,"Reuben James, in my song you'll live again
And the phrases that I rhyme are just a footstep out of time
From the time when I knew you, Reuben James

Reuben James, all the folks around Madison County
Cussed your name
You're just a no-account, sharecropping colored man
Who'd steal anything he can
And everybody laid the blame on Reuben James

Reuben James, you still walk the furrowed fields of my mind
Faded shirt, weathered brow, calloused hands upon the plow
I loved you then and I love you now, Reuben James

Flora Grey, the gossip of Madison County died with child
Although your skin was black
You were the one that didn't turn your back
On the hungry white child with no name, Reuben James

Reuben James, with your mind on my soul
And a Bible in your right hand
You said turn the other cheek
For there's a better world awaiting for the meek
In my mind, these words remain from Reuben James

Reuben James, you still walk the furrowed fields of my mind
Faded shirt, weathered brow, calloused hands upon the plow
I loved you then and I love you now, Reuben James

Reuben James, one dark cloudy day
They brought you from the field
Unto your lonely pine box came
Just a preacher, me, and the rain
Just to sing one last refrain to Reuben James

Reuben James, you still walk the furrowed fields of my mind
Faded shirt, weathered brow, calloused hands upon the plow
I loved you then and I love you now, Reuben James

Reuben James, you still walk the furrowed fields of my mind
Faded shirt, weathered brow, calloused hands upon the plow
I loved you then and I love you now, Reuben James",Ruben James,Ruben James / Sunshine,1969,2,2:44,Track 'A',Single,True
