,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Bon Jovi & Jennifer Nettles,"I spent twenty years tryin' to get out of this place 
I was looking for something I couldn't replace 
I was running away from the only thing I've ever known

And like a blind dog without a bone
I was a gypsy lost in the twilight zone
I hijacked a rainbow and crashed into a pot of gold

I've been there, done that, I ain't looking back 
The seeds I've sown, saving dimes, spending too much time on the telephone
Who says you can't go home?

Who says you can't go home?
There's only one place that call me one of their own 
Just a hometown boy, born a rollin' stone
Who says you can't go home?

Who says you can't go back?
Been all around the world and as a matter of fact 
There's only one place left I wanna go
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright 

I went as far as I could, I tried to find a new face
There isn't one of these lines that I would erase
I left a million miles of memories on that road 
And every step I take, I know that I'm not alone
You take the home from the boy, but not the boy from his home
These are my streets, the only life I've ever known,
Who says you can't go home?

Who says you can't go home?
There's only one place that call me one of their own 
Just a hometown boy, born a rollin' stone
Who says you can't go home?

Who says you can't go back?
Been all around the world and as a matter of fact 
There's only one place left I wanna go
Who says you can't go home?

It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?

I've been there, done that, I ain't looking back
It's been a long, long road, feels like I've never left
That's how the story goes

It doesn't matter where you are, doesn't matter where you go 
If it's a million miles away or just a mile up the road 
Take it in, take it with you when you go
Who says you can't go home?

Who says you can't go back?
Been all around the world and as a matter of fact 
There's only one place left I wanna go
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright, it's alright

It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?
It's alright, it's alright, it's alright, it's alright, it's alright
Who says you can't go home?",,,,,,,,
1,2,Toby Keith,"She said I seen you in here before
I said I been here a time or two
She said Hello my name is Bobby Jo
Meet my twin sister Betty Lou
And we're both feelin' kinda wild tonight
You're the only cowboy in this place
And if you're up for a rodeo
I'll put a big Texas smile on your face... I said girls...

I ain't as good as I once was
I got a few years on me now
But there was a time, back in my prime
When I could really lay it down
If you need some love tonight
Then I might have just enough
I ain't as good as I once was, but I'm as good once
As I ever was

I still hang out with my best friend Dave
I've known him since we were kids at school
Last night he had a few shots, got in a tight spot
Hustlin' a game of pool
With a couple of redneck boys
One great big fat biker man
I heard David yell across the room
Hey buddy, how 'bout a helpin' hand... I said Dave...

I ain't as good as I once was
My how the years have flown
But there was a time, back in my prime
When I could really hold my own
If you want to fight tonight
Guess them boys don't look all that tough
I ain't as good as I once was, but I'm as good once
As I ever was

I used to be hell on wheels
Back when I was a younger man
Now my body says you can't do this boy
But my pride says oh yes you can...

I ain't as good as I once was
That's just the cold hard truth
I still throw a few back, talk a little smack
When I'm feelin' bullet proof
So don't double-dog dare me now
'Cause I might have to call your bluff
I ain't as good as I once was, but I'm as good once
As I ever was

I ain't as good as I once was, but I'm as good once
As I ever was",As Good As I Once Was,Honkytonk University,2005,12,3:45,Track '2',Album,True
2,3,Carrie Underwood,"She was drivin' last Friday on her way to Cincinnati
On a snow-white Christmas Eve
Goin' home to see her mama and her daddy
With the baby in the backseat
Fifty miles to go and she was runnin' low
On faith and gasoline
It'd been a long, hard year

She had a lot on her mind and she didn't pay attention
She was goin' way too fast
Before she knew it she was spinnin'
On a thin black sheet of glass
She saw both their lives flash before her eyes
She didn't even have time to cry
She was so scared
She threw her hands up in the air

Jesus, take the wheel
Take it from my hands
'Cause I can't do this on my own
I'm letting go
So give me one more chance
Just save me from this road I'm on
Jesus, take the wheel

It was still gettin' colder
When she made it to the shoulder
And the car came to a stop
She cried when she saw that baby in the backseat
Sleepin' like a rock
But for the first time in a long time
She bowed her head to pray
She said, ""I'm sorry for the way
I've been livin' my life
I know I've got to change
So from now on tonight

Jesus, take the wheel
Take it from my hands
'Cause I can't do this on my own
I'm letting go
So give me one more chance
Save me from this road I'm on""

Oh, Jesus, take the wheel
Oh, I'm letting go
So give me one more chance
Save me from this road I'm on
From this road I'm on
Jesus, take the wheel
Oh, take it, take it from me","Jesus, Take The Wheel","Jesus, Take The Wheel",2005,2,3:40,Track '1',Single,True
3,4,Keith Urban,"I'm gonna be here for you baby
I'll be a man of my word
Speak the language in a voice
That you have never heard

I wanna sleep with you forever
And I wanna die in your arms
In a cabin by a meadow
Where the wild bees swarm

And I'm gonna love you
Like nobody loves you
And I'll earn your trust
Makin' memories of us

I wanna honor your mother
I wanna learn from your pa
I wanna steal your attention
Like a bad outlaw

I wanna stand out in a crowd for you
A man among men
I wanna make your world better
Than it's ever been

And I'm gonna love you
Like nobody loves you
And I'll earn your trust
Makin' memories of us

We'll follow the rainbow
Wherever the four winds blow
And there'll be a new day
Comin' your way

I'm gonna be here for you from now on
This you know somehow
You've been stretched to the limits
But it's alright now

And I'm gonna make you a promise
If there's life after this
I'm gonna be there to meet you
With a warm, wet kiss

And I'm gonna love you
Like nobody loves you
And I'll earn your trust
Makin' memories of us

I'm gonna love you
Like nobody loves you
And I'll win your trust
Makin' memories of us",Making Memories Of Us,Be Here,2005,13,4:11,Track '3',Album,True
4,5,Trace Adkins,"Turn it up some
All right boys, this is her favorite song
You know that right
So, if we play it good and loud
She might get up and dance again
Ooh, she put her beer down
Here she comes
Here she comes
Left left left right left
Whoo

Husslers shootin' eightball
Throwin' darts at the wall
Feelin' damn near 10 ft. tall
Here she comes, Lord help us all
Ol' T.W.'s girlfriend done slapped him outta his chair
Poor ole boy, it ain't his fault
It's so hard not to stare
At that honky tonk badonkadonk
Keepin' perfect rhythm
Make ya wanna swing along
Got it goin' on
Like Donkey Kong
And whoo-wee
Shut my mouth, slap your grandma
There outta be a law
Get the Sheriff on the phone
Lord have mercy, how's she even get them britches on
That honky tonk badonkadonk
(Aww son)

Now Honey, you can't blame her
For what her mama gave her
You ain't gotta hate her
For workin' that money-maker
Band shuts down at two
But we're hangin' out till three
We hate to see her go
But love to watch her leave
With that honky tonk badonkadonk
Keepin' perfect rhythm
Make ya wanna swing along
Got it goin' on
Like Donkey Kong
And whoo-wee
Shut my mouth, slap your grandma
There outta be a law
Get the Sheriff on the phone
Lord have mercy, how's she even get them britches on
With that honky tonk badonkadonk
(Ooh, that's what I'm talkin' bout right there, honey)

We don't care 'bout the drinkin'
Barely listen to the band
Our hands, they start a shakin'
When she gets the urge to dance
Drivin' everybody crazy
You think you fell in love
Boys, you better keep your distance
You can look but you can't touch
That honkey tonk badonkadonk
Keepin' perfect rhythm
Make ya wanna swing along
Got it goin' on
Like Donkey Kong
And whoo-wee
Shut my mouth, slap your grandma
There outta be a law
Get the Sheriff on the phone
Lord have mercy, how's she even get them britches on
That honky tonk badonkadonk

That honky tonk badonkadonk
Yeah, that honky tonk badonkadonk

(That's it, right there boys, that's why we do what we do
It ain't for the money, it ain't for the glory, it ain't for the free whiskey
It's for the badonkadonk)",Honky Tonk Badonkadonk,Songs About Me/Honky Tonk Badonkadonk,2005,2,,Track 'B',Single,True
5,6,Dierks Bentley,"Come a little closer, baby
I feel like layin' you down
On a bed sweet surrender
Where we can work it all out
There ain't nothin' that love can't fix
Girl, it's right here at our fingertips
So come a little closer baby,
I feel like layin' you down

Come a little closer, baby
I feel like lettin' go
Of everything that stands between us
And the love we used to know
I wanna touch you like a cleansing rain
Let it wash all the hurt away
So come a little closer baby
I feel like lettin' go

If there's still a chance
Then take my hand
And we'll steal away
Off into the night
Till we make things right
The suns gonna rise on a better day

Come a little closer baby
I feel like strippin' it down
Back to the basics of you and me
What makes the world go round
Every inch of you against my skin
I wanna be stronger than we've ever been
So come a little closer baby
I feel like strippin' it down

Come a little closer baby
Just a little bit closer baby
Come a little closer baby
I feel like layin' you down",,,,,,,,
6,7,Faith Hill,"Yeah

Well, it's a long way from Star, Mississippi
To the big stage I'm singing on tonight
And sometimes the butterflies still get me
When I'm in the spotlight

And some people seem to think that I've changed
That I'm different than I was back then
But in my soul, I know that I'm the same way
That I've really always been

'Cause a Mississippi girl don't change her ways
Just 'cause everybody knows her name
Ain't big headed from a little bit of fame
I still like wearing my old ball cap
Ride my kids around piggy back
They might know me all around the world
But, y'all, I'm still a Mississippi girl

Whoo!

Well, I spent a few weeks in California
They put my face on the big movie screen
But that don't mean I've forgotten where I came from
That's just me chasing dreams

'Cause a Mississippi girl don't change her ways
Just 'cause everybody knows her name
Ain't big headed from a little bit of fame
I still like wearing my old ball cap
Ride my kids around piggy back
They might know me all around the world
But, y'all, I'm still a Mississippi girl

Whoo!

'Cause a Mississippi girl don't change her ways
Just 'cause everybody knows her name
Ain't big headed from a little bit of fame
Still like wearing my old ball cap
Ride my kids around piggy back
They might know me all around this world
That's all right
But, y'all, I'm still a Mississippi---- girl

Mississippi girl!
Oh, oh
Mississippi girl!

Yeah, yeah, oh
Oh oh oh oh oh
Mississippi girl!
Na, na, na, na, na, na...",Mississippi Girl,The Hits,2007,15,,Track '5',Compilation,True
7,8,Rascal Flatts,"Starin' at you takin' off your makeup
Wondering why you even put it on
I know you think you do but baby you don't need it
Wish that you could see what I see when it's gone

I see a dust trail following an old red Nova
Baby blue eyes, your head on my shoulder
Wait, baby don't move, right here it is
T-shirt hanging off a dogwood branch
That river was cold but we gave love a chance
Yeah to me
You don't look a day over fast cars and freedom
That sunset river bank first time feeling

Yeah, smile and shake your head as if you don't believe me
I'll just sit right here and let you take me back
I'm on that gravel road, look at me
On my way to pick you up you're standing on the front porch
Looking just like that, remember that

I see a dust trail following an old red Nova
Baby blue eyes, your head on my shoulder 
Wait, baby don't move, right here it is
T-shirt hanging off a dogwood branch
That river was cold but we gave love a chance
Yeah to me
You don't look a day over fast cars and freedom
That sunset river bank first time feeling

I see a dust trail following an old red Nova
Baby-blue eyes, your head on my shoulder
You don't look a day over fast cars and freedom
That sunset river bank, first-time feeling

I see a dust trail following an old red Nova
Baby-blue eyes, your head on my shoulder
You don't look a day over fast cars and freedom
That sunset river bank, first-time feeling",Fast Cars And Freedom,Feels Like Today,2004,12,4:23,Track '5',Album,True
8,9,Keith Urban,"Alone in this house again tonight
I got the TV on, the sound turned down and a bottle of wine
There's pictures of you and I on the walls around me
The way that it was and could have been surrounds me
I'll never get over you walkin' away

I've never been the kind to ever let my feelings show
And I thought that bein' strong meant never losin' your self-control
But I'm just drunk enough to let go of my pain
To hell with my pride, let it fall like rain
From my eyes, tonight I wanna cry

Would it help if I turned a sad song on?
""All By Myself"" would sure hit me hard now that you're gone
Or maybe unfold some old yellow lost love letters
It's gonna hurt bad before it gets better
But I'll never get over you by hidin' this way

'Cause I've never been the kind to ever let my feelings show
And I thought that bein' strong meant never losin' your self-control
But I'm just drunk enough to let go of my pain
To hell with my pride, let it fall like rain
From my eyes, tonight I wanna cry

Well I've never been the kind to ever let my feelings show
And I thought that bein' strong meant never losin' your self-control
But I'm just drunk enough to let go of my pain
To hell with this pride, let it fall like rain
From my eyes, tonight I wanna cry",Tonight I Wanna Cry,Be Here,2005,13,4:19,Track '8',Album,True
9,10,Darryl Worley,"I woke up early with a poundin' in my head
I'd been out the night before with all my friends
A little worried, kinda wonderin' what I did
I said, Lord, please forgive me for my sins

My wife wanted to kill me, but she tried to save me first
""You're goin' if I have to drag your butt to church""

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

I read the hymns and kinda sorta sang along
Made it through the Sunday sermon wide awake
We met the family for dinner at our home
Drank some beer, watched a game and cooked some steaks

My little brother had a big fight with his wife
And my poor mother sat between 'em both all night

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

Come on

We said a prayer for cousin Michael in Iraq
We're all aware that he may never make it back
We talked about the way we missed his stupid jokes
And how he loved to be a soldier more than most

I laid in bed that night and thought about the day
And how my life is like a roller coaster ride
The ups and downs and crazy turns along the way
It'll throw you off if you don't hold on tight

You can't really smile until you've shed some tears
I could die today or I might live on for years

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

Alright

It's a beautiful life
Awful, beautiful, life
I love this life, it's a beautiful life
I love this life, it's a beautiful life",Awful Beautiful Life,Darryl Worley,2004,12,,Track '1',Album,True
