,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Charlie Rich,"Hey, did you happen to see the most beautiful girl in the world?
And if you did was she cryin', cryin'?

Hey, if you happen to see the most beautiful girl that walked out on me
Tell her I'm sorry
Tell her I need my baby
Oh, won't you tell her that I love her?

I woke up this morning
Realized what I had done
I stood alone in the cold gray dawn
I knew I'd lost my morning sun

I lost my head and I said some things
Now comes the heartaches that morning brings
I know I'm wrong and I couldn't see
I let my world slip away from me

So, hey, did you happen to see the most beautiful girl in the world?
And if you did was she cryin', cryin'?

Hey, if you happen to see the most beautiful girl that walked out on me
Tell her I'm sorry
Tell her I need my baby
Oh, won't you tell her that I love her?

If you happen to see the most beautiful girl that walked out on me
Tell her I'm sorry
Tell her I need my baby
Oh, won't you tell her that I love her?",The Most Beautiful Girl,The Most Beautiful Girl,1973,2,2:42,Track 'A',Single,True
1,2,Jim Stafford,"I remember when Mary Lou 
Said, ""you want to walk me home from school?""
Well, I said, ""yes, I do""
She said, ""I don't have to go right home
And I'm the kind that likes to be alone some if you would""
I said, ""me, too""

And so we took a stroll
Wound up down by the swimming hole
And she said, ""do what you want to do""
I got silly and I found a frog
In the water by a hollow log
And I shook it at her and I said, ""this frog's for you""
She said

I don't like spiders and snakes
And that ain't what it takes to love me
You fool, you fool
I don't like spiders and snakes
And that ain't what it takes to love me
Like I want to be loved by you

Well, I think of that girl from time to time
I call her up when I got a dime
I say, ""hello, baby""
She says, ""ain't you cool""
I say, ""do you remember when?
And would you like to get together again?""
She says, ""I'll see you after school""

I was shy and so for a while
Most of my love was touch and smile
Till she said, ""come on over here""
I was nervous, as you might guess
Still looking for something to slip down her dress
And she said, ""let's make it perfectly clear""
She said 

I don't like spiders and snakes
And that ain't what it takes to love me
You fool, you fool
I don't like spiders and snakes
And that ain't what it takes to love me
Like I want to be loved by you",Spiders & Snakes,Spiders & Snakes,1973,2,3:03,Track 'A',Single,True
2,3,Charlie Rich,"My baby makes me proud
Lord, don't she make me proud
She never makes a scene
By hangin' all over me in a crowd

'Cause people like to talk
Lord, don't they love to talk
But when they turn out the lights
I know she'll be leavin' with me

And when we get behind closed doors
Then she lets her hair hang down
And she makes me glad that I'm a man
Oh, no one knows what goes on behind closed doors

My baby makes me smile
Lord, don't she make me smile
She's never far away
Or too tired to say ""I want you""

She's always a lady
Just like a lady should be
But when they turn out the lights
She's still a baby to me

'Cause when we get behind closed doors
Then she lets her hair hang down
And she makes me glad I'm a man
Oh, no one knows what goes on behind closed doors
Behind closed doors",Behind Closed Doors,Behind Closed Doors,1973,11,2:54,Track 'A1',Album,True
3,4,Marie Osmond,"I realized the way your eyes deceived me
With tender looks that I mistook for love
So take away the flowers that you gave me
And send the kind that you remind me of

Paper roses, paper roses
Oh, how real those roses seem to be
But they're only imitation
Like you imitation love for me

I thought that you would be a perfect lover
You seemed so full of sweetness at the start
But like a big red rose that's made of paper
There isn't any sweetness in your heart

Paper Roses, paper roses
Oh, how real those roses seem to be
But they're only imitation 
Like your imitation love for me",Paper Roses,Paper Roses,1973,10,2:39,Track 'A1',Album,True
4,5,Conway Twitty,"I can almost hear the stillness
As it yields to the sound of your heart beating
And I can almost hear the echo
Of the thoughts that I know you must be thinking
And I can feel your body tremble
As you wonder what this moment holds in store
And as I put my arms around you
I can tell you've never been this far before

I don't know what I'm saying
As my trembling fingers touch forbidden places
I only know that I have waited
For so long for the chance that we are taking
I don't know and I don't care
What made you tell him you don't love him anymore
And as I taste your tender kisses
I can tell you've never been this far before

And as I take the love you're giving
I can feel the tension building in your mind
And you're wondering if tomorrow
I'll still love you like I'm loving you tonight
You have no way of knowing
But tonight will only make me love you more
And I hope that you'll believe me
'Cause I know you've never been this far before",You've Never Been This Far Before,You've Never Been This Far Before / Baby's Gone,1973,11,2:56,Track 'A1',Album,True
5,6,Peters & Lee,"I'm so alone, my love without you
You're part of everything I do
When you come back, and you're beside me
These are the words I'll say to you

Welcome home, welcome
Come on in, and close the door
You've been gone, too long
Welcome, you're home once more

I thought of all the things I'd say to you
When you come back to me someday
When you are here and we're together
With all my heart you'll hear me say

Welcome home, welcome
Come on in, and close the door
You've been gone, too long
Welcome, you're home once more

There are so many lonely people
Why must they ever be apart
I hope someday you'll be together
Singing these words with all your heart

Welcome home, welcome
Come on in, and close the door
You've been gone, too long
Welcome, you're home once more
(Welcome home)",Welcome Home,Welcome Home,1973,2,,Track 'A',Single,True
6,7,Merle Haggard,"If we make it through December
Everything's gonna be all right I know
It's the coldest time of winter
And I shiver when I see the falling snow

If we make it through December
Got plans to be in a warmer town come summer time
Maybe even California
If we make it through December we'll be fine

Got laid off down at the factory
And there time is not the greatest in the world
Heaven knows I been workin' hard
I wanted Christmas to be right for daddy's girl

Now I don't mean to hate December
It's meant to be the happy time of year
And my little girl don't understand
Why daddy can't afford no Christmas gift

If we make it through December
Everything's gonna be alright I know
It's the coldest time of winter
And I shiver when I see the falling snow

If we make it through December
Got plans to be in a warmer town come summer time
Maybe even California
If we make it through December we'll be fine",If We Make It Through December,If We Make It Through December,1973,2,2:41,Track 'A',Single,True
7,8,Jeanne Pruett,"Satin sheets to lie on, satin pillows to cry on
Still, I'm not happy don't you see
Big long Cadillac, tailor-mades upon my back
Still, I want you to set me free

I've found another man who can give more than you can
Though you've given me everything money can buy
But your money can't hold me tight like he does on a long, long night
No, you didn't keep me satisfied

Satin sheets to lie on, satin pillows to cry on
Still, I'm not happy don't you see
Big long Cadillac, tailor-mades upon my back
Still, I want you to set me free

Satin sheets to lie on, satin pillows to cry on
Still, I'm not happy don't you see
Big long Cadillac, tailor-mades upon my back
Still, I want you to set me free

Satin sheets to lie on, satin pillows to cry on
Still, I'm not happy don't you see
Big long Cadillac, tailor-mades upon my back
Still, I want you to set me free",Satin Sheets,Satin Sheets,1973,11,3:27,Track 'A1',Album,True
8,9,Tom T. Hall,"I love little baby ducks, old pick-up trucks, slow-moving trains, and rain
I love little country streams, sleep without dreams, Sunday school in may,
And hay
And I love you too

I love leaves in the wind, pictures of my friends, birds in the world, and squirrels
I love coffee in a cup, little fuzzy pups, old TV shows,
And snow
And I love you too

I love honest open smiles, kisses from a child, tomatoes on the vine, and onions
I love winners when they cry, losers when they try, music when it's good, and light
And I love you too",I Love,I Love / Back When We Were Young,1973,2,2:06,Track 'A',Single,True
9,10,Anne Murray,"There's a wren in a willow wood
Flies so high and sings so good
And he brings to you what he sings to you

Like my brother the wren and I
Well, he told if I try, I could fly for you
And I wanna try for you 'cause

I wanna sing you a love song
I wanna rock you in my arms all night long
I wanna get to know you
I wanna show you the peaceful feelin' of my home

Summer thunder on moon-bright days
Northern Lights and skies ablaze
And I bring to you, lover, when I sing to you

Silver wings in a fiery sky
Show the trail of my love and I
Sing to you, love is what I bring to you

And I wanna sing to you, oh

I wanna sing you a love song
I wanna rock you in my arms all night long
I wanna get to know you
I wanna show you the peaceful feelin' of my home

I wanna sing you a love song
I wanna rock you in my arms all night long
I wanna get to know you
I wanna show you the peaceful feelin' of my home

I wanna show you the peaceful feelin' of my home",A Love Song,Love Song,1974,10,2:46,Track 'A1',Album,True
10,11,Barbara Fairchild,"I wish I had button eyes and a red felt nose
A shaggy cotton skin and just one set of clothes
Sittin' on a shelf in a local department store
With no dreams to dream and nothin' to be sorry for

I wish I was a teddy bear
Not livin' or lovin' nor goin' nowhere
I wish I was a teddy bear
And I'm wishin' that I hadn't fallen in love with you

I wish I had a wooden heart and a sawdust mind
Then your mem'ry wouldn't come around hurtin' all the time
I'd have a sewed-on smile and a painted twinkle in my eye
And I never would have ever had to learn how to cry

I wish I had a string you could pull to make me say
""Hi, I'm Teddy-ain't it a lovely day?""
Then I'd know every time I spoke the words were right
And none would know the mess I made of my life

And I'm wishin' that I hadn't fallen in love with you",Teddy Bear Song,(You Make Me Feel Like) Singing A Song / Teddy Bear Song,1972,2,2:57,Track 'B',Single,True
11,12,Tom T. Hall,,(Old Dogs-Children And) Watermelon Wine,(Old Dogs-Children And) Watermelon Wine,1972,2,4:09,Track 'A',Single,True
12,13,Loretta Lynn,"Well, if you've been a married woman
And things didn't seem to work out
Divorce is the key to bein' loose and free
So you're gonna be talked about.

Everybody knows that you've loved once
So they think you'll love again
You can't have a male friend
When you're a has been
Of a woman you're rated X.

And if you're rated X you're some kind of goal
Every man might try to make
But I think it's wrong to judge every picture
If a cheap camera makes a mistake.

And when your best friend's husband says to you
You've sure started lookin' good
You should've known he would
And he would if he could and he will if you're rated X.

Well, nobody knows where you're goin'
But they sure know where you've been
All their thinkin' of is your experience of love
Their minds eat up with sin.

The women all look at you like you're bad
And the men all hope you are
But if you go too far you're gonna wear the scar
Of a woman rated X.

And if you're rated X you're some kind of goal
Every man might try to make
But I think it's wrong to judge every picture
If a cheap camera makes a mistake.

And when your best friend's husband says to you
You've sure started lookin' good
You should've known he would
And he would if he could and he will if you're rated X...",X,Entertainer Of The Year,1973,11,2:37,Track 'A1',Album,True
13,14,Kris Kristofferson,"Why me Lord what have I ever done
To deserve even one of the pleasures I've known
Tell me, Lord, what did I ever do
That was worth lovin' you or the kindness you've shown

Lord help me, Jesus, I've wasted it so
Help me Jesus I know what I am
But now that I know that I've needed you so
Help me, Jesus, my soul's in your hand

Try me, Lord, if you think there's a way
I can try to repay all I've taken from you
Maybe Lord I can show someone else
What I've been through myself, on my way back to you

Lord help me, Jesus, I've wasted it so
Help me Jesus I know what I am
But now that I know that I've needed you so
Help me, Jesus, my soul's in your hand

Lord help me, Jesus, I've wasted it so
Help me Jesus I know what I am
But now that I know that I've needed you so
Help me Jesus my souls in your hand
Jesus, my soul's in your hand.",Why Me,Why Me / Help Me,1973,2,3:25,Track 'A',Single,True
14,15,Elvis Presley,"I'm a steamroller baby
I'm 'bout to roll all over you
I'm a steamroller baby
I'm 'bout to roll all over you
I'm gonna inject your soul
With sweet rock'n'roll, poor heaven

I'm a cement mixer
A churning urn of burning funk
I'm a cement mixer
A churning urn of burning funk
I'm a demolition derby
A hefty hunk of steaming junk, play it baby

I'm a steamroller baby
I'm 'bout to roll over you
I'm a steamroller baby
I'm 'bout to roll over you
I'm gonna inject your soul
With some sweet rock'n'roll
And shoot you full of rhythm and blues

I'm a napalm bomb
Guaranteed to blow your mind
I'm a napalm bomb
Guaranteed to blow your mind
If I can't have your love now baby
There won't be nothing left behind",Steamroller Blues,Fool / Steamroller Blues,1973,2,3:07,Track 'B',Single,True
15,16,Johnny Rodriguez,"This old highway seems so lonesome when you're goin' where you've been
And a lonesome song can make you cry time and time again
If I had listened to a friend of mine ten years ago today
I'd have a better job than what I've got today

But the billboards on the highways and the brakelights on the cars
Make me jump out on the highway with my bag and my guitar
If she comes or if she goes it doesn't matter anymore
'Cause I'm ridin' my thumb to Mexico

Ridin' my thumb to Mexico
It don't matter when or how I go
I'll ride this thumb till I see her again
So I'm ridin' my thumb to Mexico

Well the reason why she left me's not the reason that I'm here
I'm a traveling kind of man just need a change of atmosphere
If there's any place I haven't been at all that's where I'll go
So I'm ridin' my thumb to Mexico

Ridin' my thumb to Mexico...",Ridin' My Thumb To Mexico,All I Ever Meant To Do Was Sing,1973,11,2:05,Track 'A1',Album,True
16,17,Merle Haggard,"Everybody sings the blues sometimes
And everybody knows the tune
And everybody knows the way I'm feelin'
'Cause everybody's had the blues

A lonely song, someone is gone, a story old as time
Love and hate or want and wait till misery fills your mind
But everybody knows the way I'm feelin'
'Cause everybody's had the blues

A lonely song, someone is gone, a story old as time
Love and hate or want and wait till misery fills your mind
But everybody knows the way I'm feelin'
'Cause everybody's had the blues",Everybody's Had The Blues,Everybody's Had The Blues / Nobody Knows I'm Hurtin',1973,2,2:52,Track 'A',"7""",True
17,18,Donna Fargo,"Superman, Superman, Superman

And there you go pickin' on me again
Pushin me to the very end
Tellin' me to move another mountain
Well just cause you can walk on water
That ain't no sign I can
You know your mama should have named you Superman

Superman, Superman, Superman

Now lets go through this one more time
You do your thing and I'll do mine
Well honey baby we got to draw the line
Cause your hangup is a messin with mine
All I can do is the best I can to change the way
That you can't stand
And if it ain't good enough for superman
He ain't good enough for me...

Superman, Superman, Superman

So you don't have to rub it in
Just cause your right and I'm wrong again
Sometimes right is just as wrong as wrong is
And I ain't never gonna learn to make it rain
And I wouldn't if I could for all the wool in Spain
So you go right ahead and do it, do it Superman

Superman, Superman, Superman

Now lets go through this one more time
You do your thing and I'll do mine
Well honey baby we got to draw the line
Cause your hangup is a messin with mine
All I can do is the best I can to change the way
That you can't stand
And if it ain't good enough for superman
He ain't good enough for me...",Superman,Superman,1976,9,,Track 'A1',Album,True
18,19,Joe Stampley,"You're my soul song
My everything that I do song
My pick-me-up-when-I'm-blue song
That's why I sing all the time
You're my soul song
And that's why I call you my solid gold song
Nothing in the world can ever go wrong
As long as you are mine
Nowhere in the world have I seen anything like you
In all my time
You give me a feel good feelin' through and through
And it's so fine
I'm up with the sun 'cause I don't wanna waste it
I love you so much I can almost taste it
I can't stand still when I look up and see you comin'
I start hummin'

You're my soul song
My keep-me-safe-from-my-home song
My shelter-from-the-storm song
That's why I sing all the time
You're my soul song
And that's why I call you my solid gold song
Nothing in the world could ever go wrong
As long as you are mine
You're my soul song
Myeverything-that-I-do song
My pick-me-up-when-I'm-blue song
That's why I sing all the time
Soul song
And that's why I call you my solid gold song
Nothing in the world could ever go wrong
As long as you are mine",Soul Song,Soul Song,1973,11,2:28,Track 'B1',Album,True
19,20,Tanya Tucker,"What's your mama's name child
What's your mama's name

Thirty some odd years ago a young man came to Memphis
Asking 'bout a rose that use to blossom in his world
People never took the time to mind the young man's questions
Until one day they heard him ask a little green eyed girl

What's your mama's name child What's your mama's name
Does she ever talk about a place called New Orleans
Has she ever mentioned a man named Buford Wilson
What's your mama's name child What's your mama's name

Twenty some odd years ago a drunkard down in Memphis
Lost a month of life and labored to the county jail
Just because he asked a little green eyed girl a question
And offered her a nickels worth of candy if she'd tell

A year and some odd days ago an old man died in Memphis
Just another wayward soul the county had to claim
Inside the old man's ragged coat they found a faded letter
It said you have a daughter and her eyes are Wilson green

What's your mama's name child What's your mama's name
Does she ever talk about a place called New Orleans
Has she ever mentioned a man named Buford Wilson
What's your mama's name child What's your mama's name

What's your mama's name child
What's your mama's name",What's Your Mama's Name,What's Your Mama's Name,1973,11,2:55,Track 'A1',Album,True
20,21,Loretta Lynn,"I've seen him as he awakens in the morning
He reaches out his hand and without a word
As his fingers softly fall upon my face
He lights the flame of desire and makes me want him
And love is the foundation we lean on all you need is love to ease your mind
And does it have to be right to be called love
When he gives me more loving then a lifetime of looking could ever find
And love is the foundation we lean on...",Love Is The Foundation,Love Is The Foundation,1973,11,2:26,Track 'A1',Album,True
21,22,Ray Price,"I've had my share of life's ups and downs
But fate's been kind, the downs have been few
I guess you could say that I've been lucky
And I guess you could say, it's all because of you

If anyone should ever write my life story
For whatever reason there might be
You'd be there between each line of pain and glory
'Cause you're the best thing that ever happened to me
You're the best thing that ever happened to me

Oh, there have been times when the times were so hard
But somehow, some way I'd made it through
And for every moment I've spent hurting
There's been moments spent loving you

If anyone should ever write my life story
For whatever reason there might be
You'd be there between each line of pain and glory
'Cause you're the best thing that ever happened to me
You're the best thing that ever happened to me",You're The Best Thing That Ever Happened To Me,You're The Best Thing That Ever Happened To Me / What Kind Of Love Is This,1973,2,3:46,Track 'A',Single,True
22,23,Tammy Wynette,"Kids say the darndest things
Have you ever listened close to the games they play or the little songs they sing
Last night dressed up in high heel shoes and wearing my old hat
My four-year-old said I wanna divorce now where did she hear that

Kids say the darndest things...
Have you ever listened close to the games they play or the little songs they sing
Last night as I watched TV one rushed through the door
Mommy daddy's telling someone on the phone don't you call me here no more

Kids say the darndest things...
Have you ever listened close to the games they play or the little songs they sing
Bet my daddy can whip your daddy but daddy's never home
And I think mommy's worried 'bout him 'cause she cried all night long

Kids say the darndest things...
Have you ever listened close to the games they play or the little songs they sing
You never know what they learn at school or what they're thinking of
My first grader just said a four letter word and it sure wasn't love

Kids say the darndest things...
Have you ever listened close to the games they play or the little songs they sing
Kids say the darndest things...",Kids Say The Darndest Things,Kids Say The Darndest Things,1973,11,2:50,Track 'B1',Album,True
