,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Kenny Rogers,"Here it's seven in the am, 
It's gonna take more then wakin' to rise me
I wake up with this need again
But feel the love of the woman beside me
It's just one of those days

When I wanna lay here with her
And love her before I leave
And listen to the rain fall up on the roof
And the thunder sounds like horses hooves

Oh, I listen to her breathe 
And it makes me wanna wake her up
And tell her that I'm on fire
With morning desire.

It looks like I'm gonna be late again
And I need to get up and get movin'
And I'm tryin'
But the longer I keep stallin'
The more I think about callin' in and lyin'
It's just one of those days

When I wanna stay here with her
And watch her while she sleeps
And listen to the rain fall up on the roof
And the thunder sounds like horses hooves

Oh, I listen to her breathe 
And it makes me wanna wake her up
And tell her that I'm on fire
With morning desire

Well, I love to hear the rain fallin' on the roof
And the thunder sounds like horses hooves

Oh, I listen to her breathe 
And it makes me wanna wake her up
And tell her that I'm on fire
With morning desire

With morning desire",Morning Desire,Morning Desire / People In Love,1985,2,4:08,Track 'A',Single,True
1,2,Ronnie Milsap,"Close your eyes, baby, follow my heart
Call on the mem'ries, here in the dark
We'll let the magic take us away
Back to the feeling we shared when they'd play

In the still of the night, hold me darling
Hold me tight, oh, shoo-doop, shoo-be do
Shoo-doop, doo; so real, so right
Lost in the fifties tonight

These precious hours, we know we can't survive
Love's all that matters while the past is alive
Now and for always, 'til time disappears
We'll hold each other whenever we hear

In the still of the night, hold me darling
Hold me tight, oh, shoo-doop, shoo-be do
Shoo-doop, doo; so real, so right
Lost in the fifties tonight",Lost In The Fifties Tonight (In The Still Of The Night),Lost In The Fifties Tonight (In The Still Of The Night),1985,2,3:51,Track 'A',Single,True
2,3,Dolly Parton (with Kenny Rogers),,Real Love,Real Love,1985,2,3:46,Track 'A',Single,True
3,4,James Taylor,"Oh every day
It's a getting closer
Going faster than a roller coaster
With a love like yours
Sure to come my way

Yeah, every day
Seems a little faster
All my friends
They say go on up and ask her
With a love like yours
Bound to come my way

Oh every day
Seems a little stronger
And every day
Lasts a little longer
Come what may baby
Do you ever long for
True love from me
Oh

Oh, every day
It's a getting closer
Going much faster than a roller coaster
With a love like yours
Bound to come my way

Yes, a love like yours
Will surely come my way
Every day

(Every day) Every day seems a little stronger
(Every day) It lasts a little longer
Come what may do you ever long for
True love from me
Like I longed for yours baby say

Every day
It's a getting closer
Going much faster than a roller coaster
With a love like yours
Will surely come my way
Surely come my way

Oh every day
I say every day babe yeah
Every day every day every day
Oh every day every day every day...",Everyday,Everyday / Limousine Driver,1985,2,3:10,Track 'A',Single,True
4,5,Eddie Rabbitt,"We'll go down in history
Me lovin' you, you lovin' me, yeah
There's somethin' about the way we kiss
It's in the stars, baby, we can't miss, no
Before you came along, my heart was down
Then you walked right in and turned my world around

The best year of my life
Is the year that just went by since I met you
The best year of my life
Is the year that you made all my dreams come true
And you'll always be the one
And every year to come will be the best year of my life

Baby, since you came along
My life's turned into a song, yeah
And in your misty eyes I see
Way beyond eternity, yeah
Your special kind of love, it never fades
It just keeps on growin' stronger every day

The best year of my life
Is the year that just went by since I met you
The best year of my life
Is the year that you made all my dreams come true
And you'll always be the one
And every year to come will be the best year of my life

The best year of my life
Is the year that just went by since I met you
The best year of my life
Is the year that you made all my dreams come true
And you'll always be the one
And every year to come will be the best year of my life
The best year of my life",The Best Year Of My Life,The Best Year Of My Life,1984,10,3:11,Track 'B1',Album,True
5,6,Ronnie Milsap,"Crack of dawn I hit the road, set my shoulders for the heavy load
Coffee leaking through the paper sack
The foreman says I'm late again, he can't stand it when I only grin
He's got me eight hours, she's got me after that
I can't wait 'til it's quittin' time
She got something cookin' for me tonight

She keeps the homefires burning
While I'm out earning a living in a world
That's known for its pouring rain
She keeps the homefires burning
Ooh, and it's her warm loving that keeps me returning again
And again

Out of gas, just my luck, four bald tires on my pickup truck
No more credit on my credit card
When I come home and hit that door
I remember what these aching arms are for
She's my one light when the world goes dark
Tomorrow it's the same old grind
But she'll be burning in my mind

She keeps the homefires burning
While I'm out earning a living in a world
That's known for its pouring rain
She keeps the homefires burning
Ooh and it's her warm loving that keeps me returning again

She keeps the homefires burning
Ooh and it's her warm loving that keeps me returning again

Homefires burning
While I'm out earning a living in a world
She keeps the homefires burning
Ooh and it's her warm loving that keeps me returning again

She keeps the homefires burning
While I'm out earning a living in a world
That's known for its pouring rain",She Keeps The Home Fires Burning,She Keeps The Home Fires Burning / Is It Over,1985,2,3:58,Track 'A',Single,True
6,7,Marie Osmond,,There's No Stopping Your Heart,There's No Stopping Your Heart,1985,10,2:50,Track 'A1',Album,True
7,8,The Statler Brothers,"You're having second thoughts I can tell by the way you look at me
I can tell by what I see that you no longer believe in me
I'm havin' bad dreams can't seem to get back to where we used to be
Sometimes it feels like we're worlds apart
And I've got too much on my heart

I've got too much on my heart and I don't like to feel the pain
And I don't know where to start to make you love me once again
I don't have time to make you understand
Lord this thing is gettin' out of hand
Pain shoots through me like a dart and I've got too much on my heart

Don't be so cold to me I know you've changed but it's still hard for me
It's too late I realize I can see it in your distant eyes
You needed all of me but I can't be there like I used to be
And Lord it's tearin' me apart
'Cause I got too much on my heart

I've got too much on my heart and I don't like to feel the pain
And I don't know where to start to make you love me once again
I don't have time to make you understand
Lord this thing is gettin' out of hand
Pain shoots through me like a dart and I've got too much on my heart",Too Much On My Heart,Too Much On My Heart / Her Heart Or Mine,1985,2,3:58,Track 'A',Single,True
8,9,Nitty Gritty Dirt Band,"We met on the highway, she flagged me down,
Had a flat on her stingray with nobody around
I helped her out, she said climb in
So I ditched my ol truck just to see where the party would end.

We spent the weekend in reno in the honeymoon suite,
Never saw the casino, barely took time to eat.
I never dreamed she would take me this far
But by Sunday that lady had taken a hold of my heart.

It's a modern day romance, a new kind of game
With no time to slow dance in the fast lane.
I tried to love her without any strings
But a modern day romance has left me some old-fashioned pain.

She never said good-bye, just a note by the phone
Said ""thanks for the good times, but it's time to move on.""
Well I'm out here walkin' with my thumb in the air
Wondering where she might've gone and why I even care.

It's a modern day romance; old fashioned pain",Modern Day Romance,Twenty Years Of Dirt,1986,11,3:30,Track 'B4',Single,True
9,10,Steve Wariner,"All my friends say, I should leave you alone
You've got a heart like a stone, And a wonderin' eye
And I know that they're right
I can make up my mind, Not to see you again,
But you move through my dreams like the wind,
It's no good to pretend, It won't happen again,
Cause it'll happen again.

Some fools never learn
Play with the fire,
And your gonna get burned
It's only love when your loved in return
Some fools never learn.
Some fools never learn.

And baby I tried, But I'm just not that strong,
Yes, I knew all along, But that's not enough
I was falling in love
And you don't know it, But I came over tonight,
There was somebody's car parked outside
Damn my eyes, Damn this heart of mine
I drove off into the night.

Some fools never learn.
Play with the fire,
And your gonna get burned
It's only love when your loved in return
Some fools never learn.
Some fools never learn.

Somewhere in the city tonight,
There's a girl and she's lonely like me,
She'll be easy to see
And naturally, She'll have that look in her eyes,
She'll be feeling that way
I see it all plain as day
Oh, I'll never be, what she wants me to be
Oh, but lucky for me.

Some fools never learn
Play with the fire,
And your gonna get burned
It's only love when your loved in return
Some fools never learn.

Some fools never learn.
Some fools never learn...",Some Fools Never Learn,Some Fools Never Learn,1985,2,3:59,Track 'A1',Single,True
