,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
0,1,Alabama,"Just off of the beaten path
A little dot on the state road map
That's where I was born and where I'll die

Things move at a slower pace
Nobody's in a rat race
And these days that's a special way of life

Down Home
Where they know you by name and treat you like family
Down Home
A man's good word and a hand shake are all you need
Folks know
If they're fallin' on hard times they can fall back home
Those of us raised up down home

In the corner of the hardware store
Gathered round on a checkered board
Old men telling lies and crownin' kings

Kids drivin' round the old town square
Cops roll down int he cool night air
Go and see what's shakin' at the Dairy Queen

Down Home
Where they know you by name and treat you like family
Down Home
A man's good word and a hand shake are all you need
Folks know
If they're fallin' on hard times they can fall back home
Those of us raised up down home

When I was a boy I couldn't wait to leave this place
But now I wanna see my children raised

Down Home

Down Home

Folks know
If there fallin' on hard times they can fall back home
Those of us raised up
Down Home
Where they know you by name and treat you like family
Down Home
A man's good word and a handshake are all you need
Folks know
If they're fallin' on hard times they can fall back home
Those of us raised up
Down Home

Down Home
Way down home
Down home
Down Home
Way down home",Down Home,Down Home / Goodbye (Kelly's Song),1991,2,3:16,Track 'A',Single,True
1,2,Garth Brooks,"Just the other night
At a hometown football game
My wife and I ran into
My old highschool flame
And as I introduced them
The past came back to me
And I couldn't help but think of
The way things used to be

She was the one
That I'd wanted for all times
And each night I'd spend prayin'
That God would make her mine
And if He'd only granted me
This wish I'd wished back then
I'd never ask for anything again

Sometimes I thank God
For unanswered prayers
Remember when you're talkin'
To the man upstairs
That just because He doesn't answer
Doesn't mean He don't care!
Some of God's greatest gifts are
Unanswered prayers...!

She wasn't quite the angel
That I remembered in my dreams
And I could tell that time had changed me,
And her eyes too, it seemed
We tried to talk about the old days
There wasn't much we could recall
I guess the Lord knows
What He's doing after all

And as she walked away
Well I looked at my wife
And then and there I thanked the good Lord
For the gifts in my life

Sometimes I thank God
For unanswered prayers
Remember when you're talkin'
To the man upstairs
And just because He may not answer
Doesn't mean He don't care!
Some of Gods greatest gifts
Are unanswered...
Some of Gods greatest gifts
Are all too often unanswered...
Some of God's greatest gifts are
Unanswered Prayers!",Unanswered Prayers,Unanswered Prayers,1990,2,3:23,Track 'A',Single,True
2,3,George Strait,"Baby, since you left me, there's somebody new
She thinks I'm perfect, I swear
She likes my body, my class and my charm
She says I've got a confident air
She respects my ambition, thinks I'm talented, too
But she's in love with an image time is bound to see through

Oh, you know me better than that
You know the me that gets lazy and fat
How moody I can be, all my insecurities
You've seen me lose all my charm
You know I was raised on a farm
Oh, she tells her friends I'm perfect
And that I love her cat
But you know me better than that

I miss picnics and blue jeans and buckets of beer
Now it's ballet and symphony hall
I'm into culture, clean up to my ears
It's like wearin' a shoe that's too small
Oh, I caught her with an issue of Brides Magazine
Starin' at dresses and pickin' out rings

Oh, you know me better than that
You know the me that gets lazy and fat
How moody I can be, all my insecurities
You've seen me lose all my charm
You know I was raised on a farm
Oh, she tells her friends I'm perfect
And that I love her cat
But you know me better than that

Oh, she tells her friends I'm perfect
And that I love that cat
Oh, but you know me better than that",You Know Me Better Than That,You Know Me Better Than That,1991,2,3:01,Track 'A',Single,True
3,4,Clint Black,"Well I sit here all alone 
No one's gonna do me wrong tonight 
It seems I've been through it all 
And there's no one I could call to get it right 
And everywhere I go 
Everyone seems so settled in 
And sure of where they're going 
Well I don't know what I need 
Since I've been freed I'm a horse without a rider 
And there's no one left to take the lead 

I've been loving blind 
Loving every heart I could call mine 
I've been loving blind 
So sure there was something I could find 
But I just couldn't see 
There was nothing there for me 

Now there's a smile on my face 
No there's no trace of the pain 
I know I've been through it all 
And I know those tears won't fall again 
But oh the times I thought 
Someone's heart I'd caught 
Well, I was fooled oh and 
I regret I was so naive 
Oh and I'd believe them when they'd tell me 
That's as good as love can get 

And I've been loving blind 
Loving every heart I could call mine 
And I've been loving blind 
So sure there was something I could find 
But I just couldn't see There was nothin' there for me",Loving Blind,Loving Blind,1990,2,3:57,Track 'A',Single,True
4,5,Garth Brooks,"Well I'm shameless
When it comes to loving you,
I'll do anything you want me to,
I'll do anything at all.

And I'm standing
Here for all the world to see,
Oh, baby that's what's left of me,
I don't have very far to fall.

You know now I'm not a man who's ever been
Insecure about the world I've been living in.
I don't break easy, I have my pride,
But if you need to be satisfied

I'm shameless.
Honey, I don't have a prayer.
Every time I see you standing there
I go down upon my knees.

And I'm changing,
Swore I'd never compromise,
Oh, but you convinced me otherwise.
I'll do anything you please

You see in all my life I've never found
What I couldn't resist, what I couldn't turn down.
I could walk away from anyone I ever knew,
But I can't walk away from you.

I have never let anything have this much control on me.
I've worked too hard to call my life my own.
And I've made myself a world, and it's worked so perfectly,
But it's your world now, I can't refuse,
I've never had so much to lose.
Oh I'm shameless...

You know it should be easy for a man who's strong
To say he's sorry or admit when he's wrong.
I've never lost anything I ever missed,
But I've never been in love like this.
It's out of my hands.

I'm shameless.
I don't have the power now,
And I don't want it anyhow,
So I gotta let it go.

Why I'm shameless.
Shameless as a man can be.
You could make a total fool of me.
I just wanted you to know
Why I'm shameless.",Shameless,Shameless,1991,2,3:39,Track 'A',Single,True
5,6,Trisha Yearwood,"Katie's sitting on the old front porch
Watching the chickens peck the ground
There ain't a whole lot going on tonight
In this one horse town
Over yonder, coming up the road
In a beat-up Chevy truck
Her boyfriend Tommy, he's laying on the horn
Splashing through the mud and the muck

Her daddy says, ""He ain't worth a lick
When it comes to brains, he got the short end of the stick""
But Katie's young and, man, she just don't care
She'd follow Tommy anywhere
She's in love with the boy
She's in love with the boy
She's in love with the boy
And even if they have to run away
She's gonna marry that boy someday

Katie and Tommy at the drive-in movie
Parked in the very last row
They're too busy holding on to one another
To even care about the show
But later on outside the Tastee Freeze
Tommy slips something on her hand
He says, ""My high school ring will have to do
'Til I can buy a wedding band""

Her daddy says, ""He ain't worth a lick
When it comes to brains, he got the short end of the stick""
But Katie's young and, man, she just don't care
She'd follow Tommy anywhere
She's in love with the boy
She's in love with the boy
She's in love with the boy
And even if they have to run away
She's gonna marry that boy someday

Her daddy's waiting up 'til half past twelve
When they come sneaking up the walk
He says, ""Young lady get on up to your room
While me and junior have a talk""
But Mama breaks in and says, ""Don't lose your temper
It wasn't very long ago
When you yourself was just a hay-seed plowboy
Who didn't have a row to hoe""

""My daddy said you wasn't worth a lick
When it came to brains, you got the short end of the stick
But he was wrong and, honey, you are too
Katie looks at Tommy like I still look at you""
She's in love with the boy
She's in love with the boy
She's in love with the boy
What's meant to be will always find a way

She's in love with the boy
She's in love with the boy
She's in love with the boy
What's meant to be will always find a way
She's gonna marry that boy someday",She's In Love With The Boy ,Trisha Yearwood ,1991,10,4:04,Track 'A1',Album,True
6,7,Clint Black,"Maybe I took for granted, you'd be around
To pick me up on my way down
I thought my feet were planted, firmly on the ground
'Til one day my whole world came unwound

Like a ball of yarn, kept neatly on a spool
You've held the life together of this broken-hearted fool
And what once was the exception, now seems to be the rule

And there's a burnin' question, afire in my mind
You always had the answers, the ones I couldn't find
So all I'm askin', is where are you now?

What Father Time would sell me, I'd take it all
If only you'd be back around
But then if time should spell me, well I might take the call
But there's no way of knowin' where I'm bound

So here it comes another, fine mess I've got into
And if I knew which way to turn, I'd still turn to you
So if everything is said and done, what am I supposed to do?

And that's the burnin' question, on fire in my mind
You always had the answers for me, time after time
So all I'm askin', is where are you now?

All I'm askin', is where are you now?",Where Are You Now,Where Are You Now,1991,2,3:09,Track 'A',Single,True
7,8,Alan Jackson,"Don't rock the jukebox
I wanna hear some Jones
'Cause my heart ain't ready
For the Rolling Stones
I don't feel like rockin'
Since my baby's gone
So don't rock the jukebox
Play me a country song

Before you drop that quarter
Keep one thing in mind
You got a heartbroke hillbilly
Standing here in line
I've been down and lonely
Ever since she left
Before you punch that number
Could I make one request?

Don't rock the jukebox
I wanna hear some Jones
My heart ain't ready
For the Rolling Stones
I don't feel like rockin'
Since my baby's gone
So don't rock the jukebox
Play me a country song

I ain't got nothin'
Against rock and roll
But when your heart's been broken
You need a song that's slow
There ain't nothin' like a steel guitar
To drown a memory
Before you spend your money, babe
Play a song for me

And don't rock the jukebox
I wanna hear George Jones
'Cause my heart ain't ready
For the Rolling Stones
I don't feel like rockin'
Since my baby's gone
So don't rock the jukebox
Play me a country song
Yeh, don't rock the jukebox
Play me a country song",Don't Rock The Jukebox,Don't Rock The Jukebox,1991,10,2:52,Track 'A1',Album,True
8,9,Mike Reid,,Walk On Faith,Walk On Faith,1990,2,3:10,Track 'A',Single,True
9,10,Garth Brooks,"Yeah, she's my lady luck
Hey, I'm her wild card man
Together we're buildin' up a real hot hand
We live out in the country
Hey, she's my little queen of the south
Yeah, we're two of a kind
Workin' in a full house

She wakes me every mornin'
With a smile and a kiss
Her strong country lovin' is hard to resist
She's my easy lovin' woman
I'm her hard workin' man, no doubt
Yeah, we're two of a kind
Workin' on a full house

Yeah, a pickup truck is her limousine
And her favorite dress is her faded blue jeans
She loves me tender when the goin' get tough
Sometimes we fight just so we can make up

Lord I need that little woman
Like the crops need the rain
She's my honeycomb and I'm her sugar cane
We really fit together
If you know what I'm talkin' about
Yeah, we're two of a kind
Workin' on a full house

This time I found a keeper, I made up my mind
Lord the perfect combination is her heart and mine
The sky's the limit, no hill is too steep
We're playin' for fun, but we're playin' for keeps

So draw the curtain, honey
Turn the lights down low
We'll find some country music on the radio
I'm yours and you're mine
Hey, that's what it's all about
Yeah we're two of a kind
Workin' on a full house

Lordy, mama, we'll be two of a kind
Workin' on a full house","Two Of A Kind, Workin' On A Full House","Two Of A Kind, Workin' On A Full House",1991,2,2:31,Track 'A',Single,True
